AUTHORS,TITLE,JOURNAL,ABSTRACT,YEAR,VOLUME,LPAGES,UPAGES,DOI
"Song, HY; Kim, YH; Seok, SJ; Gil, HW; Hong, SY",In Vitro Cytotoxic Effect of Glyphosate Mixture Containing Surfactants,JOURNAL OF KOREAN MEDICAL SCIENCE,"We investigated whether glyphosate influences the cellular toxicity of the surfactants TN-20 and LN-10 on the mouse fibroblast-like cells, alveolar epithelial cells, and a heart cell line. The cytotoxicity of TN-20 and LN-10 (0.4-100 mu M), in the presence or absence of glyphosate was determined by assessing membrane integrity. TN-20 toxicity was significantly lower in the presence of 50 mu M glyphosate for the fibroblast-like cell (6.25 mu M; 3.9% +/- 3.4% vs -4.8% +/- 0.7%), for the alveolar cells (0.78 mu M; 5.7% +/- 0.9% vs 0.1% +/- 0.6%), and for the heart cell line (25.0 mu M; 7.9% +/- 3.0% vs 19.4% +/- 0.7%) compared to that of TN-20 alone. The cellular toxicity of LN-10 towards the fibroblast-like cells was found to be increased in the presence of 50 mu M glyphosate when LN-10 concentrations of 50 mu M (31.3% +/- 3.9% vs 19.2% +/- 0.9%) and 100 mu M (62.1% +/- 3.4% vs 39.0% +/- 0.7%) were compared to that of LN-10 alone. These results suggest that the mixture toxicity may be a factor in glyphosate-surfactant toxicity in patients with acute glyphosate herbicide intoxication.",2012,27,711,715,10.3346/jkms.2012.27.7.711
"Stahlschmidt, ZR; Whitlock, J; Vo, C; Evalen, P; Bui, D",Pesticides in a warmer world: Effects of glyphosate and warming across insect life stages,ENVIRONMENTAL POLLUTION,"Glyphosate (GLY) is a broad-spectrum herbicide that is the most commonly applied pesticide in terrestrial ecosystems in the U.S. and, potentially, worldwide. However, the combined effects of warming associated with climate change and exposure to GLY and GLY-based formulations (GBFs) on terrestrial animals are poorly understood. Animals progress through several life stages (e.g., embryonic, larval, and juvenile stages) that may exhibit different sensitivities to stressors. Therefore, we factorially manipulated temperature and GLY/GBF exposure in the variable field cricket (Gryllus lineaticeps) during two life stages-nymphal development and adulthood-and examined key animal traits, such as developmental rate, body size, food consumption, reproductive investment, and lifespan. A thermal environment simulating future climate warming obligated several costs to fitness-related traits. For example, warming experienced during nymphal development reduced survival, adult body mass and size, and investment into flight capacity and reproduction. Warming experienced by adults reduced lifespan and growth rate. Alternatively, the effects of GBF exposure were more subtle, often context dependent (e.g., effects were only detected in one sex or temperature regime), and were stronger during adult exposure relative to exposure during development. There was evidence of additive costs of warming and GBF exposure to rates of feeding and growth in adults. Yet, the negative effect of GBF exposure to adult lifespan did not occur in warming conditions, suggesting that ongoing climate change may obscure some of the costs of GBFs to non-target organisms. The effects of GLY alone (i.e., in the absence of proprietary surfactants found in commercial formulations) were non-existent. Animals will be increasingly exposed to warming and GBFs, and our results indicate that GBF exposure and warming can entail additive costs for an animal taxon (insects) that plays critical roles in terrestrial ecosystems.",2022,307,,,10.1016/j.envpol.2022.119508
"Straw, EA; Brown, MJF","No evidence of effects or interaction between the widely used herbicide, glyphosate, and a common parasite in bumble bees",PEERJ,"Background. Glyphosate is the world's most used pesticide and it is used without the mitigation measures that could reduce the exposure of pollinators to it. However, studies are starting to suggest negative impacts of this pesticide on bees, an essential group of pollinators. Accordingly, whether glyphosate, alone or alongside other stressors, is detrimental to bee health is a vital question. Bees are suffering declines across the globe, and pesticides, including glyphosate, have been suggested as being factors in these declines. Methods. Here we test, across a range of experimental paradigms, whether glyphosate impacts a wild bumble bee species, Bombus terrestris. In addition, we build upon existing work with honey bees testing glyphosate-parasite interactions by conducting fully crossed experiments with glyphosate and a common bumble bee trypanosome gut parasite, Crithidia bombi. We utilised regulatory acute toxicity testing protocols, modified to allow for exposure to multiple stressors. These protocols are expanded upon to test for effects on long term survival (20 days). Microcolony testing, using unmated workers, was employed to measure the impacts of either stressor on a proxy of reproductive success. This microcolony testing was conducted with both acute and chronic exposure to cover a range of exposure scenarios. Results. We found no effects of acute or chronic exposure to glyphosate, over a range of timespans post-exposure, on mortality or a range of sublethal metrics. We also found no interaction between glyphosate and Crithidia bombi in any metric, although there was conflicting evidence of increased parasite intensity after an acute exposure to glyphosate. In contrast to published literature, we found no direct impacts of this parasite on bee health. Our testing focussed on mortality and worker reproduction, so impacts of either or both of these stressors on other sublethal metrics could still exist. Conclusions. Our results expand the current knowledge on glyphosate by testing a previously untested species, Bombus terrestris, using acute exposure, and by incorpo-rating a parasite never before tested alongside glyphosate. In conclusion our results find that glyphosate, as an active ingredient, is unlikely to be harmful to bumble bees either alone, or alongside Crithidia bombi.",2021,9,,,10.7717/peerj.12486
"Straw, EA; Carpentier, EN; Brown, MJF",Roundup causes high levels of mortality following contact exposure in bumble bees,JOURNAL OF APPLIED ECOLOGY,"Pollinators underpin global food production, but they are suffering significant declines across the world. Pesticides are thought to be important drivers of these declines. Herbicides are the most widely applied type of pesticides and are broadly considered 'bee safe' by regulatory bodies who explicitly allow their application directly onto foraging bees. We aimed to test the mortality effects of spraying the world's most popular herbicide brand (Roundup(R)) directly onto bumble bees Bombus terrestris audax. We used three Roundup(R) products, the consumer products Roundup(R) Ready-To-Use and Roundup(R) No Glyphosate, the agricultural product Roundup(R) ProActive, as well as another herbicide with the same active ingredient (glyphosate), Weedol(R). Label recommended pesticide concentrations were applied to the bees using a Roundup(R) Ready-To-Use spray bottle. Bees exhibited 94% mortality with Roundup(R) Ready-To-Use(R) and 30% mortality with Roundup(R) ProActive(R), over 24 hr. Weedol(R) did not cause significant mortality, demonstrating that the active ingredient, glyphosate, is not the cause of the mortality. The 96% mortality caused by Roundup(R) No Glyphosate supports this conclusion. Dose-dependent mortality caused by Roundup(R) Ready-To-Use, further confirms its acute toxicity. Roundup(R) products caused comprehensive matting of bee body hair, suggesting that surfactants, or other co-formulants in the Roundup(R) products, may cause death by incapacitating the gas exchange system. These mortality results demonstrate that Roundup(R) products pose a significant hazard to bees, in both agricultural and urban systems, and that exposure of bees to them should be limited. Synthesis and applications. Surfactants, or other co-formulants, in herbicides and other pesticides may contribute to global bee declines. We recommend that, as a precautionary measure until co-formulant identities are made public, label guidelines for all pesticides be altered to explicitly prohibit application to plants when bees are likely to be foraging on them. As current regulatory topical exposure toxicity testing inadequately assesses toxicity of herbicide products, we call for pesticide companies to release the full list of ingredients for each pesticide formulation, as lack of access to this information hampers research to determine safe exposure levels for beneficial insects in agro-ecosystems.",2021,58,1167,1176,10.1111/1365-2664.13867
"Székács, A; Darvas, B",Re-registration Challenges of Glyphosate in the European Union,FRONTIERS IN ENVIRONMENTAL SCIENCE,"One of the most controversial societal issues today, regarding pesticide registration in the European Union (EU) may be the case surrounding re-registration of the active herbicide ingredient glyphosate. Shortly before the announcement of the conflicting views regarding the carcinogenicity status of this regulated agrochemical by EU Agencies, the European Food Safety Authority (EFSA) and the European Chemicals Agency (ECHA) on the one hand, and the International Agency for Research on Cancer (IARC) on the other hand, the Cancer Assessment Review Committee of the US Environmental Protection Agency (US EPA) also published re-evaluations. The US EPA assessment classified glyphosate into Group E, not likely to be carcinogenic to humans. Similar positions were reached by EFSA and ECHA, assessing glyphosate as unlikely to pose a carcinogenic hazard to humans and not classified as a carcinogen, respectively. A strongly opposing evaluation has previously been reached by IARC by classifying glyphosate into Group 2A, probably carcinogenic to humans. IARC identified potential cancer hazards in this case, but did not estimate the level of risk it may present, which was taken into consideration by opposing agencies. Multiple effects of glyphosate have been reported, of which carcinogenic effects are only one component. Formulated glyphosate products-especially with polyethoxylated tallowamine and related compounds-have been shown to cause stronger cytotoxic or endocrine disrupting effects than the active ingredient glyphosate alone. Questions related to hazards and corresponding risks identified in relation to this active ingredient and its formulated herbicide preparations divide scientific circles and official health and environmental authorities and organizations, and touch upon fundamental aspects of risk assessment and product regulation. The decision has to consider both hazard-based (IARC) and risk-based analysis (EFSA); the former may not be suitable to calculate practical significances, and the latter being challenged if exposure estimations are uncertain in light of new data on residue levels. The results of current analytical surveys on surface water are particularly worrisome. In turn, the precautionary principle appears to be the optimal approach in this case for regulation in the EU.",2018,6,,,10.3389/fenvs.2018.00078
"Székács, A; Mörtl, M; Darvas, B",Monitoring Pesticide Residues in Surface and Ground Water in Hungary: Surveys in 1990-2015,JOURNAL OF CHEMISTRY,"Over 2000 surface, ground and raw drinking water samples have been analyzed in the frame of different monitoring projects in Hungary and watercourses in neighboring countries between 1990 and 2015. Effects of pesticide contamination on ecological farming and drinking water supply have been assessed. Main water pollutant ingredients of agricultural origin in Hungary are herbicides related to maize production. After EU pesticide re-registration, diazinon, atrazine, and trifluralin gradually disappeared as contaminants. High levels of water soluble pollutants (e.g., acetochlor) in surface water result in temporarily enhanced levels in raw drinking water as well. Extreme levels observed for herbicide residues were of agrochemical industrial origin.",2015,2015,,,10.1155/2015/717948
"Tahir, HM; Basheer, T; Ali, S; Yaqoob, R; Naseem, S; Khan, SY",Effect of Pesticides on Biological Control Potential of Neoscona theisi (Araneae: Araneidae),JOURNAL OF INSECT SCIENCE,"The present study was designed to record the effect of lambda-cyhalothrin, Bifenthrin, and Glyphosate on the mortality, avoidance behavior, foraging activity, and activity of Acetylcholine esterase (AChE) and Carboxylesterase (CarE) in Neoscona theisi (Walckenaer, 1841). Highest mortality (70%) in N. theisi was recorded against lambda-cyhalothrin. However, Glyphosate was found to be least toxic. Spider spent less time on insecticides/herbicide-treated surfaces. Insecticides/herbicide-treated N. theisi consumed less prey than untreated control spiders. Similarly, when N. theisi were offered insecticide/herbicide-treated prey, they consumed significantly less. Increased AChE and CarE activities were recorded in insecticides/herbicide-treated spiders as compared to control group.Total protein contents were less in insecticides/herbicide-treated spiders than control group. The results revealed that lambda-cyhalothrin is more harmful to spiders as compared to Bifenthrin and Glyphosate. It is suggested that the effect of all pesticides used in agro-ecosystem on beneficial insects should be evaluated before using them in the fields.",2019,19,,,10.1093/jisesa/ieZ024
"Tan, S; Li, GL; Liu, ZG; Wang, HF; Guo, XQ; Xu, BH",Effects of glyphosate exposure on honeybees,ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY,"Honeybees show an important pollination ability and play vital roles in improving crop yields and increasing plant genetic diversity, thereby generating tremendous economic benefits for humans. However, honeybee survival is affected by a number of biological and abiotic stresses, including the effects of fungi, bacteria, viruses, parasites, and especially agrochemicals. Glyphosate, a broad-spectrum herbicide that is primarily used for weed control in agriculture, has been reported to have lethal and sublethal effects on honeybees. Here, we summarize recent advances in research on the effects of glyphosate on honeybees, including effects on their behaviors, growth and development, metabolic processes, and immune defense, providing a detailed reference for studying the mechanism of action of pesticides. Furthermore, we provide possible directions for future research on glyphosate toxicity to honeybees.",2022,90,,,10.1016/j.etap.2021.103792
"Tesfamariam, T; Bott, S; Cakmak, I; Römheld, V; Neumann, G",Glyphosate in the rhizosphere-Role of waiting times and different glyphosate binding forms in soils for phytotoxicity to non-target plants,EUROPEAN JOURNAL OF AGRONOMY,"Glyphosate is the most widely used non-selective, systemic herbicide. It is easily translocated from shoot to roots and released into the rhizosphere, where it is immobilized at the soil matrix or microbially degraded. However, contradictory results are reported in the literature concerning the bio-availability of glyphosate residues in soils and the potential risks for intoxication of non-target organisms. This study addresses the question whether plant residues of glyphosate-treated weeds (model plant perennial rye grass. Lolium perenne L.) or direct soil application of glyphosate bears an intoxication risk for subsequently cultivated sunflower (Helianthus annuus L.) seedlings. The experiments were conducted as greenhouse studies on two soils with contrasting properties (acidic, sandy Arenosol, calcareous loess subsoil). Also the potential role of different waiting times between glyphosate application and sunflower cultivation was considered. On both soils, sunflower seedling growth and biomass production was strongly impaired by glyphosate pre-sowing treatments in the variants with 0d waiting time and recovered within a waiting time of 7-21 d. Generally, the detrimental effects were more pronounced after glyphosate weed application (90% biomass reduction) compared with direct soil application (55-70% biomass reduction) at waiting time 0 d. The inhibitory effects on seedling growth were associated with a corresponding increase in shikimate accumulation in the root tissue as physiological indicator for glyphosate toxicity. Glyphosate intoxication of sunflower seedlings was also associated with an impairment of the manganese-nutritional status, which was still detectable after a waiting time of up to 21 cl, particularly on the Arenosol in the variants with glyphosate weed application. These findings indicate an important and yet uninvestigated role of glyphosate in plant residues in determining the risk of non-target plant intoxication. (C) 2009 Elsevier B.V. All rights reserved.",2009,31,126,132,10.1016/j.eja.2009.03.007
"Thompson, HM; Levine, SL; Doering, J; Norman, S; Manson, P; Sutton, P; von Mérey, G",Evaluating Exposure and Potential Effects on Honeybee Brood (Apis mellifera) Development Using Glyphosate as an Example,INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT,"This study aimed to develop an approach to evaluate potential effects of plant protection products on honeybee brood with colonies at realistic worst-case exposure rates. The approach comprised 2 stages. In the first stage, honeybee colonies were exposed to a commercial formulation of glyphosate applied to flowering Phacelia tanacetifolia with glyphosate residues quantified in relevant matrices (pollen and nectar) collected by foraging bees on days 1, 2, 3, 4, and 7 postapplication and glyphosate levels in larvae were measured on days 4 and 7. Glyphosate levels in pollen were approximately 10 times higher than in nectar and glyphosate demonstrated rapid decline in both matrices. Residue data along with foraging rates and food requirements of the colony were then used to set dose rates in the effects study. In the second stage, the toxicity of technical glyphosate to developing honeybee larvae and pupae, and residues in larvae, were then determined by feeding treated sucrose directly to honeybee colonies at dose rates that reflect worst-case exposure scenarios. There were no significant effects from glyphosate observed in brood survival, development, and mean pupal weight. Additionally, there were no biologically significant levels of adult mortality observed in any glyphosate treatment group. Significant effects were observed only in the fenoxycarb toxic reference group and included increased brood mortality and a decline in the numbers of bees and brood. Mean glyphosate residues in larvae were comparable at 4 days after spray application in the exposure study and also following dosing at a level calculated from the mean measured levels in pollen and nectar, showing the applicability and robustness of the approach for dose setting with honeybee brood studies. This study has developed a versatile and predictive approach for use in higher tier honeybee toxicity studies. It can be used to realistically quantify exposure of colonies to pesticides to allow the appropriate dose rates to be determined, based on realistic worst-case residues in pollen and nectar and estimated intake by the colony, as shown by the residue analysis. Previous studies have used the standard methodology developed primarily to identify pesticides with insect-growth disrupting properties of pesticide formulations, which are less reliant on identifying realistic exposure scenarios. However, this adaptation of the method can be used to determine dose-response effects of colony level exposure to pesticides with a wide range of properties. This approach would limit the number of replicated tunnel or field-scale studies that need to be undertaken to assess effects on honeybee brood and may be of particular benefit where residues in pollen and nectar are crop-and/or formulation-specific, such as systemic seed treatments and granular applications. (C) 2014 The Authors. Integrated Environmental Assessment and Management published by SETAC",2014,10,463,470,10.1002/ieam.1529
"Thompson, LJ; Smith, S; Stout, JC; White, B; Zioga, E; Stanleya, DA",Bumblebees can be Exposed to the Herbicide Glyphosate when Foraging,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"Herbicides are the most widely used pesticides globally. Although used to control weeds, they may also pose a risk to bee health. A key knowledge gap is how bees could be exposed to herbicides in the environment, including whether they may forage on treated plants before they die. We used a choice test to determine if bumblebees would forage on plants treated with glyphosate at two time periods after treatment. We also determined whether glyphosate and its degradation product aminomethylphosphonic acid were present as residues in the pollen collected by the bees while foraging. Finally, we explored if floral resources (nectar and pollen) remained present in plants after herbicide treatment. In general bees indiscriminately foraged on both plants treated with glyphosate and controls, showing no avoidance of treated plants. Although the time spent on individual flowers was slightly lower on glyphosate treated plants, this did not affect the bees' choice overall. We found that floral resources remained present in plants for at least 5 days after lethal treatment with glyphosate and that glyphosate residues were present in pollen for at least 70 h posttreatment. Our results suggest that bees could be exposed to herbicide in the environment, both topically and orally, by foraging on plants in the period between herbicide treatment and death. Identifying this route of exposure is a first step in understanding the risks of herbicides to bees. The effects of herbicides on bees themselves are uncertain and warrant further investigation to allow full risk assessment of these compounds to pollinating insects. Environ Toxicol Chem 2022;00:1-11. (c) 2022 The Authors. Environmental Toxicology and Chemistry published by Wiley Periodicals LLC on behalf of SETAC.",2022,41,2603,2612,10.1002/etc.5442
"Pham, TH; Derian, L; Kervarrec, C; Kernanec, PY; Jégou, B; Smagulova, F; Gely-Pernot, A",Perinatal Exposure to Glyphosate and a Glyphosate-Based Herbicide Affect Spermatogenesis in Mice,TOXICOLOGICAL SCIENCES,"Glyphosate is the most widely used herbicide in the world. Several studies have investigated the effects of glyphosate and glyphosate-based herbicides (GBHs) on male reproduction, but there is still little and conflicting evidence for its toxicity. In this study, we analyzed the effects of glyphosate, alone or in formula, on the male reproductive system. Pregnant mice were treated from E10.5 to 20 days postpartum by adding glyphosate or a GBH (Roundup 3 Plus) to their drinking water at 0.5 (the acceptable daily intake, ADI dose), 5 and 50 mg/kg/day. Male offspring derived from treated mice were sacrificed at 5, 20, and 35 days old (d.o.) and 8 months old (m.o.) for analysis. Our result showed that exposure to glyphosate, but not GBH, affects testis morphology in 20 d.o. and decrease serum testosterone concentrations in 35 d.o. males. We identified that the spermatozoa number decreased by 89% and 84% in 0.5 and 5 mg/kg/day of GBH and glyphosate groups, respectively. Moreover, the undifferentiated spermatogonia numbers were decreased by 60% in 5 mg/kg/day glyphosate group, which could be due to the alterations in the expression of genes involved in germ cell differentiation such as Sall4 and Nano3 and apoptosis as Bax and Bcl2. In 8 m.o. animals, a decreased testosterone level was observed in GBH groups. Our data demonstrate that glyphosate and GBHs could cause endocrine-disrupting effects on male reproduction at low doses. As glyphosate has effects at the ADI level, our data suggest that the current ADI for glyphosate could be overestimated.",2019,169,260,271,10.1093/toxsci/kfz039
"Tohge, T; Watanabe, M; Hoefgen, R; Fernie, AR",Shikimate and phenylalanine biosynthesis in the green lineage,FRONTIERS IN PLANT SCIENCE,"The shikimate pathway provides carbon skeletons for the aromatic amino acids I-tryptophan, I-phenylalanine, and I-tyrosine. It is a high flux bearing pathway and it has been estimated that greater than 30% of all fixed carbon is directed through this pathway. These combined pathways have been subjected to considerable research attention due to the fact that mammals are unable to synthesize these amino acids and the fact that one of the enzymes of the shikimate pathway is a very effective herbicide target. However, in addition to these characteristics these pathways additionally provide important precursors for a wide range of important secondary metabolites including chlorogenic acid, alkaloids, glucosinolates, auxin, tannins, suberin, lignin and lignan, tocopherols, and betalains. Here we review the shikimate pathway of the green lineage and compare and contrast its evolution and ubiquity with that of the more specialized phenylpropanoid metabolism which this essential pathway fuels.",2013,4,,,10.3389/fpls.2013.00062
"Travlos, I; Cheimona, N; Bilalis, D",Glyphosate Efficacy of Different Salt Formulations and Adjuvant Additives on Various Weeds,AGRONOMY-BASEL,"In many crops, weeds are managed by herbicides, mainly due to the decrease in crop yields and farmers' incomes caused by them. In general, chemical control of weeds is considered to be an easy, relatively cheap, and highly effective method. However, not all weeds can be successfully controlled, either because of their natural tolerance or their herbicide resistance. Glyphosate is one of the most widely used herbicides in the world. It can manage effectively a broad spectrum of weeds, and promotes conservation agriculture by significantly reducing conventional plough tillage. Unfortunately, its extensive use has led to the evolution of glyphosate resistance, which has evolved into a major problem for global crop production. Alternative herbicides are, in some cases, available, but they do not usually control certain weeds as efficiently as glyphosate. The transmission of herbicides to the target site is a complex process, and consists of several stages. Each herbicide is affected and can be manipulated by the product formulation for the optimization of its use. Many experiments have confirmed that different glyphosate salts and adjuvant additives are instrumental in the optimization of herbicide absorption and delivery processes. The objective of this paper is to provide a brief overview of these experiments and summarize the literature related to the effect of various glyphosate formulations and adjuvants on weed control. Determining the differences among formulations and adjuvants may lead to the further optimized long-term use of glyphosate.",2017,7,,,10.3390/agronomy7030060
"Trouvé, R; Drapela, T; Frank, T; Hadacek, F; Zaller, JG",Herbivory of an invasive slug in a model grassland community can be affected by earthworms and mycorrhizal fungi,BIOLOGY AND FERTILITY OF SOILS,"Invasion of non-native species is among the top threats for the biodiversity and functioning of native and agricultural ecosystems worldwide. We investigated whether the herbivory of the slug Arion vulgaris (formerly Arion lusitanicus; Gastropoda), that is listed among the 100 worst alien species in Europe, is affected by soil organisms commonly present in terrestrial ecosystems (i.e. earthworms-Annelida: Lumbricidae and arbuscular mycorrhizal fungi-AMF, Glomerales). We hypothesized that slug herbivory would be affected by soil organisms via altered plant nutrient availability and plant quality. In a greenhouse experiment, we created a simple plant community consisting of a grass, a forb, and a legume species and inoculated these systems with either two earthworm species and/or four AMF taxa. Slugs were introduced after plants were established. Earthworms significantly reduced total slug herbivory in AMF-inoculated plant communities (P = 0.013). Across plant species, earthworms increased leaf total N and secondary metabolites, AMF decreased leaf thickness. Mycorrhizae induced a shift in slug feeding preference from non-legumes to legumes; the grass was generally avoided by slugs. AMF effects on legume herbivory can partly be explained by the AMF-induced increase in total N and decrease in C/N ratio; earthworm effects are less clear as no worm-induced alterations of legume plant chemistry were observed. The presence of earthworms increased average AMF colonization of plant roots by 140 % (P < 0.001). Total shoot mass was significantly increased by AMF (P < 0.001). These data suggest that the feeding behavior of this invasive slug is altered by a belowground control of plant chemical quality and community structure.",2014,50,13,23,10.1007/s00374-013-0827-1
"Tsui, MTK; Chu, LM",Aquatic toxicity of glyphosate-based formulations: comparison between different organisms and the effects of environmental factors,CHEMOSPHERE,"Glyphosate-based herbicides (e.g. Roundup((R))) are extensively used in the aquatic environment, but there is a paucity of data on the toxicity of the formulated products and the influences by environmental factors. In this study, the acute toxicity of technical-grade glyphosate acid, isopropylamine (IPA) salt of glyphosate, Roundup((R)) and its surfactant polyoxyethylene amine (POEA) to Microtox((R)) bacterium (Vibrio fischeri), microalgae (Selenastrum capricornutum and Skeletonema costatum), protozoa (Tetrahymena pyriformis and Euplotes vannus) and crustaceans (Ceriodaphnia dubia and Acartia tonsa) was examined and the relative toxicity contributions of POEA to Roundup((R)) were calculated. The effects of four environmental factors (temperature, pH, suspended sediment and algal food concentrations) on the acute toxicity of Roundup((R)) to C dubia were also examined. Generally, the toxicity order of the chemicals was: POEA > Roundup((R)) > glyphosate acid > IPA salt of glyphosate, while the toxicity of glyphosate acid was mainly due to its high acidity. Microtox((R)) bacterium and protozoa had similar sensitivities towards Roundup((R)) toxicity (i.e. IC50 from 23.5 to 29.5 mg AE/l). In contrast, microalgae and crustaceans were 4-5 folds more sensitive to Roundup((R)) toxicity than bacteria and protozoa. Except photosynthetic microalgae, POEA accounted for more than 86% of Roundup((R)) toxicity and the toxicity contribution of POEA was shown to be species-dependent. Increase in pH (6-9) and increase of suspended sediment concentration (0-200 mg/l) significantly increased the toxicity of Roundup((R)) to C dubia, but there were no significant effects due to temperature change and food addition. (C) 2003 Elsevier Science Ltd. All rights reserved.",2003,52,1189,1197,10.1016/S0045-6535(03)00306-0
"Tush, D; Maksimowicz, MM; Meyer, MT",Dissipation of polyoxyethylene tallow amine (POEA) and glyphosate in an agricultural field and their co-occurrence on streambed sediments,SCIENCE OF THE TOTAL ENVIRONMENT,"The environmental fate of polyoxyethylene tallow amine (POEA), an additive in glyphosate herbicide formulations, has not been studied. This study examined the dissipation of POEA; glyphosate; and aminomethylphosphonic acid (AMPA), a degradation product of glyphosate, in the top 45 cm of soil from an agricultural field where glyphosate was applied. The concentration of these compounds was also analyzed in bed sediment samples from watersheds in agricultural and urban areas from six states (Georgia, Hawaii, Iowa, Mississippi, North Carolina, South Carolina). The field studies show that POEA, glyphosate, and AMPA persist on the soil from planting season to planting season but dissipate over time with little migration into deeper soil. POEA, glyphosate, and AMPA were found on the bed sediment samples in urban and agricultural watersheds. Published by Elsevier B.V.",2018,636,212,219,10.1016/j.scitotenv.2018.04.246
"Tush, D; Meyer, MT","Polyoxyethylene Tallow Amine, a Glyphosate Formulation Adjuvant: Soil Adsorption Characteristics, Degradation Profile, and Occurrence on Selected Soils from Agricultural Fields in Iowa, Illinois, Indiana, Kansas, Mississippi, and Missouri",ENVIRONMENTAL SCIENCE & TECHNOLOGY,"Polyoxyethylene tallow amine (POEA) is an inert ingredient added to formulations of glyphosate, the most widely applied agricultural herbicide. POEA has been shown to have toxic effects to some aquatic organisms making the potential transport of POEA from the application site into the environment an important concern. This study characterized the adsorption of POEA to soils and assessed its occurrence and homologue distribution in agricultural soils from six states. Adsorption experiments of POEA to selected soils showed that POEA adsorbed much stronger than glyphosate; calcium chloride increased the binding of POEA; and the binding of POEA was stronger in low pH conditions. POEA was detected on a soil sample from an agricultural field near Lawrence, Kansas, but with a loss of homologues that contain alkenes. POEA was also detected on soil samples collected between February and early March from corn and soybean fields from ten different sites in five other states (Iowa, Illinois, Indiana, Missouri, Mississippi). This is the first study to characterize the adsorption of POEA to soil, the potential widespread occurrence of POEA on agricultural soils, and the persistence of the POEA homologues on agricultural soils into the following growing season.",2016,50,5781,5789,10.1021/acs.est.6b00965
"van Bruggen, AHC; Finckh, MR; He, M; Ritsema, CJ; Harkes, P; Knuth, D; Geissen,","Indirect Effects of the Herbicide Glyphosate on Plant, Animal and Human Health Through its Effects on Microbial Communities",FRONTIERS IN ENVIRONMENTAL SCIENCE,"The herbicide glyphosate interferes with the shikimate pathway in plants and in major groups of microorganisms impeding the production of aromatic amino acids. Glyphosate application on plants results in a slow death, accelerated by reduced resistance to root pathogens. Extensive glyphosate use has resulted in increasing residues in soil and waterways. Although direct glyphosate effects on animals are limited, major concerns have arisen about indirect harmful side effects. In this paper, we focus on indirect effects of sublethal concentrations of glyphosate on plant, animal and human health due to shifts in microbial community compositions in successive habitats. Research results of glyphosate effects on microbial communities in soil, rhizosphere and animal guts have been contradictory due to the different integration levels studied. Most glyphosate studies have tested short-term treatment effects on microbial biomass or general community composition at higher taxonomic levels in soil, rhizosphere or animal intestinal tracts, and found little effect. More detailed studies showed reductions in specific genera or species as well as biological processes after glyphosate application. Plant growth promoting rhizobacteria and beneficial intestinal bacteria often are negatively affected, while pathogenic bacteria and fungi are enhanced. Such shifts in microbial community composition have been implicated in enhanced susceptibility of plants to Fusarium and Rhizoctonia, of birds and mammals to toxic Clostridium and Salmonella species, and of bees to Serratia and Deformed Wing Virus. In animals and humans, glyphosate exposure and concentrations in urine have been associated with intestinal diseases and neurological as well as endocrine problems, but cause-effect relationships need to be determined in more detail. Nevertheless, outbreaks of several animal and plant diseases have been related to glyphosate accumulation in the environment. Long-term glyphosate effects have been underreported, and new standards will be needed for residues in plant and animal products and the environment.",2021,9,,,10.3389/fenvs.2021.763917
"Van Bruggen, AHC; He, MM; Shin, K; Mai, V; Jeong, KC; Finckh, MR; Morris, JG",Environmental and health effects of the herbicide glyphosate,SCIENCE OF THE TOTAL ENVIRONMENT,"The herbicide glyphosate, N-(phosphonomethyl) glycine, has been used extensively in the past 40 years, under the assumption that side effects were minimal. However, in recent years, concerns have increased worldwide about the potential wide ranging direct and indirect health effects of the large scale use of glyphosate. In 2015, the World Health Organization reclassified glyphosate as probably carcinogenic to humans. A detailed overview is given of the scientific literature on the movement and residues of glyphosate and its breakdown product aminomethyl phosphonic acid (AMPA) in soil and water, their toxicity to macro-and microorganisms, their effects on microbial compositions and potential indirect effects on plant, animal and human health. Although the acute toxic effects of glyphosate and AMPA on mammals are low, there are animal data raising the possibility of health effects associated with chronic, ultra-low doses related to accumulation of these compounds in the environment. Intensive glyphosate use has led to the selection of glyphosate-resistant weeds and microorganisms. Shifts in microbial compositions due to selective pressure by glyphosate may have contributed to the proliferation of plant and animal pathogens. Research on a link between glyphosate and antibiotic resistance is still scarce but we hypothesize that the selection pressure for glyphosate-resistance in bacteria could lead to shifts in microbiome composition and increases in antibiotic resistance to clinically important antimicrobial agents. We recommend interdisciplinary research on the associations between low level chronic glyphosate exposure, distortions in microbial communities, expansion of antibiotic resistance and the emergence of animal, human and plant diseases. Independent research is needed to revisit the tolerance thresholds for glyphosate residues in water, food and animal feed taking all possible health risks into account. (c) 2017 Elsevier B.V. All rights reserved.",2018,616,255,268,10.1016/j.scitotenv.2017.10.309
