AUTHORS,TITLE,JOURNAL,ABSTRACT,YEAR,VOLUME,LPAGES,UPAGES,DOI
"Terrazas-Salgado, L; Yáñez-Rivera, B; Llera-Herrera, R; García-Gasca, A; Alvarado-Cruz, I; Betancourt-Lozano, M",Transcriptomic signaling in zebrafish (Danio rerio) embryos exposed to environmental concentrations of glyphosate,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES,"Glyphosate [N-(phosphonomethyl)glycine] is one of the most popular herbicides worldwide. Globally, the use of glyphosate is increasing, and its residues have been found in drinking water and food products. The data regarding the possible toxic effects of this herbicide are controversial. Therefore, the aim of this study was to evaluate the effects of glyphosate at environmental concentrations in zebrafish (Danio rerio) embryos. Embryos were exposed to 0, 1, 100, and 1,000 mu g/L glyphosate for 96 h, and mortality, heart rate, and hatching rate were evaluated. After the experiment, RNA was extracted from the embryos for transcriptional analysis. No mortality was recorded, and exposure to 100 mu g/L and 1,000 mu g/L of glyphosate resulted in lower heart rates at 48 h. In addition, RNA-seq analysis revealed that glyphosate exposure induced subtle changes in gene transcription profiles. We found 30 differentially expressed genes; however, the highest glyphosate concentration (1,000 mu g/L) induced the greatest number of differentially expressed genes involved in oocyte maturation, metabolic processes, histone deacetylation, and nervous system development.",2022,57,775,785,10.1080/03601234.2022.2115780
"Thoré, ESJ; Philippe, C; Brendonck, L; Pinceel, T",Towards improved fish tests in ecotoxicology - Efficient chronic and multi-generational testing with the killifish Nothobranchius furzeri,CHEMOSPHERE,"As many freshwaters are chemically polluted, one of the challenges for policy makers is to determine the potential impact of these pollutants on ecosystems and to define safe concentrations. Common practice is the use of ecotoxicological assays to assess the response of model organisms from different trophic levels such as algae, invertebrates and fish during exposure to dilutions of a specific compound. Ideally, ecotoxicological assessments of (pseudo-)persistent chemicals should be performed across the life-cycle or even multiple generations for an accurate risk assessment. Multigenerational tests with fish are, however, impractical and costly given the long lifespan and generation time of classic model species. Here, we suggest a framework for more relevant, time- and cost-efficient fish-based testing in ecotoxicology and align it with accredited test guidelines. Next, we introduce an upcoming fish model, the turquoise killifish Nothobranchius furzeri, and show how it facilitates such research agendas due to a short lifespan and generation time. Through a review of fish-based exposure studies with a set of reference toxicants, we position N. furzeri as a sensitive species, suitable for screening effects of different pollutant types. Ultimately, we perform a cost-benefit analysis and propose a plan of action for the introduction of N. furzeri into accredited test guidelines. (C) 2021 Elsevier Ltd. All rights reserved.",2021,273,,,10.1016/j.chemosphere.2021.129697
"Tohge, T; Watanabe, M; Hoefgen, R; Fernie, AR",Shikimate and phenylalanine biosynthesis in the green lineage,FRONTIERS IN PLANT SCIENCE,"The shikimate pathway provides carbon skeletons for the aromatic amino acids I-tryptophan, I-phenylalanine, and I-tyrosine. It is a high flux bearing pathway and it has been estimated that greater than 30% of all fixed carbon is directed through this pathway. These combined pathways have been subjected to considerable research attention due to the fact that mammals are unable to synthesize these amino acids and the fact that one of the enzymes of the shikimate pathway is a very effective herbicide target. However, in addition to these characteristics these pathways additionally provide important precursors for a wide range of important secondary metabolites including chlorogenic acid, alkaloids, glucosinolates, auxin, tannins, suberin, lignin and lignan, tocopherols, and betalains. Here we review the shikimate pathway of the green lineage and compare and contrast its evolution and ubiquity with that of the more specialized phenylpropanoid metabolism which this essential pathway fuels.",2013,4,,,10.3389/fpls.2013.00062
"Tóth, G; Háhn, J; Szabó, G; Bakos, K; Volner, C; Liang, XY; Göbölös, B; Bock, I; Szoboszlay, S; Urbányi, B; Kriszt, B; Kaszab, E; Szabó, I; Csenki, Z","In vivo estrogenicity of glyphosate, its formulations, and AMPA on transgenic zebrafish (Danio rerio) embryos",ENVIRONMENTAL POLLUTION,"In this study, the disrupting effects of glyphosate (GLY), aminomethylphosphonic acid (AMPA), and three glyphosate-based herbicides (GBHs) on vitellogenesis in a non-concentration-dependent manner are reported for the first time in 120 h of acute exposure of zebrafish at environmentally relevant concentrations.GBHs are commonly used worldwide in weed control management. Due to their extensive application, they frequently occur in aquatic ecosystems and may affect various organisms. The active substance GLY and its major by-product, AMPA, are the most thoroughly studied chemicals; however, the adverse effects of the complex formulas of GBHs with diverse and unknown content of co-formulants are still not sufficiently researched. This study focused on the embryotoxicity, sublethal malformations, and estrogenic potency of GLY, AMPA, and four commonly used GBHs on zebrafish embryos using a wild type and an estrogen-sensitive, transgenic zebrafish line (Tg(vtg1:mCherry)).After 120 h of exposition, AMPA did not cause acute toxicity, while the LC50 of GLY was 160 mg/L. The GBHs were more toxic with LC50 values ranging from 31 to 111 GLY active equivalent (a.e.) mg/L. Exposure to 0.35-2.8 mg/L GBHs led to sublethal abnormalities: typical symptoms were structural deformation of the lower jaw and anomalies in the olfactory region. Deformity rates were 10-30% in the treated groups.In vivo, fluorescently expressed vtg1 mCherry protein in embryonic liver was detected by a non-invasive microscopic method indicating estrogenic action through vitellogenin production by GLY, AMPA, and GBHs. To confirm the in vivo findings, RT-qPCR method was performed to determine the levels of the estrogenicity-related vtg1 mRNA. After 120 h of exposure to GLY, AMPA, and three GBHs at a concentration of 0.35 mg/L, the expression of vtg1 gene was significantly up-regulated. Our results highlight the risk that short-term GLY and GBH exposure can cause developmental malformations and disrupt the hormonal balance in zebrafish embryos.",2024,342,,,10.1016/j.envpol.2023.123113
"Toumi, H; Boumaiza, M; Millet, M; Radetski, CM; Camara, BI; Felten, V; Ferard, JF",Investigation of differences in sensitivity between 3 strains of Daphnia magna (crustacean Cladocera) exposed to malathion (organophosphorous pesticide),JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES,"Acute and chronic ecotoxic effects of organophosphorous insecticide malathion (Fyfanon 50 EC 500g L-1) were investigated on three strains of Daphnia magna. The nominal effective concentrations immobilizing 50% (EC50) of Daphnia after 24 and 48h were 0.53 and 0.36 mu g L-1, 0.70 and 0.44 mu g L-1, and 0.75 and 0.46 mu g L-1 for the strains 1, 2, and 3 respectively. There was an increase in malathion ecotoxicity with time of exposure as confirmed by chronic studies. In fact, after 21days of exposure, significant effects on survival (lowest observed effect concentration or LOECs) were recorded at malathion concentrations of 22, 220 and 230ng L-1 for strains 1, 2 and 3 respectively. Other endpoints were also examined, including reproduction (with different parameters), body length and embryo toxicity. ICs10 and ICs20 were calculated for these different parameters. ICs10 ranged from 4.7 to more than 220ng L-1 for the three tested strains. The most sensitive parameter was the number of neonates per adult (ICs10 = 4.7 and 10.8ng L-1 for strains 1 and 2 respectively) or the number of broods (IC10 = 10ng L-1 for strain 3). Moreover, an increase in embryo development abnormalities was observed at the two highest tested malathion concentrations. Abnormalities comprised undeveloped second antennae, curved or unextended shell spines, and curved post-abdomen spines in live neonates. Results suggest that malathion could act as an endocrine disruptor in D. magna as it interferes with development. It also induces a significant decrease in acetylcholinesterase (AChE) activities for the three strains. Both strains 2 and 3 seemed more sensitive (LOECs = 60ng L-1) than strain 1 (LOEC = 120ng L-1). Our results suggest that the AChE activity response can also be used as a biomarker of inter-strain (or inter-clonal) susceptibility (i.e. strain (or clone)-specific response).",2015,50,34,44,10.1080/03601234.2015.965617
"Travlos, I; Cheimona, N; Bilalis, D",Glyphosate Efficacy of Different Salt Formulations and Adjuvant Additives on Various Weeds,AGRONOMY-BASEL,"In many crops, weeds are managed by herbicides, mainly due to the decrease in crop yields and farmers' incomes caused by them. In general, chemical control of weeds is considered to be an easy, relatively cheap, and highly effective method. However, not all weeds can be successfully controlled, either because of their natural tolerance or their herbicide resistance. Glyphosate is one of the most widely used herbicides in the world. It can manage effectively a broad spectrum of weeds, and promotes conservation agriculture by significantly reducing conventional plough tillage. Unfortunately, its extensive use has led to the evolution of glyphosate resistance, which has evolved into a major problem for global crop production. Alternative herbicides are, in some cases, available, but they do not usually control certain weeds as efficiently as glyphosate. The transmission of herbicides to the target site is a complex process, and consists of several stages. Each herbicide is affected and can be manipulated by the product formulation for the optimization of its use. Many experiments have confirmed that different glyphosate salts and adjuvant additives are instrumental in the optimization of herbicide absorption and delivery processes. The objective of this paper is to provide a brief overview of these experiments and summarize the literature related to the effect of various glyphosate formulations and adjuvants on weed control. Determining the differences among formulations and adjuvants may lead to the further optimized long-term use of glyphosate.",2017,7,,,10.3390/agronomy7030060
"Tsui, MTK; Chu, LM",Aquatic toxicity of glyphosate-based formulations: comparison between different organisms and the effects of environmental factors,CHEMOSPHERE,"Glyphosate-based herbicides (e.g. Roundup((R))) are extensively used in the aquatic environment, but there is a paucity of data on the toxicity of the formulated products and the influences by environmental factors. In this study, the acute toxicity of technical-grade glyphosate acid, isopropylamine (IPA) salt of glyphosate, Roundup((R)) and its surfactant polyoxyethylene amine (POEA) to Microtox((R)) bacterium (Vibrio fischeri), microalgae (Selenastrum capricornutum and Skeletonema costatum), protozoa (Tetrahymena pyriformis and Euplotes vannus) and crustaceans (Ceriodaphnia dubia and Acartia tonsa) was examined and the relative toxicity contributions of POEA to Roundup((R)) were calculated. The effects of four environmental factors (temperature, pH, suspended sediment and algal food concentrations) on the acute toxicity of Roundup((R)) to C dubia were also examined. Generally, the toxicity order of the chemicals was: POEA > Roundup((R)) > glyphosate acid > IPA salt of glyphosate, while the toxicity of glyphosate acid was mainly due to its high acidity. Microtox((R)) bacterium and protozoa had similar sensitivities towards Roundup((R)) toxicity (i.e. IC50 from 23.5 to 29.5 mg AE/l). In contrast, microalgae and crustaceans were 4-5 folds more sensitive to Roundup((R)) toxicity than bacteria and protozoa. Except photosynthetic microalgae, POEA accounted for more than 86% of Roundup((R)) toxicity and the toxicity contribution of POEA was shown to be species-dependent. Increase in pH (6-9) and increase of suspended sediment concentration (0-200 mg/l) significantly increased the toxicity of Roundup((R)) to C dubia, but there were no significant effects due to temperature change and food addition. (C) 2003 Elsevier Science Ltd. All rights reserved.",2003,52,1189,1197,10.1016/S0045-6535(03)00306-0
"Turek, M; Biczak, R; Pawlowska, B; Rozycka-Sokolowska, E; Marciniak, B; Deska, M; Skalik, J; Balczewski, P",Ammonium haloacetates - An alternative to glyphosate?,CHEMOSPHERE,"This study shows the design, synthesis and evaluation of eco(phyto)toxic and herbicidal activities of quaternary ammonium salts (QASs), derived from haloacetic acids, in context of the search for safer alternatives to the commonly used herbicide, N-(phosphonomethyl)glycine (glyphosate). The structure of the investigated QASs refers to the heteroatom sequence in the anion of glyphosate in which the (P-C)-N nitrogen atom was replaced by one or more halogens (F, Cl). The ecotoxicity of the synthesized QASs was tested against luminescent marine bacteria Vibrio fischeri (Microtox (R) test) and the crustaceans Heterocypris incongruens (Ostracodtoxkit F (TM)). The phytotoxic effect of QASs was also studied with respect to spring barley (Hordeum vulgare) and common radish (Raphanus sativus L. radicula Pers.), whereas herbicidal activity was investigated in relation to popular weeds species gallant soldier (Galinsoga parviflora Cav.) and common sorrel (Rumex acetosa L). The results showed that toxicity of the synthesized QASs depends on a number of halo-substituents, especially for bioluminescent bacteria Vibrio fischeri for which EC50 values were those varying the most. Phytotoxicity tests proved that the investigated QASs had a similar high, toxic effect both on monocotyledonous and dicotyledonous plants with exception of DIPA - DCA. Moreover, their herbicidal activity against common sorrel was comparable to glyphosate. (C) 2017 Elsevier Ltd. All rights reserved.",2018,194,650,656,10.1016/j.chemosphere.2017.12.055
"Turhan, DO; Gungordu, A; Ozmen, M",Developmental and lethal effects of glyphosate and a glyphosate-based product on Xenopus laevis embryos and tadpoles,BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,"Effects of pure glyphosate and a glyphosate-based product were evaluated comparatively using two embryonic development stages of Xenopus laevis as model system. When pure glyphosate was applied in pH adjusted media, lethal or developmental effects were not observed at concentrations up to 500 mg L-1. The 96 h LC50 values for the commercial herbicide, in contrast, were 32.1 and 35.1 mg active ingredient L-1 for embryos and tadpoles, respectively. Since pure glyphosate has no effect on the selected biomarkers, it is thought that developmental toxic effects caused by glyphosate-based products are increased mainly due to formulation additives.",2020,104,173,179,10.1007/s00128-019-02774-z
"Tush, D; Maksimowicz, MM; Meyer, MT",Dissipation of polyoxyethylene tallow amine (POEA) and glyphosate in an agricultural field and their co-occurrence on streambed sediments,SCIENCE OF THE TOTAL ENVIRONMENT,"The environmental fate of polyoxyethylene tallow amine (POEA), an additive in glyphosate herbicide formulations, has not been studied. This study examined the dissipation of POEA; glyphosate; and aminomethylphosphonic acid (AMPA), a degradation product of glyphosate, in the top 45 cm of soil from an agricultural field where glyphosate was applied. The concentration of these compounds was also analyzed in bed sediment samples from watersheds in agricultural and urban areas from six states (Georgia, Hawaii, Iowa, Mississippi, North Carolina, South Carolina). The field studies show that POEA, glyphosate, and AMPA persist on the soil from planting season to planting season but dissipate over time with little migration into deeper soil. POEA, glyphosate, and AMPA were found on the bed sediment samples in urban and agricultural watersheds. Published by Elsevier B.V.",2018,636,212,219,10.1016/j.scitotenv.2018.04.246
"Tush, D; Meyer, MT","Polyoxyethylene Tallow Amine, a Glyphosate Formulation Adjuvant: Soil Adsorption Characteristics, Degradation Profile, and Occurrence on Selected Soils from Agricultural Fields in Iowa, Illinois, Indiana, Kansas, Mississippi, and Missouri",ENVIRONMENTAL SCIENCE & TECHNOLOGY,"Polyoxyethylene tallow amine (POEA) is an inert ingredient added to formulations of glyphosate, the most widely applied agricultural herbicide. POEA has been shown to have toxic effects to some aquatic organisms making the potential transport of POEA from the application site into the environment an important concern. This study characterized the adsorption of POEA to soils and assessed its occurrence and homologue distribution in agricultural soils from six states. Adsorption experiments of POEA to selected soils showed that POEA adsorbed much stronger than glyphosate; calcium chloride increased the binding of POEA; and the binding of POEA was stronger in low pH conditions. POEA was detected on a soil sample from an agricultural field near Lawrence, Kansas, but with a loss of homologues that contain alkenes. POEA was also detected on soil samples collected between February and early March from corn and soybean fields from ten different sites in five other states (Iowa, Illinois, Indiana, Missouri, Mississippi). This is the first study to characterize the adsorption of POEA to soil, the potential widespread occurrence of POEA on agricultural soils, and the persistence of the POEA homologues on agricultural soils into the following growing season.",2016,50,5781,5789,10.1021/acs.est.6b00965
"Venancio, C; Barbosa, C; Lopes, I",Glyphosate and Roundup® Ready Effects in Hydra viridissima: New Data in an Old Issue,SUSTAINABILITY,"Herbicides are used worldwide to protect agricultural crops, glyphosate being among the most frequently applied. In 2019 the European Commission approved the use of this herbicide for another 5 years and is now preparing its re-authorization for marketing. It is known that glyphosate (an active ingredient-AI) is usually less toxic than its commercial formulations, which may be related to adjuvants presents in such formulas. In this context, this work aimed to evaluate and compare the effects of glyphosate, as the commercial formulation Roundup (R) Ready (RR), and the AI in the Hydra viridissima life cycle, namely: mortality, morphology, feeding, reproduction, and regeneration. To attain this goal, H. viridissima was exposed to an environmentally relevant concentration of glyphosate (5.2 mg AI/L, both for RR and the AI) and to its culture medium (control). The mortality was lower than 0.03% for both RR and AI. Regarding morphological alterations, these were more severe on organisms exposed to RR, while a high recovery capacity in hydras exposed to AI was observed. No hydra was able to completely regenerate its body parts when exposed to RR, while 95% of the organisms exposed to AI were able to regenerate completely. The feeding rates of hydras exposed to RR decreased by from similar to 20% to similar to 50% compared to AI. As for reproduction, hydras exposed to RR released similar to 70% less buds than those exposed to AI. These timely results suggest that adjuvants present in the commercial formulation of glyphosate may cause higher toxicity to biota than the AI at environmentally relevant concentrations. Though the commercial formulation exerted higher toxicity in hydra, the effects AI induced in the morphology of the hydra cannot be disregarded, suggesting that a deeper understanding on the long-term toxicity of this AI is still needed to further support the decision on its marketing authorization and environmentally safe use.",2023,15,,,10.3390/su151612428
"Vera, MS; Lagomarsino, L; Sylvester, M; Pérez, GL; Rodríguez, P; Mugni, H; Sinistro, R; Ferraro, M; Bonetto, C; Zagarese, H; Pizarro, H",New evidences of RoundupA® (glyphosate formulation) impact on the periphyton community and the water quality of freshwater ecosystems,ECOTOXICOLOGY,"Argentina is the second largest world producer of soybeans (after the USA) and along with the increase in planted surface and production in the country, glyphosate consumption has grown in the same way. We investigated the effects of Roundup(A (R)) (glyphosate formulation) on the periphyton colonization. The experiment was carried out over 42 days in ten outdoor mesocosms of different typology: clear waters with aquatic macrophytes and/or metaphyton and turbid waters with great occurrence of phytoplankton or suspended inorganic matter. The herbicide was added at 8 mg L-1 of the active ingredient (glyphosate) in five mesocosms while five were left as controls (without Roundup(A (R)) addition). The estimate of the dissipation rate (k) of glyphosate showed a half-life value of 4.2 days. Total phosphorus significantly increased in treated mesocosms due to Roundup(A (R)) degradation what favored eutrophication process. Roundup(A (R)) produced a clear delay in periphytic colonization in treated mesocosms and values of the periphytic mass variables (dry weight, ash-free dry weight and chlorophyll a) were always higher in control mesocosms. Despite the mortality of algae, mainly diatoms, cyanobacteria was favored in treated mesocosms. It was observed that glyphosate produced a long term shift in the typology of mesocosms, clear turning to turbid, which is consistent with the regional trend in shallow lakes in the Pampa plain of Argentina. Based on our findings it is clear that agricultural practices that involve the use of herbicides such as Roundup(A (R)) affect non-target organisms and the water quality, modifying the structure and functionality of freshwater ecosystems.",2010,19,710,721,10.1007/s10646-009-0446-7
"Villeneuve, A; Larroudé, S; Humbert, JF",Herbicide Contamination of Freshwater Ecosystems: Impact on Microbial Communities,"PESTICIDES - FORMULATIONS, EFFECTS, FATE",,2011,,285,312,
"Wagner, N; Reichenbecher, W; Teichmann, H; Tappeser, B; Lötters, S",Questions concerning the potential impact of glyphosate-based herbicides on amphibians,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"Use of glyphosate-based herbicides is increasing worldwide. The authors review the available data related to potential impacts of these herbicides on amphibians and conduct a qualitative meta-analysis. Because little is known about environmental concentrations of glyphosate in amphibian habitats and virtually nothing is known about environmental concentrations of the substances added to the herbicide formulations that mainly contribute to adverse effects, glyphosate levels can only be seen as approximations for contamination with glyphosate-based herbicides. The impact on amphibians depends on the herbicide formulation, with different sensitivity of taxa and life stages. Effects on development of larvae apparently are the most sensitive endpoints to study. As with other contaminants, costressors mainly increase adverse effects. If and how glyphosate-based herbicides and other pesticides contribute to amphibian decline is not answerable yet due to missing data on how natural populations are affected. Amphibian risk assessment can only be conducted case-specifically, with consideration of the particular herbicide formulation. The authors recommend better monitoring of both amphibian populations and contamination of habitats with glyphosate-based herbicides, not just glyphosate, and suggest including amphibians in standardized test batteries to study at least dermal administration. Environ Toxicol Chem 2013;32:1688-1700. (c) 2013 SETAC",2013,32,1688,1700,10.1002/etc.2268
"Wang, C; Lin, X; Li, L; Lin, LX; Lin, SJ",Glyphosate Shapes a Dinoflagellate-Associated Bacterial Community While Supporting Algal Growth as Sole Phosphorus Source,FRONTIERS IN MICROBIOLOGY,"Glyphosate is a widely used herbicide that can potentially be a phosphorus (P) source for phytoplankton and microbes when discharged into the coastal ocean. In contrast to bacteria, few eukaryotic phytoplankton species appear capable of directly utilizing glyphosate. In this study, we observed, after a long delay (>60 days), Prorocentrum donghaiense, a dinoflagellate known to cause major harmful algal blooms in the East China Sea, could grow in a medium with glyphosate as the sole P source; suggesting that P. donghaiense growth was through bacterial mediation. To understand how the bacteria community might respond to glyphosate, we analyzed the 16S rRNA genes of the microbial community present in P. donghaiense cultures when grown under lower (36 mu M) and higher (360 mu M) glyphosate concentrations. Based on both Sanger and Illumina high throughput sequencing, we obtained more than 55,323 good-quality sequences, which were c mu lassified into six phyla. As the concentration of glyphosate rose, our results showed a significant increase in the phyla Proteobacteria and Firmicutes and a decrease in the phylum Bacteroidetes. Further qPCR (Quantitative PCR) analysis showed higher abundances of two specific phylotypes in the higher-glyphosate P. donghaiense cultures when compared to the lower-glyphosate and no-glyphosate cultures. Correspondingly, qPCR displayed the same trend for the abundance of a gammaproteobacterial type of phnJ, a gene encoding Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase, which is responsible for phosphonate degradation. In addition, Tax4Fun analysis based on our 16S rRNA gene sequences results in higher predicted abundances of phosphonate metabolizing genes in glyphosate-treated cultures. This study demonstrates that glyphosate could selectively promote the growth of particular groups of bacteria within an algal culture and in glyphosate enriched coastal waters, this interaction may potentially further facilitate the growth of alga.",2017,8,,,10.3389/fmicb.2017.02530
"Wang, C; Lin, X; Li, L; Lin, SJ",Differential Growth Responses of Marine Phytoplankton to Herbicide Glyphosate,PLOS ONE,"Glyphosate is a globally popular herbicide to kill weeds and its wide applications may lead to accumulation in coastal oceans as a source of phosphorus (P) nutrient or growth inhibitor of phytoplankton. We studied the physiological effects of glyphosate on fourteen species representing five major coastal phytoplankton phyla (haptophyta, bacillariophyta, dinoflagellata, raphidophyta, and chlorophyta). Based on growth responses to different concentrations of glyphosate under contrasting dissolved inorganic phosphorus (DIP) conditions, we found that phytoplankton species could be classified into five groups. Group I (Emiliania huxleyi, Skeletonema costatum, Phaeodactylum tricornutum) could utilize glyphosate as sole P-source to support growth in axenic culture, but in the presence of DIP, they were inhibited by both 36-mu M and 360-mu M glyphosate. Group II (Karenia mikimotoi, Prorocentrum minimum, Dunaliella tertiolecta, Symbiodinium sp., Heterosigma akashiwo and Alexandrium catenella) could not utilize glyphosate as sole P-source to support growth, and in the presence of DIP growth was not affected by 36-mu M but inhibited by 360-mu M glyphosate. Glyphosate consistently enhanced growth of Group III (Isochrysis galbana) and inhibited Group IV (Thalassiosira weissflogii, Thalassiosira pseudonana and Chattonella marina) regardless of DIP condition. Group V (Amphidinium carterae) exhibited no measurable response to glyphosate regardless of DIP condition. This grouping is not congruent with the phylogenetic relationships of the phytoplankton species suggesting functional differentiation driven by environmental pressure. We conclude that glyphosate could be used as P-source by some species while is toxic to some other species and yet has no effects on others. The observed differential effects suggest that the continued use of glyphosate and increasing concentration of this herbicide in the coastal waters will likely exert significant impact on coastal marine phytoplankton community structure.",2016,11,,,10.1371/journal.pone.0151633
"Wathsala, RHGR; Folgueras, EC; Iuffrida, L; Candela, M; Gotti, R; Fiori, J; Franzellitti, S",Glyphosate and its breakdown product AMPA elicit cytoprotective responses in haemocytes of the Mediterranean mussel (Mytilus galloprovincialis),ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY,"This study investigates the effects of glyphosate (GLY) and its metabolite AMPA on cytoprotective and detoxification mechanisms in haemocytes of Mytilus galloprovincialis. Cells were treated in vitro with 0.1 and 1.0 mu g/L GLY, 0.1 mu g/L, 0.1 and 1.0 mu g/L AMPA, or two mixtures GLY+AMPA (0.1 mu g/L GLY + 0.1 mu g/L AMPA, 1.0 mu g/L GLY + 1.0 mu g/L AMPA). GLY and AMPA increased MXR efflux activity and modulated expression of the ABCB transcript encoding a MXR related ABC transporter P-glycoprotein. The mixtures GLY+AMPA reduced efflux activity with ABCB down-regulation (at 1 mu g/L GLY/AMPA). Modulation of lysosomal and immune related transcripts generally agree with known effects of the chemicals on these physiological functions. Given their cumulative action as chemosensitizers of the MXR system, and their interactive effects on haemocyte parameters, glyphosate and AMPA at environmental concentrations should be addressed as a concern factor for the biological vulnerability of marine habitats.",2022,96,,,10.1016/j.etap.2022.103997
"Webster, TMU; Santos, EM",Global transcriptomic profiling demonstrates induction of oxidative stress and of compensatory cellular stress responses in brown trout exposed to glyphosate and Roundup,BMC GENOMICS,"Background: Glyphosate, the active ingredient in Roundup formulations, is the most widely used herbicide worldwide, and as a result contaminates surface waters and has been detected in food residues, drinking water and human urine, raising concerns for potential environmental and human health impacts. Research has shown that glyphosate and Roundup can induce a broad range of biological effects in exposed organisms, particularly via generation of oxidative stress. However, there has been no comprehensive investigation of the global molecular mechanisms of toxicity of glyphosate and Roundup for any species. We aimed to characterise and compare the global mechanisms of toxicity of glyphosate and Roundup in the liver of brown trout (Salmo trutta), an ecologically and economically important vertebrate species, using RNA-seq on an Illumina HiSeq 2500 platform. To do this, we exposed juvenile female brown trout to 0, 0.01, 0.5 and 10 mg/L of glyphosate and Roundup (glyphosate acid equivalent) for 14 days, and sequenced 6 replicate liver samples from each treatment. Results: We assembled the brown trout transcriptome using an optimised de novo approach, and subsequent differential expression analysis identified a total of 1020 differentially-regulated transcripts across all treatments. These included transcripts encoding components of the antioxidant system, a number of stress-response proteins and pro-apoptotic signalling molecules. Functional analysis also revealed over-representation of pathways involved in regulating of cell-proliferation and turnover, and up-regulation of energy metabolism and other metabolic processes. Conclusions: These transcriptional changes are consistent with generation of oxidative stress and the widespread induction of compensatory cellular stress response pathways. The mechanisms of toxicity identified were similar across both glyphosate and Roundup treatments, including for environmentally relevant concentrations. The significant alterations in transcript expression observed at the lowest concentrations tested raises concerns for the potential toxicity of this herbicide to fish populations inhabiting contaminated rivers.",2015,16,,,10.1186/s12864-015-1254-5
"Webster, TMU; Laing, LV; Florance, H; Santos, EM","Effects of Glyphosate and its Formulation, Roundup, on Reproduction in Zebrafish (Danio rerio)",ENVIRONMENTAL SCIENCE & TECHNOLOGY,"Roundup and its active ingredient glyphosate are among the most widely used herbicides worldwide and may contaminate surface waters. Research suggests both Roundup and glyphosate induce oxidative stress in fish and may also cause reproductive toxicity in mammalian systems. We aimed to investigate the reproductive effects of Roundup and glyphosate in fish and the potential associated mechanisms of toxicity. To do this, we conducted a 21-day exposure of breeding zebrafish (Danio rerio) to 0.01, 0.5, and 10 mg/L (glyphosate acid equivalent) Roundup and 10 mg/L glyphosate. 10 mg/L glyphosate reduced egg production but not fertilization rate in breeding colonies. Both 10 mg/L Roundup and glyphosate increased early stage embryo mortalities and premature hatching. However, exposure during embryogenesis alone did not increase embryo mortality, suggesting that this effect Was caused primarily by exposure during gametogenesis. Transcript profiling of the gonads revealed 10 mg/L Roundup and glyphosate induced changes in the expression of cyp19a1 and esr1 in the ovary and hsd3b2, cat, and sod1 in the testis. Our results demonstrate that these chemicals cause reproductive toxicity in zebrafish, although only at high concentrations unlikely to occur in the environment, and likely mechanisms of toxicity include disruption of the steroidogenic biosynthesis pathway and oxidative stress.",2014,48,1271,1279,10.1021/es404258h
"WHIGHAM, DK; STOLLER, EW","SOYBEAN DESICCATION BY PARAQUAT, GLYPHOSATE, AND AMETRYN TO ACCELERATE HARVEST",AGRONOMY JOURNAL,"Soybeans {G. max (L.) Merr.} were sprayed with paraquat (1,1''dimethyl-4,4''-bipyridinium ion) at 0.6 and 1.1 kg/ha, glyphosate {N-(phosphonomethyl) glycine} at 1.7 and 3.4 kg/ha, and ametryn {2-(ethylamino)-4-isopropyl amino-6-methythio-s-triazine} at 1.1 and 2.2 kg/ha 4,3 and 2 wk before the estimated harvest date to desiccate the soybeans and accelerate harvest. The effect of pre-harvest chemical desiccation on seed yield and quality was determined. In field experiments, on a fine, montmorillonitic mesic Aquic Arguidoll, Flanagan series soil, harvest was accelerated, but all chemicals significantly reduced yields when they were applied 3 and 4 wk before harvest. Yields were not significantly reduced by applications 2 wk before harvest. Paraquat was the most effective desiccant for accelerating soybean harvest. Paraquat also reduced yield and seed weight the most while glyphosate had the least effect. Ametryn and paraquat did not affect seed germination or seedling vigor, but all glyphosate applications significantly reduced germination and soybean seedling vigor. Chemical desiccation of soybeans prior to physiological maturity will significantly lower soybean yields. Glyphosate is not recommended as a desiccant.",1979,71,630,633,10.2134/agronj1979.00021962007100040027x
