AUTHORS,TITLE,YEAR,JOURNAL,VOLUME,LPAGES,UPAGES,DOI,ABSTRACT
Zeliger H.I.,Human Toxicology of Chemical Mixtures,2011,Human Toxicology of Chemical Mixtures,,,,10.1016/C2010-0-67068-4,"In this important reference work, Zeliger catalogs the known effects of chemical mixtures on the human body and also proposes a framework for understanding and predicting their actions in terms of lipophile (fat soluble) / hydrophile (water soluble) interactions. The author's focus is on illnesses that ensue following exposures to mixtures of chemicals that cannot be attributed to any one component of the mixture. In the first part the mechanisms of chemical absorption at a molecular and macromolecular level are explained, as well as the body's methods of defending itself against xenobiotic intrusion. Part II examines the sources of the chemicals discusssed, looking at air and water pollution, food additives, pharmaceuticals, etc. Part III, which includes numerous case studies, examines specific effects of particular mixtures on particular body systems and organs and presents a theoretical framework for predicting what the effects of uncharacterized mixtures might be. Part IV covers regulatory requirements and the need to adjust recommended exposure levels for products containing mixtures. It also contains recommendations on how to limit exposure to mixtures in the products we use and on how to limit release of mixtures into the environment. Providing brief summaries of each mixture and its effects, Zeliger provides a comprehensive reference, a jumping off point for professionals (with extensive chapter bibliographies) and an introduction to the topic for those studying traditional toxicology. Addressing many inadequately understood illnesses and conditions such as asthma, infertility and cancer, it will also be of interest to health professionals, environmental scientists and lawyers. . Presents a theoretical framework for predicting the effects of chemical mixtures for which no specific data exists (this predictive aspect is important due to the vast number of different potential chemical combinations - far too many to comprehensively catalog). . A quick and convenient source of hard to come by data on the rapidly developing field of chemical mixtures, for groups including chemists and engineers, toxicologists, health professionals and environmental scientists. . New and updated material comprises over 30% of this timely new edition, which includes the latest research data alongside an expanded introduction to the science and art of predicting the toxicological properties of chemical mixtures. © 2011 Elsevier Inc. All rights reserved."
Braconi D.; Bernardini G.; Possenti S.; Laschi M.; Arena S.; Scaloni A.; Geminiani M.; Sotgiu M.; Santucci A.,Proteomics and redox-proteomics of the effects of herbicides on a wild-type wine saccharomyces cerevisiae strain,2009,Journal of Proteome Research,8,256,267,10.1021/pr800372q,"Several toxicological and environmental problems are associated with the extensive use of agricultural pesticides, such as herbicides. Nevertheless, little is known about the toxic effects of formulated herbicides, since many studies have been carried out using pure active molecules alone. In this work, we used as an eukaryotic model system an autochthonous wine yeast strain to investigate the effects of three commercial herbicides, currently used in the same geographical area from where this strain had been isolated. We carried out a comparative proteomic analysis to study the effects at the protein level of the herbicide-related stress, and found that the herbicides tested can alter the yeast proteome producing responses that share homologies with those observed treating yeast cells with the herbicide 2,4-dichlorophenoxyacetic acid (2,4-D) or with well-known oxidizing agents. We evaluated, through redox-proteomic techniques, protein carbonylation as a biomarker of oxidative stress. This analysis showed that herbicide-induced carbonylation is a dynamic phenomenon with degrees of selectivity. © 2009 American Chemical Society."
Preftakes C.J.; Schleier III J.J.; Peterson R.K.D.,Bystander exposure to ultra-low-volume insecticide applications used for adult mosquito management,2011,International Journal of Environmental Research and Public Health,8,2142,2152,10.3390/ijerph8062142,"A popular and effective management option for adult mosquitoes is the use of insecticides applied by ultra-low-volume (ULV) equipment. However, there is a paucity of data on human dermal exposure to insecticides applied by this method. The objective of the current study was to estimate dermal exposures to the insecticide active ingredient permethrin using water- (Aqua-Reslin®) and oil-based (Permanone® 30-30) formulations with passive dosimetry. No significant differences in deposition of permethrin were observed between years, distance from the spray source, front or back of the body, or the placement of the patches on the body. However, exposure to Aqua-Reslin was significantly greater than Permanone 30-30 and average concentrations deposited on the body were 4.2 and 2.1 ng/cm2, respectively. The greater deposition of Aqua-Reslin is most likely due to the higher density of the water-based formulation which causes it to settle out faster than the lighter oil-based formulation of Permanone 30-30. The estimated average absorbed dermal exposure for permethrin from Aqua-Reslin and Permanone 30-30 was 0.00009 and 0.00005 mg/kg body weight, respectively. We also found that ground deposition of ULV insecticides can be used as a surrogate for estimating dermal exposure. The estimated exposures support the findings of previous risk assessments that exposure to ULV applications used for mosquito management are below regulatory levels of concern. © 2011 by the authors; licensee MDPI, Basel, Switzerland."
Nikoloff N.; Soloneski S.; Larramendy M.L.,Genotoxic and cytotoxic evaluation of the herbicide flurochloridone on Chinese hamster ovary (CHO-K1) cells,2012,Toxicology in Vitro,26,157,163,10.1016/j.tiv.2011.10.015,"The in vitro effects of flurochloridone (FLC) and its formulations Twin Gold Pack® (25% a.i.) and Rainbow® (25% a.i.) were evaluated on Chinese hamster ovary (CHO-K1) cells by genotoxicity [sister chromatid exchange (SCE)] and cytotoxicity [cell-cycle progression, proliferative rate index (PRI), mitotic index (MI), MTT, and neutral red] end points. Cells were treated for 24. h within the 0.25-15 μg/ml concentration range. FLC and Twin Pack Gold® induced a significant and equivalent increase in SCEs regardless of the concentration. Rainbow®-induced SCEs at concentrations higher than 2.5 μg/ml; however, the increases were always lower than those induced by FLC and Twin Pack Gold®. For all compounds, the PRI decreased as a function of the concentration titrated into cultures. Whereas only the highest FLC and Twin Pack Gold® concentrations induced a significant reduction of the MI, all tested Rainbow® concentrations induced MI inhibition. Overall, the results demonstrated that although all compounds were not able to reduce the lysosomal activity, the mitochondrial activity was diminished when the highest concentrations were employed. These observations represent the first study analyzing the genotoxic and cytotoxic effects exerted by FLC and two formulated products on mammalian cells in vitro, at least on CHO-K1 cells. © 2011 Elsevier Ltd."
Marques C.; Pereira R.; Gonçalves F.,Using earthworm avoidance behaviour to assess the toxicity of formulated herbicides and their active ingredients on natural soils,2009,Journal of Soils and Sediments,9,137,147,10.1007/s11368-009-0058-0,"Background, aim, and scope: Soil quality has been threatened by intensive agricultural practises, namely those relying on the application of pesticides, such as herbicides. Among the non-target terrestrial organisms exposed to such scenarios, earthworms are key ecological receptors widely used in ecotoxicological studies. As such, this work aims to assess the effects of two herbicide active ingredients (a.i.)-sulcotrione and penoxsulam-and their respective commercial formulations-MIKADO® and VIPER® (referred as Mikado and Viper)-on the avoidance behaviour of Eisenia andrei. In an attempt to enhance the ecological relevance of the generated toxicity data, the avoidance tests were run with standard (LUFA 2.2; L) and natural soils (from corn and rice fields), as long as their habitat function did not constrain the earthworm behaviour. Methodology: Earthworms were bred in the lab before test conductance. The natural soils used as substrates were collected before the cropping season on corn (C) and rice (R) fields, which are integrated in a wide area exploited for agriculture. Their physico-chemical characterization evolved the determination of pH (H2O, KCl), conductivity, organic matter (OM) and clay/silt contents, and water-holding capacity (WHC). The avoidance tests intended to ascertain (1) the random distribution of earthworms in the natural soils C and R (dual-control tests), (2) the habitat function of natural soils against each other and against L soil, (3) the effect of active ingredients and formulated herbicides on E. andrei behaviour. Avoidance tests with the a.i.s were only performed in L soil. Data evaluation followed ISO (2005) guidelines. Results: C and R soils presented higher OM (5.1% and 4.5%, respectively) and clay/silt (53.3 and 43.1, respectively) contents and WHC (107.2 and 109.9%, respectively) than L soil (4.1, 21.4 and 48.0%, correspondingly). Earthworms distributed randomly in dual-control tests, but preferred R soil significantly, relative to L or C soils. The LOEC and EC50 values calculated for sulcotrione (>1,000.0 and 1,263.3 mg a.i. kg-1, respectively) and Mikado (1,012.8 and 1,301.3 mg a.i. kg-1, respectively) were much higher than those calculated for penoxsulam (100 and 80.6 mg a.i. kg -1, respectively) or Viper (52.7 and 51.5 mg a.i. kg-1, respectively), when L soil was used as substrate. Moreover, the habitat function of L soil contaminated with the formulated herbicide Viper was more constrained relative to that of the a.i. penoxsulam. Viper induced higher % avoidance on E. andrei exposed to the contaminated L soil compared to that under the R soil. Discussion: The response of earthworms to R (attraction) and C (avoidance) soils could be related, not only to the quantity of OM content, but also to the quality of organic and inorganic fractions of soil, beyond other intrinsic properties of soils. Both Mikado and sulcotrione impacted the behaviour of E. andrei only slightly. This endpoint was more affected under penoxsulam or Viper exposures on L soil, being the latter-formulated product even more repellent for E. andrei than the a.i. The effect of adjuvants added to the commercial formulation of Viper, may have increased the toxicity of the a.i. Thereby, our results reinforce the need for a careful assessment of the impacts of formulated products. Furthermore, since there was a reduction in earthworm % avoidance under Viper exposures on the natural soil R, it was possible that pesticide bioavailability had been reduced by its sorption to OM and clay mineral sorption sites. Conclusions: Though the standard L soil should be used for reproducibility and comparison means, other natural soils should be added to the assessment of chemicals, for sake of ecological relevance. Both herbicides induced avoidance behaviour on E. andrei, albeit stronger effects were denoted by penoxsulam and its respective formulated product, Viper. Overall, avoidance tests provided a sensitive, valuable and feasible response either to compare the habitat function of different standard and agricultural natural soils or to test the effect of herbicides. Recommendations and perspectives: An effort should be made to enlarge the terrestrial ecotoxicological database as a way to fulfil the huge lack of information available for this ecosystem. In this context, additional research congregating a potential linkage between physiological activities sustaining the regular metabolism of earthworms and their avoidance behaviour or even their reproductive effects would be welcomed, especially in what regards formulated pesticides. Such approach would provide a robust and comprehensive understanding of chemical effects. Furthermore, it is encouraged that natural soils should be used to improve the reliability of chemical testing. © 2009 Springer-Verlag."
Mathur P.; Taparia N.; Nitu K.; Shahani L.,Insecticide Marshal® EC induces teratological changes in the embryos of Gallus domesticus,2013,International Journal of Pharma and Bio Sciences,4,B267,B274,,"Present study was designed to investigate the toxic effects of Carbosulfan 25% EC Marshal on the developing chick embryo at critical period of its developmental stage. Fertilized eggs of pure breed of chick (BV 300) were immersed in low, medium and sub lethal concentrations of the toxicant for 60 minutes on day 4 of incubation. The gross morphological and skeletal features were studied on day 10 and day 15 of the incubation period. The pesticide caused musculoskeletal deformities in skin, limbs, head, neck, skull, lower body and overall reduction in ossification of skeleton. The embryolethality percentage was highest at the highest dose and lower in the lowest dose. However, incidence of malformations was found to be significant and showed increase with the increasing concentrations of the toxicant. Thus, insecticide Marshal EC with active ingredient Carbosulfan is a potent teratogen with reference to avian systems."
Mladinic M.; Perkovic P.; Zeljezic D.,"Characterization of chromatin instabilities induced by glyphosate, terbuthylazine and carbofuran using cytome FISH assay",2009,Toxicology Letters,189,130,137,10.1016/j.toxlet.2009.05.012,"Possible clastogenic and aneugenic effects of pesticides on human lymphocytes at concentrations likely to be encountered in residential and occupational exposure were evaluated with (and without) the use of metabolic activation (S9). To get a better insight into the content of micronuclei (MN) and other chromatin instabilities, lymphocyte preparations were hybridized using pancentromeric DNA probes. Frequency of the MN, nuclear buds (NB) and nucleoplasmic bridges (NPB) in cultures treated with glyphosate slightly increased from 3.5 μg/ml onward. Presence of S9 significantly elevated cytome assay parameters only at 580 μg/ml. No concentration-related increase of centromere (C+) and DAPI signals (DAPI+) was observed for glyphosate treatment. Terbuthylazine treatment showed a dose dependent increase in the number of MN without S9 significant at 0.0008 μg/ml and higher. At concentration lower than 1/16 LD50 occurrence of C+MN was significantly elevated regardless of S9, but not dose related, and in the presence of S9 only NBs containing centromere signals were observed. Carbofuran treatment showed concentration-dependent increase in the number of MN. The frequency of C + MN was significant from 0.008 μg/ml onward regardless of S9. Results suggest that lower concentrations of glyphosate have no hazardous effects on DNA, while terbuthylazine and carbofuran revealed a predominant aneugenic potential. © 2009 Elsevier Ireland Ltd. All rights reserved."
Benachour N.; Séralini G.-E.,"Glyphosate formulations induce apoptosis and necrosis in human umbilical, embryonic, and placental cells",2009,Chemical Research in Toxicology,22,97,105,10.1021/tx800218n,"We have evaluated the toxicity of four glyphosate (G)-based herbicides in Roundup (R) formulations, from 105 times dilutions, on three different human cell types. This dilution level is far below agricultural recommendations and corresponds to low levels of residues in food or feed. The formulations have been compared to G alone and with its main metabolite AMPA or with one known adjuvant of R formulations, POEA. HUVEC primary neonate umbilical cord vein cells have been tested with 293 embryonic kidney and JEG3 placental cell lines. All R formulations cause total cell death within 24 h, through an inhibition of the mitochondrial succinate dehydrogenase activity, and necrosis, by release of cytosolic adenylate kinase measuring membrane damage. They also induce apoptosis via activation of enzymatic caspases 3/7 activity. This is confirmed by characteristic DNA fragmentation, nuclear shrinkage (pyknosis), and nuclear fragmentation (karyorrhexis), which is demonstrated by DAPI in apoptotic round cells. G provokes only apoptosis, and HUVEC are 100 times more sensitive overall at this level. The deleterious effects are not proportional to G concentrations but rather depend on the nature of the adjuvants. AMPA and POEA separately and synergistically damage cell membranes like R but at different concentrations. Their mixtures are generally even more harmful with G. In conclusion, the R adjuvants like POEA change human cell permeability and amplify toxicity induced already by G, through apoptosis and necrosis. The real threshold of G toxicity must take into account the presence of adjuvants but also G metabolism and time-amplified effects or bioaccumulation. This should be discussed when analyzing the in vivo toxic actions of R. This work clearly confirms that the adjuvants in Roundup formulations are not inert. Moreover, the proprietary mixtures available on the market could cause cell damage and even death around residual levels to be expected, especially in food and feed derived from R formulation-treated crops. © 2009 American Chemical Society."
Braconi D.; Possenti S.; Laschi M.; Geminiani M.; Lusini P.; Bernardini G.; Santucci A.,Oxidative damage mediated by herbicides on yeast cells,2008,Journal of Agricultural and Food Chemistry,56,3836,3845,10.1021/jf800074p,"Agricultural herbicides are among the most commonly used pesticides worldwide, posing serious concerns for both humans, exposed to these chemicals through many routes, and the environment. To clarify the effects of three herbicides as commercial formulations (namely, Pointer, Silglif, and Proper Energy), parameters related to oxidative issues were investigated on an autochthonous wine yeast strain. It was demonstrated that herbicides were able to affect the enzymatic activities of catalase and superoxide dismutase, as well as to induce carbonylation and thiol oxidation as post-translational modifications of proteins. Saccharomyces cerevisiae is an optimal model system to study responses to xenobiotics and oxidative stress. Thus, the results obtained could further the understanding of mechanisms underlying the toxicity of herbicides. © 2008 American Chemical Society."
Wagner N.; Reichenbecher W.; Teichmann H.; Tappeser B.; Lötters S.,Questions concerning the potential impact of glyphosate-based herbicides on amphibians,2013,Environmental Toxicology and Chemistry,32,1688,1700,10.1002/etc.2268,"Use of glyphosate-based herbicides is increasing worldwide. The authors review the available data related to potential impacts of these herbicides on amphibians and conduct a qualitative meta-analysis. Because little is known about environmental concentrations of glyphosate in amphibian habitats and virtually nothing is known about environmental concentrations of the substances added to the herbicide formulations that mainly contribute to adverse effects, glyphosate levels can only be seen as approximations for contamination with glyphosate-based herbicides. The impact on amphibians depends on the herbicide formulation, with different sensitivity of taxa and life stages. Effects on development of larvae apparently are the most sensitive endpoints to study. As with other contaminants, costressors mainly increase adverse effects. If and how glyphosate-based herbicides and other pesticides contribute to amphibian decline is not answerable yet due to missing data on how natural populations are affected. Amphibian risk assessment can only be conducted case-specifically, with consideration of the particular herbicide formulation. The authors recommend better monitoring of both amphibian populations and contamination of habitats with glyphosate-based herbicides, not just glyphosate, and suggest including amphibians in standardized test batteries to study at least dermal administration. © 2013 SETAC."
Lyndon M.L.,Trade secrets and information access in environmental law,2011,The Law and Theory of Trade Secrecy: A Handbook of Contemporary Research,,442,466,,[No abstract available]
Beck B.; Steurbaut W.; Spanoghe P.,How to define green adjuvants,2012,Pest Management Science,68,1107,1110,10.1002/ps.3308,"The concept 'green adjuvants' is difficult to define. This paper formulates an answer based on two approaches. Starting from the Organisation for Economic Cooperation and Development (OECD) definition for green chemistry, production-based and environmental-impact-based definitions for green adjuvants are proposed. According to the production-based approach, adjuvants are defined as green if they are manufactured using renewable raw materials as much as possible while making efficient use of energy, preferably renewable energy. According to the environmental impact approach, adjuvants are defined as green (1) if they have a low human and environmental impact, (2) if they do not increase active ingredient environmental mobility and/or toxicity to humans and non-target organisms, (3) if they do not increase the exposure to these active substances and (4) if they lower the impact of formulated pesticides by enhancing the performance of active ingredients, thus potentially lowering the required dosage of active ingredients. Based on both approaches, a tentative definition for 'green adjuvants' is given, and future research and legislation directions are set out. © 2012 Society of Chemical Industry."
Nobels I.; Spanoghe P.; Haesaert G.; Robbens J.; Blust R.,Toxicity ranking and toxic mode of action evaluation of commonly used agricultural adjuvants on the basis of bacterial gene expression profiles,2011,PLoS ONE,6,,,10.1371/journal.pone.0024139,"The omnipresent group of pesticide adjuvants are often referred to as ""inert"" ingredients, a rather misleading term since consumers associate this term with ""safe"". The upcoming new EU regulation concerning the introduction of plant protection products on the market (EC1107/2009) includes for the first time the demand for information on the possible negative effects of not only the active ingredients but also the used adjuvants. This new regulation requires basic toxicological information that allows decisions on the use/ban or preference of use of available adjuvants. In this study we obtained toxicological relevant information through a multiple endpoint reporter assay for a broad selection of commonly used adjuvants including several solvents (e.g. isophorone) and non-ionic surfactants (e.g. ethoxylated alcohols). The used assay allows the toxicity screening in a mechanistic way, with direct measurement of specific toxicological responses (e.g. oxidative stress, DNA damage, membrane damage and general cell lesions). The results show that the selected solvents are less toxic than the surfactants, suggesting that solvents may have a preference of use, but further research on more compounds is needed to confirm this observation. The gene expression profiles of the selected surfactants reveal that a phenol (ethoxylated tristyrylphenol) and an organosilicone surfactant (ethoxylated trisiloxane) show little or no inductions at EC 20 concentrations, making them preferred surfactants for use in different applications. The organosilicone surfactant shows little or no toxicity and good adjuvant properties. However, this study also illustrates possible genotoxicity (induction of the bacterial SOS response) for several surfactants (POEA, AE, tri-EO, EO FA and EO NP) and one solvent (gamma-butyrolactone). Although the number of compounds that were evaluated is rather limited (13), the results show that the used reporter assay is a promising tool to rank commonly used agricultural adjuvants based on toxicity and toxic mode of action data. © 2011 Nobels et al."
Felsot A.S.,Chemicals: Pesticides,2009,"Information Resources in Toxicology, Fourth Edition",,151,165,10.1016/B978-0-12-373593-5.00017-3,"The literature regarding basic mechanisms of pesticide toxicity, exposure assessment, and risk characterization has literally exploded over the last decade since publication of the 3rd edition of the IRT. The various information sources referenced in this listing were chosen primarily for their focus on human exposure and epidemiology. However, books and journals also covered references about environmental chemistry and ecotoxicological effects so that the interested reader could have some guidance for initiating a search on environmental aspects of pesticide technology. Notable among the specific journal articles are series of publications by singular university or government entities that have been operating under large, multi- year Federal grants to focus on children and worker health in relation to pesticide exposure. For example, the Federally funded Agricultural Health Study (AHS) has a mandate to elucidate relationships between farmworker health and disease and associations with farm practices, especially pesticide use. © 2009 Elsevier Inc. All rights reserved."
Singh K.; Oates C.; Plant J.; Voulvoulis N.,Undisclosed chemicals - implications for risk assessment: A case study from the mining industry,2014,Environment International,68,1,15,10.1016/j.envint.2014.02.012,"Many of the chemicals used in industry can be hazardous to human health and the environment, and some formulations can have undisclosed ingredients and hazards, increasing the uncertainty of the risks posed by their use. The need for a better understanding of the extent of undisclosed information in chemicals arose from collecting data on the hazards and exposures of chemicals used in typical mining operations (copper, platinum and coal). Four main categories of undisclosed chemicals were defined (incomplete disclosure; chemicals with unspecific identities; relative quantities of ingredients not stated; and trade secret ingredients) by reviewing material safety data sheet (MSDS) omissions in previous studies. A significant number of chemicals (20% of 957 different chemicals) across the three sites had a range of undisclosed information, with majority of the chemicals (39%) having unspecific identities. The majority of undisclosed information was found in commercially available motor oils followed by cleaning products and mechanical maintenance products, as opposed to reagents critical to the main mining processes. All three types of chemicals had trade secrets, unspecific chemical identities and incomplete disclosures. These types of undisclosed information pose a hindrance to a full understanding of the hazards, which is made worse when combined with additional MSDS omissions such as acute toxicity endpoints (LD50) and/or acute aquatic toxicity endpoints (LC50), as well as inadequate hazard classifications of ingredients. The communication of the hazard information in the MSDSs varied according to the chemical type, the manufacturer and the regulations governing the MSDSs. Undisclosed information can undermine occupational health protection, compromise the safety of workers in industry, hinder risk assessment procedures and cause uncertainty about future health. It comes down to the duty of care that industries have towards their employees. With a wide range of chemicals increasingly used, there is a balance that needs to be reached between disclosure requirements, trade secret provisions and definitions of hazardous ingredients for market needs, and the information required to protect the health of their workers. © 2014 Elsevier Ltd."
Gallois J.; Pottier D.; Houssin M.; Le Goff J.; André V.,DNA adduct variations in non-smoking crop farmers: Potential relationship with occupational exposure to pesticides?,2011,Environmental Toxicology and Pharmacology,32,1,9,10.1016/j.etap.2010.12.005,"Genotoxic impact of the occupational exposure was measured in farmers from Normandy, France. White blood cell DNA-adduct levels were measured for 116 non-smoking French crop farmers, using the 32P-postlabelling method. A single blood sample was collected per farmer, at a randomised period of the year. Significantly higher bulky DNA-adduct levels were observed for samples collected from April to July, compared with samples collected during the other months. Agricultural practices were not significantly different between these two groups of farmers, but interestingly, the mean and the median duration without exposure to pesticides were significantly shorter for farmers sampled between April and July.These data, obtained in a homogeneous population of farmers, indicate a genotoxic impact for a sub-group, with a potential association with the use of pesticides. From the rest of the group, this study also gives for the first time additional information on the background fluctuations of this biomarker over the year. © 2011."
Kim B.; Kim Y.S.; Kim B.M.; Hay A.G.; McBride M.B.,Effect of soil metal contamination on glyphosate mineralization: Role of zinc in the mineralization rates of two copper-spiked mineral soils,2011,Environmental Toxicology and Chemistry,30,596,601,10.1002/etc.424,"A systematic investigation into lowered degradation rates of glyphosate in metal-contaminated soils was performed by measuring mineralization of [14C]glyphosate to 14CO2 in two mineral soils that had been spiked with Cu and/or Zn at various loadings. Cumulative 14CO2 release was estimated to be approximately 6% or less of the amount of [14C]glyphosate originally added in both soils over an 80-d incubation. For all but the highest Cu treatments (400mgkg-1) in the coarse-textured Arkport soil, mineralization began without a lag phase and declined over time. No inhibition of mineralization was observed for Zn up to 400mgkg-1 in either soil, suggesting differential sensitivity of glyphosate mineralization to the types of metal and soil. Interestingly, Zn appeared to alleviate high-Cu inhibition of mineralization in the Arkport soil. The protective role of Zn against Cu toxicity was also observed in the pure culture study with Pseudomonas aeruginosa, suggesting that increased mineralization rates in high Cu soil with Zn additions might have been due to alleviation of cellular toxicity by Zn rather than a mineralization specific mechanism. Extensive use of glyphosate combined with its reduced degradation in Cu-contaminated, coarse-textured soils may increase glyphosate persistence in soil and consequently facilitate Cu and glyphosate mobilization in the soil environment. Environ. Toxicol. Chem. 2011; 30:596-601. © 2011 SETAC Copyright © 2010 SETAC."
Cha E.S.; Jeong M.; Lee W.J.,Agricultural Pesticide Usage and Prioritization in South Korea,2014,Journal of Agromedicine,19,281,293,10.1080/1059924X.2014.917349,"This study aims to review agricultural pesticide usage and trends and to identify hazardous pesticides for regulation, in terms of public health, in South Korea. The authors collected data on usage and trends of agricultural pesticides through agriculture-related databases. Criteria from the US Environmental Protection Agency classification for carcinogenicity, World Health Organization classification for acute toxicity, and European Union prioritization list for endocrine-disrupting chemicals were used for the hazard categorization of identified individual active ingredients. Pesticides to be prioritized among all pesticides used in South Korea between 2007 and 2011 were selected by taking into account the volume of usage, toxicity, and epidemiological evidence. Annual agricultural use of pesticides has increased rapidly from the 1970s to 1990s in South Korea, but has declined since 2001. The quantity of pesticides used in 2011 was reported as 19,131 tons, and was comprised of 34.7% insecticides, 28.0% fungicides, and 27.1% herbicides. The 50 pesticides with the greatest volume of usage accounted for 82.6% of the total volume of pesticides used between 2007 and 2011, with the most-used active ingredient being machine oil, followed by mancozeb and then paraquat. Organophosphates were the most used among the top 50 pesticides. A total of 24 pesticides were selected for recommendation of intensive regulation in South Korea. In conclusion, the authors described the usage and trends of overall agricultural pesticides, which would serve as a fundamental step forward in managing pesticide in terms of public health. Intensive efforts are required for the prevention of potential health effects from the 24 identified pesticides. Copyright © Taylor & Francis Group, LLC."
Novelli A.; Vieira B.H.; Vasconcelos A.M.; Peret A.C.; Espíndola E.L.G.,Field and laboratory studies to assess the effects of Vertimec ® 18EC on Daphnia similis,2012,Ecotoxicology and Environmental Safety,75,87,93,10.1016/j.ecoenv.2011.08.016,"The present study aimed to evaluate the interactions of the pesticide Vertimec ® 18EC in aquatic ecosystems. In this respect, soil plots were contaminated with Vertimec ® 18EC at the concentration indicated for strawberry crops (0.125L of solution m -2). After the contamination, torrential rainfall was simulated and the surface runoff was collected and transferred to mesocosm tanks in five treatments, run in triplicate: (1) control-C; (2) runoff from an uncontaminated plot-UR; (3) runoff from the plot contaminated with Vertimec ® 18EC-CR; (4) direct application of Vertimec ® 18EC in the water-V and (5) water samples gathered randomly to verify whether there was contamination between the mesocosms-RS. Water samples from these tanks were also submitted to ecotoxicological tests with Daphnia similis and analyses to evaluate the limnological characteristics, in five collection periods over 10 days (240h). Physical and chemical differences were observed in the water samples, mainly related to increased turbidity, suspended solids and nutrients (nitrogen and phosphate forms). Acute toxicity was observed for the direct application treatment for the entire experimental period, and in some periods for the CR treatment (from 48h to 168h). The results obtained suggest that the pesticide did not fully degrade during the study period (10 days) in the direct application treatment, demonstrating that the presence of other substances in the commercial formulation contribute to the maintenance of toxicity. This represents a potential risk for aquatic ecosystems in areas adjacent to where the chemical is applied. © 2011 Elsevier Inc."
Pérez-Iglesias J.M.; Ruiz de Arcaute C.; Nikoloff N.; Dury L.; Soloneski S.; Natale G.S.; Larramendy M.L.,"The genotoxic effects of the imidacloprid-based insecticide formulation Glacoxan Imida on Montevideo tree frog Hypsiboas pulchellus tadpoles (Anura, Hylidae)",2014,Ecotoxicology and Environmental Safety,104,120,126,10.1016/j.ecoenv.2014.03.002,"The neonicotinoid insecticide imidacloprid (IMI) affects the insect central nervous system and is successfully applied to control pests for a variety of agricultural crops. In the current study, acute toxicity and genotoxicity of the IMI-containing commercial formulation insecticide Glacoxan Imida (35 percent IMI) was evaluated on Hypsiboas pulchellus (Anura: Hylidae) tadpoles exposed under laboratory conditions. A lethal effect was evaluated as the end point for lethality, whereas micronucleus (MN) frequency and DNA single-strand breaks evaluated by the single cell gel electrophoresis (SCGE) assay were employed as end points for genotoxicity. Sublethal end points were assayed within the 12.5-37.5mg/L IMI concentration range. Experiments were performed on tadpoles at stage 36 (range, 35-37) according to the classification proposed by Gosner. Lethality studies revealed an LC50 96h value of 52.622mg/L IMI. Increased frequency of MNs was only observed when 25.0mg/L was assayed for 96h, whereas no other nuclear abnormalities were induced. Increase of the genetic damage index was observed at 48h of treatment within the 12.5-37.5mg/L concentration range, whereas an increased frequency of DNA damage was observed only in tadpoles treated with 37.5mg/L IMI for 96h. This study represents the first evidence of the acute lethal and genotoxic effects exerted by IMI on tadpoles of an amphibian species native to Argentina under laboratory conditions. © 2014 Elsevier Inc."
Nikoloff N.; Natale G.S.; Marino D.; Soloneski S.; Larramendy M.L.,Flurochloridone-based herbicides induced genotoxicity effects on Rhinella arenarum tadpoles (Anura: Bufonidae),2014,Ecotoxicology and Environmental Safety,100,275,281,10.1016/j.ecoenv.2013.10.021,"Acute toxicity and genotoxicity of the flurochloridone (FLC)-containing commercial formulation herbicides Twin Pack Gold® (25 percent a.i.) and Rainbow® (25 percent a.i.) were evaluated on Rhinella arenarum (Anura: Bufonidae) tadpoles exposed under laboratory conditions. Lethal effect was evaluated as end point for lethality, whereas frequency of micronuclei (MN) and single cell gel electrophoresis (SCGE) were employed as end points for genotoxicity. Lethality studies revealed equivalent LC-5096h values of 2.96 and 2.85mg/L for Twin Pack Gold® and Rainbow®, respectively. Twin Pack Gold® did not induce DNA damage at the chromosomal level, whereas Rainbow® increased the frequency of MN only when the lowest concentration (0.71mg/L) was used. However, all concentrations of Twin Pack Gold® and Rainbow® increased the frequencies of primary DNA lesions estimated by alkaline SCGE. This study represents the first evidence of the acute toxic and genotoxic effects exerted by two FLC-based commercial formulations, Twin Pack Gold® and Rainbow®, on tadpoles of an amphibian species native to Argentina under laboratory conditions. Finally, our findings highlight the importance of minimizing the impacts on nontarget living species exposed to agrochemicals. © 2013 Elsevier Inc."
De Silva P.M.C.S.; Pathiratne A.; van Gestel C.A.M.,"Toxicity of chlorpyrifos, carbofuran, mancozeb and their formulations to the tropical earthworm Perionyx excavatus",2010,Applied Soil Ecology,44,56,60,10.1016/j.apsoil.2009.09.005,"Effects of chlorpyrifos, carbofuran, mancozeb and their formulated products on survival, growth and reproduction of the tropical earthworm Perionyx excavatus were investigated in standard artificial soil. The toxicity of the three chemicals decreased in the order carbofuran > chlorpyrifos > mancozeb. In general, formulations were more toxic than the active ingredients, but differences in LC50 and ECx values were significant only in two cases and not more than a factor of 2.0. This could mainly be due to masking of the effects of additives in the soil. Comparison with available survival data revealed that P. excavatus is more sensitive than the standard test species Eisenia andrei or E. fetida. The use of tropical species in the risk assessment of pesticides in tropical regions should therefore be encouraged. Crown Copyright © 2009."
