AUTHORS,TITLE,YEAR,JOURNAL,VOLUME,LPAGES,UPAGES,DOI,ABSTRACT
Tefera Y.M.; Gaskin S.; Thredgold L.; Pisaniello D.,The role of formulation co-ingredients in skin and glove barrier protection against organophosphate insecticides,2022,Pest Management Science,78,177,183,10.1002/ps.6621,"BACKGROUND: Commercially formulated pesticide products are complex mixtures of one or more active ingredients and several co-ingredients. However, the modifying effect of co-ingredients on skin uptake and glove barrier protection has been poorly studied. The aim of this study was to understand the role of formulation co-ingredients in skin and glove barrier protection performance against organophosphate insecticides. RESULTS: We adapted standard in vitro diffusion cell methods to test permeation kinetics of two commonly used organophosphate insecticides: dimethoate and omethoate. For spray dilutions, dimethoate and omethoate did not reach breakthrough glove permeation rate (1 μg·cm−2·min−1) and no or little skin permeation was observed for up to 8 h, regardless of formulation. For exposure conditions involving highly concentrated products, significant differences in glove permeation were observed between different formulations of dimethoate (about 1.5-fold, P < 0.05) and of omethoate (184-fold, P < 0.001). In contrast, no difference (P > 0.05) was observed between formulations in terms of skin permeation. CONCLUSION: These results suggest that co-ingredients play a critical role in glove barrier protection against undiluted organophosphate insecticides, whereas their influence on skin uptake was insignificant within the exposure time tested. This implies that dermal exposure risk may vary between handling different formulated products of the same active ingredient hence recommending a common glove material for different formulations of the same chemical without careful consideration of co-ingredients and their permeation properties may not necessarily be appropriate. © 2021 Society of Chemical Industry. © 2021 Society of Chemical Industry."
Truzzi F.; Mandrioli D.; Gnudi F.; Scheepers P.T.J.; Silbergeld E.K.; Belpoggi F.; Dinelli G.,Comparative Evaluation of the Cytotoxicity of Glyphosate-Based Herbicides and Glycine in L929 and Caco2 Cells,2021,Frontiers in Public Health,9,,,10.3389/fpubh.2021.643898,"Introduction: Glyphosate, an amino acid analog of glycine, is the most widely applied organophosphate pesticide worldwide and it is an active ingredient of all glyphosate-based herbicides (GBHs), including the formulation “Roundup. ” While glycine is an essential amino acid generally recognized safe, both epidemiological and toxicological in vivo and in vitro studies available in literature report conflicting findings on the toxicity of GBHs. In our earlier in vivo studies in Sprague–Dawley rats we observed that exposure to GBHs at doses of glyphosate of 1.75 mg/kg bw/day, induced different toxic effects relating to sexual development, endocrine system, and the alteration of the intestinal microbiome. In the present work, we aimed to comparatively test in in vitro models the cytotoxicity of glycine and GBHs. Methods: We tested the cytotoxic effects of glycine, glyphosate, and its formulation Roundup Bioflow at different doses using MTT and Trypan Blue assays in human Caco2 and murine L929 cell lines. Results: Statistically significant dose-related cytotoxic effects were observed in MTT and Trypan Blue assays in murine (L929) and human (Caco2) cells treated with glyphosate or Roundup Bioflow. No cytotoxic effects were observed for glycine. In L929, Roundup Bioflow treatment showed a mean IC50 value that was significantly lower than glyphosate in both MTT and Trypan Blue assays. In Caco2, Roundup Bioflow treatment showed a mean IC50 value that was significantly lower than glyphosate in the MTT assays, while a comparable IC50 was observed for glyphosate and Roundup Bioflow in Trypan Blue assays. IC50 for glycine could not be estimated because of the lack of cytotoxic effects of the substance. Conclusion: Glyphosate and its formulation Roundup Bioflow, but not glycine, caused dose-related cytotoxic effects in in vitro human and murine models (Caco2 and L929). Our results showed that glycine and its analog glyphosate presented different cytotoxicity profiles. Glyphosate and Roundup Bioflow demonstrate cytotoxicity similar to other organophosphate pesticides (malathion, diazinon, and chlorpyriphos). © Copyright © 2021 Truzzi, Mandrioli, Gnudi, Scheepers, Silbergeld, Belpoggi and Dinelli."
Pinto T.J.D.S.; Moreira R.A.; Silva L.C.M.D.; Yoshii M.P.C.; Goulart B.V.; Fraga P.D.; Montagner C.C.; Daam M.A.; Espindola E.L.G.,"Impact of 2,4-D and fipronil on the tropical midge Chironomus sancticaroli (Diptera: Chironomidae)",2021,Ecotoxicology and Environmental Safety,209,,,10.1016/j.ecoenv.2020.111778,"Increased use of pesticides in conventional agriculture implies potential risks to the environment. In aquatic ecosystems, benthic organisms may be exposed to pesticides via contaminated water and sediment, leading to several potential cascading effects on the food web. The aim of this study was to assess the functional implications of environmental realistic concentrations of the herbicide 2,4-D and the insecticide fipronil (alone and in combination) to the native tropical chironomid Chironomus sancticaroli. These two pesticides are widely applied to different crops and have frequently been detected (together) in surface water bodies in Brazil and elsewhere. Commercial products containing fipronil (Regent® 800WG) and 2,4-D (DMA® 806BR) were evaluated in 8-day toxicity tests for their effects on larval survival, growth (body length and biomass), head capsule width, development, and mentum deformities. Fipronil decreased the larval survival at the highest test concentration and the effective concentrations (EC) after eight days of exposure were: EC10 = 0.48 µg L−1 (0.395–0.565), EC20 = 1.06 µg L−1 (0.607–1.513), and EC50 = 3.70 µg L−1 (1.664–5.736). All sublethal test concentrations of fipronil decreased the larval growth, causing reductions in biomass up to 72%. The two highest test concentrations of fipronil decreased the head capsule width and after exposure to 3.7 µg fipronil L−1, only half of the larvae reached the fourth instar. The incidence of deformities was increased by fipronil in a concentration dependent manner with an increase ranging from 23% to 75%. The highest test concentration of 2.4-D (426 µg L−1) decreased the head capsule width, but larval development was unaffected at all concentrations evaluated. In the mixture tests, antagonism was observed at lower fipronil concentrations and synergism at higher fipronil concentrations for growth. The incidence of deformities rose with increasing fipronil concentrations. The results showed that environmental realistic concentrations of fipronil may have serious ecological implications for C. sancticaroli populations and that a mixture with the herbicide 2,4-D can have synergistic effects, potentiating the risks to the aquatic ecosystem. © 2020 The Authors"
Rohlman D.S.; Olson J.R.; Ismail A.A.; Bonner M.R.; Abdel Rasoul G.; Hendy O.,Identifying and preventing the neurotoxic effects of pesticides,2022,Advances in Neurotoxicology,7,203,255,10.1016/bs.ant.2022.05.001,"Pesticides are important tools for our food system and for public health. Designed to control pests, they can also adversely impact human health and the environment. Pesticide use has evolved over time due to environmental contamination, pest resistance, or concerns about human or animal health effects. The goal is to find the safest pesticide for humans, animals, and the environment that effectively controls the pest. This chapter presents background information on the types of pesticides, their toxicity, and mechanisms of action. It also provides an overview of how pesticides are used in agriculture, the pathways of exposure, and methods to control pesticide exposure. A case study describing adolescent pesticide exposure in Egypt is presented to demonstrate factors to consider when designing a research study or an intervention to reduce exposure. Understanding these factors are critical to understand how to prevent exposure to pesticides and the subsequent neurotoxic effects. © 2022 Elsevier Inc."
Straw E.A.; Brown M.J.F.,"No evidence of effects or interaction between the widely used herbicide, glyphosate, and a common parasite in bumble bees",2021,PeerJ,9,,,10.7717/peerj.12486,"Background. Glyphosate is the world’s most used pesticide and it is used without the mitigation measures that could reduce the exposure of pollinators to it. However, studies are starting to suggest negative impacts of this pesticide on bees, an essential group of pollinators. Accordingly, whether glyphosate, alone or alongside other stressors, is detrimental to bee health is a vital question. Bees are suffering declines across the globe, and pesticides, including glyphosate, have been suggested as being factors in these declines. Methods. Here we test, across a range of experimental paradigms, whether glyphosate impacts a wild bumble bee species, Bombus terrestris. In addition, we build upon existing work with honey bees testing glyphosate-parasite interactions by conducting fully crossed experiments with glyphosate and a common bumble bee trypanosome gut parasite, Crithidia bombi. We utilised regulatory acute toxicity testing protocols, modified to allow for exposure to multiple stressors. These protocols are expanded upon to test for effects on long term survival (20 days). Microcolony testing, using unmated workers, was employed to measure the impacts of either stressor on a proxy of reproductive success. This microcolony testing was conducted with both acute and chronic exposure to cover a range of exposure scenarios. Results. We found no effects of acute or chronic exposure to glyphosate, over a range of timespans post-exposure, on mortality or a range of sublethal metrics. We also found no interaction between glyphosate and Crithidia bombi in any metric, although there was conflicting evidence of increased parasite intensity after an acute exposure to glyphosate. In contrast to published literature, we found no direct impacts of this parasite on bee health. Our testing focussed on mortality and worker reproduction, so impacts of either or both of these stressors on other sublethal metrics could still exist. Conclusions. Our results expand the current knowledge on glyphosate by testing a previously untested species, Bombus terrestris, using acute exposure, and by incorporating a parasite never before tested alongside glyphosate. In conclusion our results find that glyphosate, as an active ingredient, is unlikely to be harmful to bumble bees either alone, or alongside Crithidia bombi. Copyright 2021 Straw and Brown"
Hendlin Y.H.; Arcuri A.; Lepenies R.; Hüesker F.,Like oil and water: The politics of (not) assessing glyphosate concentrations in aquatic ecosystems,2020,European Journal of Risk Regulation,11,539,564,10.1017/err.2020.65,"Since the International Agency on Cancer Research's monograph found glyphosate to be a likely carcinogen, the regulatory focus on the chemical has centred on this determinative criterion for regulatory action. Yet, other pertinent factors, such as the effects of glyphosate on fresh and ground water and ensuing effects on biodiversity, have received less attention as legitimate rationales for regulating the chemical. This underrepresentation prevents a wider policy discussion on the environmental and human health effects of the chemical and fails to disrupt assumptions of path-dependently continuing on agriculture's chemical treadmill. To avoid ad hoc post hoc chemical regulation, we assess four areas of chemical regulatory oversight in Europe with regard to glyphosate affecting water: (1) the undue emphasis on in laboratorio versus in situ testing; (2) assessing single chemicals (isolated glyphosate) versus admixtures (glyphosate plus surfactants and adjuvants) that are used in practice; (3) the tendency to downplay harms to nonhuman life; and (4) the lack of policy coherence in the existing regulatory framework. Focusing on European Union regulation of pesticide and water policy affecting aquatic environments, we conclude that issues of measurement and priority have become highly politicised in both science and policy, requiring preventative, precautionary frameworks utilising plural forms of measurement.  © The Author(s), 2020."
Maddalon A.; Galbiati V.; Colosio C.; Mandić-Rajčević S.; Corsini E.,Glyphosate-based herbicides: Evidence of immune-endocrine alteration,2021,Toxicology,459,,,10.1016/j.tox.2021.152851,"Glyphosate (G) is the active ingredient of the most widely used herbicide products. It targets the enzyme 5-enolpyruvylshikimate-3-phosphate synthase (EPSPS), which lacks in humans, suggesting to confer a low mammalian toxicity to G-based herbicides (GBHs). Despite this, the use of G is currently under intense debate. Many studies indicating its hazard and toxicity on non-target organisms are emerging, and associations between GBHs and immune-endocrine disturbances have been described. This review aims to investigate, based on recent epidemiological studies and studies performed in vitro and in vivo in animals, the possible association between GBHs and immune-endocrine alterations. Published data suggest that GBHs have endocrine disrupting potentiality targeting sex and thyroid hormones, although its relevance for humans will require further investigations. Evidence of immunotoxicity are limited compared to those on endocrine effects, but overall highlight possible noxious effects, including lung inflammation and rhinitis. An attractive hypothesis could be the one that connects microbiota dysbiosis with possible immune-endocrine outcomes. Indeed, several intestinal microorganisms express the enzyme EPSPS and, studies are emerging that highlight a possible G-induced dysbiosis. Considering the wide use of GBHs in agriculture, further studies investigating their noxious effects at levels relevant for human exposure should be performed. A critical analysis of emerging evidence of G toxicity is required to better characterize its safety profile. In addition, attention should be paid to the differences between G alone and its formulations, which, containing substances able to increase G absorption, may present a different toxicity profile. © 2021 Elsevier B.V."
Almroth B.C.; Athey S.,Toxic chemicals in textiles and the role of microplastic fibres as a source and vector for chemicals to the environment,2022,Polluting Textiles: The Problem with Microfibres,,100,132,10.4324/9781003165385-6,[No abstract available]
Maldonado-Reina A.J.; López-Ruiz R.; Romero-González R.; Martínez Vidal J.L.; Garrido-Frenich A.,Assessment of Co-Formulants in Marketed Plant Protection Products by LC-Q-Orbitrap-MS: Application of a Hybrid Data Treatment Strategy Combining Suspect Screening and Unknown Analysis,2022,Journal of Agricultural and Food Chemistry,70,7302,7313,10.1021/acs.jafc.2c01152,"The aim of this study was the determination of co-formulants in 15 different chlorantraniliprole- and difenoconazole-based plant protection products (PPPs) belonging to different formulations. Samples were analyzed by ultrahigh-performance liquid chromatography coupled to Q-Orbitrap high-resolution mass accuracy spectrometry (UHPLC-Q-Orbitrap-MS), operating in full-scan MS and data-dependent acquisition (ddMS2) modes. A total of 78 co-formulants were tentatively identified by a combination of suspect screening and unknown analysis. Nine of them were later confirmed by analytical standards. Finally, the analytical method was successfully validated and co-formulants were quantified. Linear alkyl ethoxylates (LAS) were the most common type of co-formulant, followed by sodium alkylbenzene sulfonates. Moreover, sodium dodecyl benzene sulfonate had the highest concentration of any co-formulant (up to 32.33 g/L). In all, an innovative identification of co-formulants in a large number of PPPs is presented, which will give room for future studies delving into the composition of PPPs or determining these co-formulants in environmental or agricultural samples. © 2022 American Chemical Society. All rights reserved."
Berlitz D.L.; Fiuza L.M.; Polanczyk R.A.; Ardisson-Araújo D.M.P.; Cassal M.C.; Capalbo D.M.F.,Biopesticides in sustainable agriculture: Current status and prospects,2021,"Bacillus thuringiensis: Cultivation, Applications in Agriculture and Environmental Safety",,1,43,,"Sustainable agriculture is on the rise in different countries of the world. On the other hand, there is an increase in the demand for food and the production of different cultures, which requires the reduction of agents that impact the environment, such as chemical inputs. This chapter will introduce biopesticides in this challenging scenario: the ones available, their market, and their interaction with chemical pesticides (as coexistence is demanded in the transition for a better production system). Furthermore, an overview will discuss the future research in prospecting for bioproducts, their production issues and potential market as effective protagonists of a sustainable agriculture in Brazil and in the world. © 2021 Nova Science Publishers, Inc."
Poliserpi M.B.; Cristos D.S.; Brodeur J.C.,Imidacloprid seed coating poses a risk of acute toxicity to small farmland birds: A weight-of-evidence analysis using data from the grayish baywing Agelaioides badius,2021,Science of the Total Environment,763,,,10.1016/j.scitotenv.2020.142957,"The aim of this study was to estimate the risk posed by imidacloprid (IMI) seed coating to passerine birds of the Pampa Region of Argentina using data specifically generated with the grayish baywing (Agelaioides badius). Median lethal dose (LD50) of the IMI-based formulation tested was 57.11 mg IMI/kg body weight (bw), with intoxication signs starting from 20.6 mg IMI/kg bw. The feed intake rate (FIR) was estimated experimentally as 4.895 g/day per bird, representing 12.43% of bw. It was calculated that the ingestion of 7–10% of the FIR as treated seeds would be enough to achieve the LD50 for sorghum, corn, sunflower, and alfalfa, whereas consumption of 31 and 54% of FIR was necessary for oat and wheat, respectively. Based on spill data values available in the literature, it was calculated that, for most crops, a baywing would have to forage an area of field corresponding to less than 60 m2 to obtain the number of seeds required to reach the LD50. It was also shown that this number of seeds is coherent with the amount of seeds ingested in a bout. In a pilot study, all grayish baywings fed with millet seeds treated with 3 g IMI/kg died within three to five days of exposure. In Tier I risk assessment, the trigger value was achieved for all crops except soybean and a weight-of-evidence risk assessment was performed. All lines of evidence examined are consistent with the view that grayish baywings, and probably other small farmland birds, are exposed to a risk of acute toxicity and mortality under both worst-case and mixed-ration exposure scenarios. The possible impacts on bird species calls for an urgent reconsideration of IMI seed coating practices currently approved in the Pampa Region of Argentina and the various parts of the world where this practice is still in use. © 2020 Elsevier B.V."
Sabio y García C.A.; Vera M.S.; Vinocur A.; Graziano M.; Miranda C.; Pizarro H.N.,Rethinking the term “glyphosate effect” through the evaluation of different glyphosate-based herbicide effects over aquatic microbial communities,2022,Environmental Pollution,292,,,10.1016/j.envpol.2021.118382,"Glyphosate-based herbicides (GBH) -the most widely used herbicides in agriculture worldwide-are frequently generalized by the name of “glyphosate”. However, GBH encompass a variety of glyphosate salts as active ingredient and different adjuvants, which differ between products. These herbicides reach water bodies and produce diverse impacts over aquatic communities. Yet, the risk assessment assays required for the approval focus mostly on active ingredients. Herein, we compared the effect of five different GBH as well as of monoisopropylamine salt of glyphosate (GIPA) on aquatic microbial communities from natural shallow lakes that were mixed and allowed to evolve in an outdoor pond. We performed an 8-day long assay under indoor control conditions to evaluate the effects of exposure on the structure of nano-plus microphytoplankton (net phytoplankton, with sizes between 2 and 20 μm and >20 μm, respectively) and picoplankton (size ranging between 0.2 and 2 μm) communities through microscopy and flow cytometry, respectively. Significantly different effects were evident on the structure of microbial communities dependent on the GBH, even with herbicides sharing similar active ingredients. Each GBH evoked increases of different magnitude in bacterioplankton abundance. Furthermore, GIPA and a formulation decreased the abundance of a phycocyanin-rich (PC-rich) picocyanobacteria (Pcy) cytometric population and GIPA further altered Pcy composition. Also, two GBH increased net phytoplankton total abundance and, unlike the tested GBH, no apparent effect of GIPA was detected on this community structure. These results demonstrate that GBH effects on aquatic microbial communities should not be summarized as “glyphosate” effects considering that the formulations have effects beyond those exerted by the active ingredients alone. This work intends to alert on the lack of real knowledge regarding the consequences of the variety of GBH on natural aquatic ecosystems. Indeed, the wide use of the term “glyphosate effect” should be thoroughly rethought. © 2021 Elsevier Ltd"
Moser V.C.; Morris-Schaffer K.; Richardson J.R.; Li A.A.,Glyphosate and neurological outcomes: A systematic literature review of animal studies,2022,Journal of Toxicology and Environmental Health - Part B: Critical Reviews,25,162,209,10.1080/10937404.2022.2083739,"Studies of nervous system effects of glyphosate, a widely used herbicide, have not been critically examined. The aim of this paper was to systematically review glyphosate-induced neurotoxicity literature to determine its usefulness in regulatory decision-making. The review was restricted to mammalian studies of behavior, neuropathology, and neuropharmacology; in vitro and other biochemical studies were considered supplementary information. Glyphosate formulation studies were also considered, despite uncertainties regarding toxicities of the formulated products; no studies used a formulation vehicle as the control. Inclusion criteria were developed a priori to ensure consistent evaluation of studies, and in vivo investigations were also ranked using ToxRTool software to determine reliability. There were 27 in vivo studies (open literature and available regulatory reports), but 11 studies were considered unreliable (mostly due to critical methodological deficiencies). There were only seven acceptable investigations on glyphosate alone. Studies differed in terms of dosing scenarios, experimental designs, test species, and commercial product. Limitations included using only one dose and/or one test time, small sample sizes, limited data presentation, and/or overtly toxic doses. While motor activity was the most consistently affected endpoint (10 of 12 studies), there were considerable differences in outcomes. In six investigations, there were no marked neuropathological changes in the central or peripheral nervous system. Other neurological effects were less consistent, and some outcomes were less convincing due to influences including high variability and small effect sizes. Taken together, these studies do not demonstrate a consistent impact of glyphosate on the structure or function of the mammalian nervous system. © 2022 The Author(s). Published with license by Taylor & Francis Group, LLC."
Bordalo M.D.; Machado A.L.; Campos D.; Coelho S.D.; Rodrigues A.C.M.; Lopes I.; Pestana J.L.T.,Responses of benthic macroinvertebrate communities to a Bti-based insecticide in artificial microcosm streams,2021,Environmental Pollution,282,,,10.1016/j.envpol.2021.117030,"Bioinsecticides based on the bacterium Bacillus thuringiensis subsp. israelensis (Bti) are increasingly being applied directly into aquatic compartments to control nuisance mosquitoes and blackflies and are generally considered environmentally friendly alternatives to synthetic insecticides. Bti-based insecticides are considered highly selective, being Diptera-specific, and supposedly decompose rapidly in the environment. Nevertheless, their safety to non-target species and freshwater ecosystems has been questioned by recent studies, which in fact document possible indirect effects in aquatic food webs such as the decrease of prey availability to predators. This work aimed to evaluate the potential effects of a Bti-based insecticide (VectoBac® 12AS) on a freshwater macroinvertebrate community and on stream ecological functions by using artificial microcosm streams. Artificial microcosm streams were colonized with a macroinvertebrate community plus periphyton collected in a stream together with Alnus glutinosa leaf packs. They were exposed for 7 days to different Bti treatments (0, 12, 120, 1200 μg/L), which are within the recommended concentrations of application in aquatic compartments for blackfly and mosquito control. Besides invertebrate community structure and abundance, effects were evaluated regarding leaf decomposition and primary production as measures of ecosystem functioning. Community structure was significantly altered in all Bti treatments after 7 days of exposure, mostly due to a decline in chironomids, followed by oligochaetes, which both belong to the deposit-feeders’ functional group. Direct effects on oligochaetes are surprising and require further research. Also, reductions of leaf decomposition due to Bti-induced sublethal effects on shredders (reduced feeding) or mortality of chironomids (that can also feed on coarse organic matter) observed in our study, represent potential indirect effects of Bti in aquatic ecosystems. Our short-exposure experiment evidenced some negative effects on stream benthic invertebrate communities and on ecosystem functioning that must be considered whenever Bti is used in water bodies for blackfly or mosquito control programs. © 2021 Elsevier Ltd"
Maddalon A.; Galbiati V.; Corsini E.,Glyphosate-based herbicides: Evidence of immune-endocrine-microbiome alteration,2021,Toxicological Risk Assessment and Multi-System Health Impacts from Exposure,,569,578,10.1016/B978-0-323-85215-9.00006-4,"Glyphosate is the active ingredient of many widely used herbicides. It targets 5-enolpyruvylshikimate-3-phosphate synthase (EPSPS), whose lack in humans confers low toxicity to glyphosate-based herbicides (GBHs). Nevertheless, its use is currently a debated topic. Several studies indicating toxicity are emerging, including associations between glyphosate and immune-endocrine disturbances. This chapter aims to describe the possible correlation between GBH exposure and immune-endocrine alterations. Data suggest that GBHs should be considered endocrine-disrupting compounds with effects on sex and thyroid hormones. Evidence of immune system alteration are fewer, but highlighted possible noxious effects on it, including lung inflammation, rhinitis, and celiac disease. An attractive hypothesis could be the one that connects microbiome dysbiosis, as several microorganisms express EPSPS and may be affected by glyphosate, and thus subsequent immune-endocrine alterations. Considering the wide use of GBHs, critical analyses are required to better characterize safety profile and possible health consequences of immune-endocrine alterations. © 2021 Elsevier Inc. All rights reserved."
Jaya K.; Ratnawati R.; Asman A.; Arfan A.,"Farmers knowledge on pesticide management practices: A case study of shallot growers in Palu, Indonesia",2021,IOP Conference Series: Earth and Environmental Science,807,,,10.1088/1755-1315/807/2/022112,"Pesticide is one of the most common methods of pests and diseases control applied in a developing country. Knowledge of pesticide management is significant for effective application. The purpose of the study is to determine the knowledge of farmers about pesticide management practices on shallot crops in Palu, Central Sulawesi, Indonesia. The study was conducted from October 2017 to February 2018. This quantitative and survey research was used respondents of 30 farmers in two locations: Duyu and Bayaoge in Tatanga District, Palu, Central Sulawesi, Indonesia. Commonly, the respondents working on the shallot field. The data quantification using the ordinal scale, then univariate analysis for frequency distribution and bivariate analysis to determine the correlation of two variables. The results were showed there no significant effect between farmers' knowledge about pesticides and the actions of farmers in the use of pesticides. Increasing knowledge about pesticides cannot be expected to change wise actions in using pesticides in pest control.  © 2021 Published under licence by IOP Publishing Ltd."
Bataillard D.; Christe P.; Pigeault R.,Impact of field-realistic doses of glyphosate and nutritional stress on mosquito life history traits and susceptibility to malaria parasite infection,2020,Ecology and Evolution,10,5079,5088,10.1002/ece3.6261,"Glyphosate is the world's most widely used herbicide. The commercial success of this molecule is due to its nonselectivity and its action, which would supposedly target specific biosynthetic pathways found mainly in plants. Multiple studies have however provided evidence for high sensitivity of many nontarget species to glyphosate and/or to formulations (glyphosate mixed with surfactants). This herbicide, found at significant levels in aquatic systems through surface runoffs, impacts life history traits and immune parameters of several aquatic invertebrates' species, including disease-vector mosquitoes. Mosquitoes, from hatching to emergence, are exposed to aquatic chemical contaminants. In this study, we first compared the toxicity of pure glyphosate to the toxicity of glyphosate-based formulations for the main vector of avian malaria in Europe, Culex pipiens mosquito. Then we evaluated, for the first time, how field-realistic dose of glyphosate interacts with larval nutritional stress to alter mosquito life history traits and susceptibility to avian malaria parasite infection. Our results show that exposure of larvae to field-realistic doses of glyphosate, pure or in formulation, did not affect larval survival rate, adult size, and female fecundity. One of our two experimental blocks showed, however, that exposure to glyphosate decreased development time and reduced mosquito infection probability by malaria parasite. Interestingly, the effect on malaria infection was lost when the larvae were also subjected to a nutritional stress, probably due to a lower ingestion of glyphosate. © 2020 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd."
Hendlin Y.H.,Surveying the Chemical Anthropocene Chemical Imaginaries and the Politics of Defining Toxicity,2021,Environment and Society: Advances in Research,12,181,202,10.3167/ARES.2021.120111,"Faced with the non-optional acceptance of toxic chemical artifacts, the ubiquitous interweaving of chemicals in our social fabric often exists out of sight and out of mind. Yet, for many, toxic exposures signal life-changing or life-ending events, phantom threats that fail to appear as such until they become too late to mitigate. Assessments of toxicological risk consist of what Sheila Jasanoff calls “sociotechnical imaginaries,” arbitrations between calculated costs and benefits, known risks and scientifically wrought justifications of safety. Prevalent financial conflicts of interest and the socially determined hazards posed by chemical exposure suggest that chemical safety assessments and regulations are a form of postnormal science. Focusing on the histories of risk assessments of pesticides such as DDT, atrazine, PFAS, and glyphosate, this article critically reviews Michel Serres's notion of “appropriation by contamination.” © 2021. The Author(s). All Rights Reserved."
Rodríguez-Gil J.L.; Prosser R.S.; Duke S.O.; Solomon K.R.,"Ecotoxicology of Glyphosate, Its Formulants, and Environmental Degradation Products",2021,Reviews of Environmental Contamination and Toxicology,255,129,205,10.1007/398_2020_56,"The chemical and biological properties of glyphosate are key to understanding its fate in the environment and potential risks to non-target organisms. Glyphosate is polar and water soluble and therefore does not bioaccumulate, biomagnify, or accumulate to high levels in the environment. It sorbs strongly to particles in soil and sediments and this reduces bioavailability so that exposures to non-target organisms in the environment are acute and decrease with half-lives in the order of hours to a few days. The target site for glyphosate is not known to be expressed in animals, which reduces the probability of toxicity and small risks. Technical glyphosate (acid or salts) is of low to moderate toxicity; however, when mixed with some formulants such as polyoxyethylene amines (POEAs), toxicity to aquatic animals increases about 15-fold on average. However, glyphosate and the formulants have different fates in the environment and they do not necessarily co-occur. Therefore, toxicity tests on formulated products in scenarios where they would not be used are unrealistic and of limited use for assessment of risk. Concentrations of glyphosate in surface water are generally low with minimal risk to aquatic organisms, including plants. Toxicity and risks to non-target terrestrial organisms other than plants treated directly are low and risks to terrestrial invertebrates and microbial processes in soil are very small. Formulations containing POEAs are not labeled for use over water but, because POEA rapidly partitions into sediment, risks to aquatic organisms from accidental over-sprays are reduced in shallow water bodies. We conclude that use of formulations of glyphosate under good agricultural practices presents a de minimis risk of direct and indirect adverse effects in non-target organisms. © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG."
Mosallanejad H.; Broomand A.,"Residual effects of Spray Adjuvant, Scorch®, on efficacy of Methoxyfenozide (SC 24%) and Spinosad (SC 24%) against the European Grapevine Moth, Lobesia botrana",2021,Pesticide Research Journal,33,111,119,10.5958/2249-524X.2021.00045.7,"The results of field trials conducted to evaluate the influence of an adjuvant, Scorch®, on the field efficacy of methoxyfenozide (SC24%) and spinosad (SC24%) against Lobesia botrana in Iran, are reported. Efficacy was evaluated 1 d after treatment (DAT) and then at 7d interval until 21 DAT. Scorch® was able to improve the efficacy of both the insecticides against L. botrana at all DAT intervals. The higher efficacy was supported by the lower values of the surface tension and the contact angle parameters of the spray solutions. By reducing the insecticides application rates by 20 per cent and adding adjuvant in the spraying liquid, the control efficiency was very similar to that of the treatment with the recommended rates. The results underscore the importance of adjuvants to improve the field efficacy of insecticides against L. botrana. © 2021, Society of Pesticide Science India. All rights reserved."
Demir E.,  Drosophila as a model for assessing nanopesticide toxicity,2020,Nanotoxicology,14,1271,1279,10.1080/17435390.2020.1815886,"One of the fastest-moving fields in today’s world of applied science, nanotechnology allows the control and design of matter on an extremely small scale, so it has now become an integral part of various industries and scientific areas, such as agriculture, food sector, healthcare and engineering. Understanding the interactions between nanopesticides and edible plants, as well as non-target animals, is crucial in assessing the potential impact of nanotechnology products on the environment, agriculture and human health. The dramatic increase in efforts to use nanopesticides renders the risk assessment of their toxicity and genotoxicity highly crucial due to the potential adverse impact of this relatively uncharted territory. Such widespread use naturally increases our exposure to nanopesticides, raising concerns over their possible adverse effects on humans and non-target organisms, which might include severe impairment of both male and female reproductive capacity. We therefore need better insight into such effects to derive conclusive evidence on the safety or toxicity/genotoxicity of nanopesticides, and Drosophila melanogaster (fruit fly) can prove an ideal model organism for the risk assessment and toxicological classification of nanopesticides, as it bears striking similarities to various systems in human body. This editorial review attempts to summarize our current knowledge derived from previous in vivo studies to examine the impact of several nanomaterials on various species of mammals and non-target model organisms at the genetic, cellular, and molecular levels, attracting attention to the possible mechanisms and potential toxic/genotoxic effects of nanopesticides widely used in agriculture on D. melanogaster as a non-target organism. © 2020 Informa UK Limited, trading as Taylor & Francis Group."
