STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,JOURNAL,VOLUME,LPAGES,UPAGES,DOI,YEAR,ABSTRACT
nagycited60,Guy,YES,"Lackmann, Carina; Velki, Mirna; Bjedov, Dora; Ecimovic, Sandra; Seiler, Thomas-Benjamin; Hollert, Henner",Commercial preparations of pesticides exert higher toxicity and cause changes at subcellular level in earthworm Eisenia andrei,ENVIRONMENTAL SCIENCES EUROPE,33,NA,NA,10.1186/s12302-021-00455-5,2021,"Background The environmental impact of pesticides has been an increasingly discussed issue over the last decades. Constant usage of pesticides presents a burden for soil and causes a decrease in its health, including the negative effects on earthworms which are indicators for soil quality. The objective of this research was the assessment of the effects of two insecticides and two herbicides on the earthworm Eisenia andrei. Namely, the following active ingredients and respective commercial preparations were investigated: esfenvalerate (Sumialfa), thiacloprid (Calypso), dimethenamid-p (Frontier) and prosulfocarb (Filon). Lethal concentrations (48 h) of both active ingredient and commercial preparations were determined using the filter paper contact test. Results The results showed that Calypso and Frontier were significantly more toxic than the active ingredient. Therefore, all further measurements were performed after exposure of earthworms to the commercial preparations of the pesticides. Specifically, several enzymatic biomarkers and multixenobiotic resistance activity were assessed. Additionally, a fluorescence-based assay for the determination of oxidative stress was established. Significant changes were detected for catalase, carboxylesterase and multixenobiotic activities after 48-h exposures. Also, a significant change in oxidative stress parameters could be observed for both Calypso and Frontier. Conclusions The obtained results show that commercial preparations can be more toxic than the active ingredients, and the formulations being distributed in the environment can affect earthworms on a molecular level already after short exposures. This emphasizes the importance of a more integrated eco-toxicological assessment of commercial pesticide preparations not to underestimate their effects on the environment."
nagycited61,Guy,NO,"da Silva Pinto, Thandy Junio; Moreira, Raquel Aparecida; Menezes da Silva, Lais Conceicao; Cardoso Yoshii, Maria Paula; Goulart, Bianca Veloso; Fraga, Priscille Dreux; Montagner, Cassiana Carolina; Daam, Michiel Adriaan; Gaeta Espindola, Evaldo Luiz","Impact of 2,4-D and fipronil on the tropical midge Chironomus sancticaroli (Diptera: Chironomidae)",ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,209,NA,NA,10.1016/j.ecoenv.2020.111778,2021,"Increased use of pesticides in conventional agriculture implies potential risks to the environment. In aquatic ecosystems, benthic organisms may be exposed to pesticides via contaminated water and sediment, leading to several potential cascading effects on the food web. The aim of this study was to assess the functional implications of environmental realistic concentrations of the herbicide 2,4-D and the insecticide fipronil (alone and in combination) to the native tropical chironomid Chironomus sancticaroli. These two pesticides are widely applied to different crops and have frequently been detected (together) in surface water bodies in Brazil and elsewhere. Commercial products containing fipronil (Regent (R) 800WG) and 2,4-D (DMA (R) 806BR) were evaluated in 8-day toxicity tests for their effects on larval survival, growth (body length and biomass), head capsule width, development, and mentum deformities. Fipronil decreased the larval survival at the highest test concentration and the effective concentrations (EC) after eight days of exposure were: EC10 = 0.48 mu g L-1 (0.395-0.565), EC20 = 1.06 mu g L-1 (0.607-1.513), and EC50 = 3.70 mu g L-1 (1.664-5.736). All sublethal test concentrations of fipronil decreased the larval growth, causing reductions in biomass up to 72%. The two highest test concentrations of fipronil decreased the head capsule width and after exposure to 3.7 mu g fipronil L-1, only half of the larvae reached the fourth instar. The incidence of deformities was increased by fipronil in a concentration dependent manner with an increase ranging from 23% to 75%. The highest test concentration of 2.4-D (426 mu g L-1) decreased the head capsule width, but larval development was unaffected at all concentrations evaluated. In the mixture tests, antagonism was observed at lower fipronil concentrations and synergism at higher fipronil concentrations for growth. The incidence of deformities rose with increasing fipronil concentrations. The results showed that environmental realistic concentrations of fipronil may have serious ecological implications for C. sancticaroli populations and that a mixture with the herbicide 2,4-D can have synergistic effects, potentiating the risks to the aquatic ecosystem."
nagycited62,Guy,NO,"Belen Poliserpi, Maria; Sebastian Cristos, Diego; Celine Brodeur, Julie",Imidacloprid seed coating poses a risk of acute toxicity to small farmland birds: A weight-of-evidence analysis using data from the grayish baywing Agelaioides badius,SCIENCE OF THE TOTAL ENVIRONMENT,763,NA,NA,10.1016/j.scitotenv.2020.142957,2021,"The aim of this study was to estimate the risk posed by imidacloprid (IMI) seed coating to passerine birds of the Pampa Region of Argentina using data specifically generated with the grayish baywing (Agelaioides badius). Median lethal dose (LD50) of the IMI-based formulation tested was 57.11 mg IMI/kg body weight (bw), with intoxication signs starting from 20.6 mg IMI/kg bw. The feed intake rale (FIR) was estimated experimentally as 4.895 g/day per bird, representing 12.43% of bw. It was calculated that the ingestion of 7-10% of the FIR as treated seeds would be enough to achieve the LD50 for sorghum, corn, sunflower, and alfalfa, whereas consumption of 31 and 54% of FIR was necessary for oat and wheat, respectively. Based on spill data values available in the literature, it was calculated that, for most crops, a baywing would have to forage an area of field corresponding to less than 60 m(2) to obtain the number of seeds required to reach the LD50. It was also shown that this number of seeds is coherent with the amount of seeds ingested in a bout. In a pilot study, all grayish baywings fed with millet seeds treated with 3 g IMI/kg died within three to five days of exposure. In Tier I risk assessment, the trigger value was achieved for all crops except soybean and a weight-of-evidence risk assessment was performed. All lines of evidence examined are consistent with the view that grayish baywings, and probably other small farmland birds, are exposed to a risk of acute toxicity and mortality under both worst-case and mixed-ration exposure scenarios. The possible impacts on bird species calls for an urgent reconsideration of IMI seed coating practices currently approved in the Pampa Region of Argentina and the various parts of the world where this practice is still in use. (C) 2020 Elsevier B.V. All rights reserved."
nagycited63,Guy,NO,"Rodriguez-Gil, Jose Luis; Prosser, Ryan S.; Duke, Stephen O.; Solomon, Keith. R.","Ecotoxicology of Glyphosate, Its Formulants, and Environmental Degradation Products","REVIEWS OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY, VOL 255: GLYPHOSATE",255,129,205,10.1007/398_2020_56,2021,"The chemical and biological properties of glyphosate are key to understanding its fate in the environment and potential risks to non-target organisms. Glyphosate is polar and water soluble and therefore does not bioaccumulate, biomagnify, or accumulate to high levels in the environment. It sorbs strongly to particles in soil and sediments and this reduces bioavailability so that exposures to non-target organisms in the environment are acute and decrease with half-lives in the order of hours to a few days. The target site for glyphosate is not known to be expressed in animals, which reduces the probability of toxicity and small risks. Technical glyphosate (acid or salts) is of low to moderate toxicity; however, when mixed with some formulants such as polyoxyethylene amines (POEAs), toxicity to aquatic animals increases about 15-fold on average. However, glyphosate and the formulants have different fates in the environment and they do not necessarily co-occur. Therefore, toxicity tests on formulated products in scenarios where they would not be used are unrealistic and of limited use for assessment of risk. Concentrations of glyphosate in surface water are generally low with minimal risk to aquatic organisms, including plants. Toxicity and risks to non-target terrestrial organisms other than plants treated directly are low and risks to terrestrial invertebrates and microbial processes in soil are very small. Formulations containing POEAs are not labeled for use over water but, because POEA rapidly partitions into sediment, risks to aquatic organisms from accidental over-sprays are reduced in shallow water bodies. We conclude that use of formulations of glyphosate under good agricultural practices presents a de minimis risk of direct and indirect adverse effects in non-target organisms."
nagycited64,Guy,NO,"Kalyabina, Valeriya P.; Esimbekova, Elena N.; Kopylova, Kseniya, V; Kratasyuk, Valentina A.","Pesticides: formulants, distribution pathways and effects on human health-a review",TOXICOLOGY REPORTS,8,1179,1192,10.1016/j.toxrep.2021.06.004,2021,"Pesticides are commonly used in agriculture to enhance crop production and control pests. Therefore, pesticide residues can persist in the environment and agricultural crops. Although modern formulations are relatively safe to non-target species, numerous theoretical and experimental data demonstrate that pesticide residues can produce long-term negative effects on the health of humans and animals and stability of ecosystems. Of particular interest are molecular mechanisms that mediate the start of a cascade of adverse effects. This is a review of the latest literature data on the effects and consequences of contamination of agricultural crops by pesticide residues. In addition, we address the issue of implicit risks associated with pesticide formulations. The effects of pesticides are considered in the context of the Adverse Outcome Pathway concept."
nagycited65,Guy,NO,"Abou Zeid, Mohamad, I; Jammoul, Adla M.; Melki, Khalil C.; Abou Jawdah, Yusuf; Awad, Mireille Kallassy",Suggested policy and legislation reforms to reduce deleterious effect of pesticides in Lebanon,HELIYON,6,NA,NA,10.1016/j.heliyon.2020.e05524,2020,"Countrywide pesticide management activities are resource draining, even for developed countries, which sometimes fall short in achieving the optimum protection against pesticides deleterious effects on humans and environment. Additionally, in Lebanon, basic flaws exist at different levels of pesticide management cycle. In this study, through an extensive review of relevant literature regarding the pesticides impact on humans and environment in Lebanon and adopted policies in existing legislation, several gaps have been identified. Accordingly, recommendations to reduce pesticide risk through a combination of reforms at the policy level and its tools, particularly legislation, are proposed. In our opinion, the starting point is to adopt a minimum list of lower risk pesticides supported by a combination of: prescriptions based on a comprehensive registration and an effective implementation systems, a suitable IPM/ICM government-supported credit system, traceability systems of agricultural commodities and pesticides containers, Pesticide stock management system to reduce the quantity of obsolete pesticides, and containers recycling system. For a global sustainability of pesticides risk reduction, a binding global intervention fostered by the UN, based on human rights for safe food, is called upon to ban hazardous pesticides-except those of WHO class IV- trafficking in developing countries scoring low in an international official assessment of their pesticides lifecycle management. At the same time, global funds should support pesticides alternatives and the enhancement of the developing countries capacities for pesticides lifecycle management, which is a part of a larger global matrix in risk reduction."
nagycited66,Guy,NO,"Demir, Esref",Drosophila as a model for assessing nanopesticide toxicity,NANOTOXICOLOGY,14,1271,1279,10.1080/17435390.2020.1815886,2020,"One of the fastest-moving fields in today's world of applied science, nanotechnology allows the control and design of matter on an extremely small scale, so it has now become an integral part of various industries and scientific areas, such as agriculture, food sector, healthcare and engineering. Understanding the interactions between nanopesticides and edible plants, as well as non-target animals, is crucial in assessing the potential impact of nanotechnology products on the environment, agriculture and human health. The dramatic increase in efforts to use nanopesticides renders the risk assessment of their toxicity and genotoxicity highly crucial due to the potential adverse impact of this relatively uncharted territory. Such widespread use naturally increases our exposure to nanopesticides, raising concerns over their possible adverse effects on humans and non-target organisms, which might include severe impairment of both male and female reproductive capacity. We therefore need better insight into such effects to derive conclusive evidence on the safety or toxicity/genotoxicity of nanopesticides, andDrosophila melanogaster(fruit fly) can prove an ideal model organism for the risk assessment and toxicological classification of nanopesticides, as it bears striking similarities to various systems in human body. This editorial review attempts to summarize our current knowledge derived from previousin vivostudies to examine the impact of several nanomaterials on various species of mammals and non-target model organisms at the genetic, cellular, and molecular levels, attracting attention to the possible mechanisms and potential toxic/genotoxic effects of nanopesticides widely used in agriculture onD. melanogasteras a non-target organism."
nagycited67,Guy,NO,"Hendlin, Yogi Hale; Arcuri, Alessandra; Lepenies, Robert; Hueesker, Frank",Like Oil and Water: The Politics of (Not) Assessing Glyphosate Concentrations in Aquatic Ecosystems,EUROPEAN JOURNAL OF RISK REGULATION,11,539,564,10.1017/err.2020.65,2020,"Since the International Agency on Cancer Research's monograph found glyphosate to be a likely carcinogen, the regulatory focus on the chemical has centred on this determinative criterion for regulatory action. Yet, other pertinent factors, such as the effects of glyphosate on fresh and ground water and ensuing effects on biodiversity, have received less attention as legitimate rationales for regulating the chemical. This underrepresentation prevents a wider policy discussion on the environmental and human health effects of the chemical and fails to disrupt assumptions of path-dependently continuing on agriculture's chemical treadmill. To avoid ad hoc post hoc chemical regulation, we assess four areas of chemical regulatory oversight in Europe with regard to glyphosate affecting water: (1) the undue emphasis on in laboratorio versus in situ testing; (2) assessing single chemicals (isolated glyphosate) versus admixtures (glyphosate plus surfactants and adjuvants) that are used in practice; (3) the tendency to downplay harms to non-human life; and (4) the lack of policy coherence in the existing regulatory framework. Focusing on European Union regulation of pesticide and water policy affecting aquatic environments, we conclude that issues of measurement and priority have become highly politicised in both science and policy, requiring preventative, precautionary frameworks utilising plural forms of measurement."
nagycited68,Guy,NO,"Lovakovic, Blanka Tariba; Kasuba, Vilena; Katic, Anja; Kopjar, Nevenka; Cermak, Ana Marija Marjanovic; Micek, Vedran; Milic, Mirta; Pavicic, Ivan; Pizent, Alica; Zunec, Suzana; Zeljezic, Davor",Evaluation of oxidative stress responses and primary DNA damage in blood and brain of rats exposed to low levels of tembotrione,CHEMOSPHERE,253,NA,NA,10.1016/j.chemosphere.2020.126643,2020,"Tembotrione is a rather novel pesticide, usually used for post-emergence weed control. Even though its use is rapidly growing, it is not followed by an adequate flow of scientific evidence regarding its toxicity towards non-target organisms. We evaluated the potential of low doses of tembotrione to induce oxidative stress and cytogenetic damage in blood and brain cells of adult male Wistar rats. Parameters of lipid peroxidation, glutathione levels, activities of antioxidant enzymes and primary DNA damage were assessed following 28-day repeated oral exposure to doses comparable with the currently proposed health-based reference values. The results of the alkaline comet assay showed that such low doses of tembotrione have the potency to inflict primary DNA damage in both peripheral blood leukocytes and brain of treated rats, even with only slight changes in the oxidative biomarker levels. The DNA damage in blood and brain cells of Wistar rats significantly increased at all applied doses, suggesting that tembotrione genotoxicity is mainly a result of direct interaction with DNA while the induction of oxidative stress responses contributes to DNA instability in a lesser extent. The findings of the present study call for further research using other sensitive biomarkers of effect and different exposure scenarios. (C) 2020 Elsevier Ltd. All rights reserved."
nagycited69,Guy,YES,"Bataillard, Danae; Christe, Philippe; Pigeault, Romain",Impact of field-realistic doses of glyphosate and nutritional stress on mosquito life history traits and susceptibility to malaria parasite infection,ECOLOGY AND EVOLUTION,10,5079,5088,10.1002/ece3.6261,2020,"Glyphosate is the world's most widely used herbicide. The commercial success of this molecule is due to its nonselectivity and its action, which would supposedly target specific biosynthetic pathways found mainly in plants. Multiple studies have however provided evidence for high sensitivity of many nontarget species to glyphosate and/or to formulations (glyphosate mixed with surfactants). This herbicide, found at significant levels in aquatic systems through surface runoffs, impacts life history traits and immune parameters of several aquatic invertebrates' species, including disease-vector mosquitoes. Mosquitoes, from hatching to emergence, are exposed to aquatic chemical contaminants. In this study, we first compared the toxicity of pure glyphosate to the toxicity of glyphosate-based formulations for the main vector of avian malaria in Europe, Culex pipiens mosquito. Then we evaluated, for the first time, how field-realistic dose of glyphosate interacts with larval nutritional stress to alter mosquito life history traits and susceptibility to avian malaria parasite infection. Our results show that exposure of larvae to field-realistic doses of glyphosate, pure or in formulation, did not affect larval survival rate, adult size, and female fecundity. One of our two experimental blocks showed, however, that exposure to glyphosate decreased development time and reduced mosquito infection probability by malaria parasite. Interestingly, the effect on malaria infection was lost when the larvae were also subjected to a nutritional stress, probably due to a lower ingestion of glyphosate."
