STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,JOURNAL,VOLUME,LPAGES,UPAGES,DOI,YEAR,ABSTRACT
coxcited11,Guy,NO,"Cox, Caroline; Zeiss, Michael","Health, Pesticide Adjuvants, and Inert Ingredients: California Case Study Illustrates Need for Data Access",ENVIRONMENTAL HEALTH PERSPECTIVES,130,,,10.1289/EHP10634,2022,"BACKGROUND: Many pesticide products are mixtures of multiple chemicals. These include active ingredients intended to kill pests, and so-called inert ingredients intended to improve the physical characteristics of the product. In addition, shortly before applying a pesticide product, applicators often mix adjuvants into the sprayer tank. Adjuvants are products designed to improve the performance or physical properties of a pesticide spray mixture. Manufacturers may use a particular chemical compound both as an inert ingredient within pesticide products and as a component of adjuvant products. Nonetheless, regulations dictate that data on use are publicly available only for the portion used in adjuvants. Adjuvants are exempt from federal registration, but are defined as pesticides in California. Based on that definition, California has identified a-(p-nonylphenyl)-x-hydroxypoly(oxyethylene) (APNOHO) as the most widely used pesticide in the state, applied to more than 10 million acres annually. That quantified use includes only agricultural acres treated with adjuvants containing APNOHO. Total APNOHO use is likely higher because manufacturers also use the chemical as an inert ingredient within pesticide products, although data on such use are shielded by regulation. OBJECTIVES: We use APNOHO as a case study to demonstrate that the use of adjuvants and inert ingredients is difficult to track because relevant information is not publicly available. We synthesize information that suggests widespread agricultural use of alkylphenol ethoxylates, such as APNOHO, may pose significant human and environmental health risks. We then make recommendations for future research and policy. METHODS: We used information from California???s pesticide use reporting system and the U.S. Environmental Protection Agency (EPA) to estimate use of APNOHO. We used U.S. EPA and European databases, as well as published research, to identify human and environmental health hazards of APNOHO. We focused on research showing that APNOHO is an endocrine-disrupting chemical. DISCUSSION: Within California, APNOHO is applied in more than 150 adjuvant products. Nationwide, it is used as an inert ingredient in at least 650 pesticide products. Exposure to APNOHO is associated with endocrine disruption, birth defects, and aquatic toxicity. We suggest that the case of APNOHO illustrates the larger problem of a lack of publicly available data on use and toxicity of many adjuvants and pesticide inert ingredients. We recommend that researchers and regulators include adjuvants and inert ingredients when evaluating pesticide hazards, including endocrine disruption. We also recommend regulatory requirements to identify all ingredients on product labels. https://doi.org/10.1289/EHP10634"
coxcited12,Guy,NO,"Moreira, Raquel A.; Cordero-De-Castro, Andrea; Polo-Castellano, Curro; Pinto, Thandy J. S.; Dias, Mariana A.; Montagner, Cassiana C.; Espindola, Evaldo L. G.; Araujo, Cristiano V. M.; Blasco, Julian","Avoidance responses by Danio rerio reveal interactive effects of warming, pesticides and their mixtures",SCIENCE OF THE TOTAL ENVIRONMENT,847,,,10.1016/j.scitotenv.2022.157525,2022,"Temperature variations and thermal extremes events caused by climate change can have profound implications for the toxicity of pesticides in aquatic organisms. Using an innovative system (Heterogeneous Multi-Habitat Test System HeMHAS) that allows the simulation of different scenarios within a spatially heterogeneous landscape, the effects on the habitat selection of Danio rerio fish caused by the pesticides fipronil and 2,4-D were studied as single compounds and in mixture and integrated with air temperature variation (20, 24 and 28 degrees C). As a result, D. rerio detected and avoided both pesticides at air temperatures of 20 and 24 degrees C; however, at 28 degrees C no significant difference was observed in habitat choice by fish. Additionally, when pesticides were mixed in a heterogeneously contaminated landscape, it was observed that D. rerio detected contamination and preferred the clean zone at 20 and 24 degrees C; however, at 28 degrees C the potential to escape from the most contaminated areas was impaired. Thus, contamination by both pesticides made the habitat selection behavior of fish at 20 and 24 degrees Cmore noticeable. In addition, the association between pesticides and temperature showed negative effects on the response of fish to detect and escape from contaminated environments, suggesting the influence of temperature in altering the ability of the organism to provide an efficient response to stress."
coxcited13,Guy,NO,Gao Jin; Xiong Liufeng; Ruan Jiming; Zeng Xianliang; Liang Ximei,Advances of Aquatic Environmental Behaviors and Toxicity of Glyphosate to Aquatic Organisms,Asian Journal of Ecotoxicology,17,422,433,10.7524/AJE.1673-5897.20210625002,2022,"Glyphosate is the most widely used herbicide in the world, and it is widespread in the aquatic environment. Glyphosate residues may harm the non-target aquatic organisms and pose serious threat to the health of aquatic ecosystem, which has been received extensive attention. In this paper, the sources, pollution status and water environmental behaviors of glyphosate are reviewed, their toxic effects to aquatic organisms are discussed and the prospects of future research are also proposed. This review would provide scientific basis for aquatic ecotoxicity and environmental risk assessment of glyphosate, which will be helpful to guide the rational use of this herbicide."
coxcited14,Guy,YES,"Moreira, Daiani Rodrigues; de Souza, Tuan Henrique Smielevski; Galhardo, Douglas; Puentes, Sandra Milena Diaz; Figueira, Cinthia Leao; da Silva, Breno Gabriel; das Chagas, Francieli; Gigliolli, Adriana Aparecida Sinopolis; de Toledo, Vagner de Alencar Arnaut; Ruvolo-Takasusuki, Maria Claudia Colla","Imidacloprid Induces Histopathological Damage in the Midgut, Ovary, and Spermathecal Stored Spermatozoa of Queens After Chronic Colony Exposure",ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,41,1637,1648,10.1002/etc.5332,2022,"Bee colony health is declining as a result of several factors, including exposure to pesticides. The development and strength of honey bee colonies depend on the reproductive success of queen bees. Because flowers are sources of food for bees, foragers can accidentally collect and carry contaminated pollen and nectar to their hives; and this may compromise the longevity and the life span of individuals. Thus, the present study aimed to observe the action of imidacloprid in the midgut and ovaries of Apis mellifera queens, as well as the effects on sperm stored in their spermatheca. To this end, the apiary was divided into three experimental groups: control, commercial imidacloprid, and active ingredient imidacloprid. For toxicity assays, a sucrose solution containing 1 mu g/L of imidacloprid was offered to the colonies for 42 days. A control group received only food in the same period. In both treatments with imidacloprid, the midgut of queens showed modifications in the external musculature and cellular alterations. Such changes could lead to the nonrecovery of the epithelium and subsequently malabsorption of nutrients. Moreover, the digestive cells of queen bees exposed to the commercial imidacloprid presented pyknotic nuclei, suggesting a cell death process. The main alterations observed in the ovaries of these reproductive bees treated with commercial imidacloprid were degeneration and resorption of the ovariole content, which probably affected their fertilization and colony development. There were no significant changes in the spermatozoa morphology for both treatments with imidacloprid, but this insecticide may interfere with the development and reproductive success of A. mellifera colonies because it affects the morphology and function of essential organs for the survival of queens. Environ Toxicol Chem 2022;00:1-12. SETAC"
coxcited15,Guy,NO,"Elonheimo, Hanna Maria; Mattila, Tiina; Andersen, Helle Raun; Bocca, Beatrice; Ruggieri, Flavia; Haverinen, Elsi; Tolonen, Hanna",Environmental Substances Associated with Chronic Obstructive Pulmonary Disease-A Scoping Review,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,19,,,10.3390/ijerph19073945,2022,"Chronic obstructive pulmonary disease (COPD) is a slowly developing non-communicable disease (NCD), causing non-reversible obstruction and leading to marked morbidity and mortality. Besides traditional risk factors such as smoking, some environmental substances can augment the risk of COPD. The European Human Biomonitoring Initiative (HBM4EU) is a program evaluating citizens' exposure to various environmental substances and their possible health impacts. Within the HBM4EU, eighteen priority substances or substance groups were chosen. In this scoping review, seven of these substances or substance groups are reported to have an association or a possible association with COPD. Main exposure routes, vulnerable and high-exposure risk groups, and matrices where these substances are measured are described. Pesticides in general and especially organophosphate and carbamate insecticides, and some herbicides, lead (Pb), and polycyclic aromatic hydrocarbons (PAHs) showed an association, and cadmium (Cd), chromium (Cr and CrVI), arsenic (As), and diisocyanates, a possible association with COPD and/or decreased lung function. Due to long latency in COPD's disease process, the role of chemical exposure as a risk factor for COPD is probably underestimated. More research is needed to support evidence-based conclusions. Generally, chemical exposure is a growing issue of concern, and prompt action is needed to safeguard public health."
coxcited16,Guy,NO,"Straw, Edward A. A.; Thompson, Linzi J. J.; Leadbeater, Ellouise; Brown, Mark J. F.","'Inert' ingredients are understudied, potentially dangerous to bees and deserve more research attention",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,289,,,10.1098/rspb.2021.2353,2022,"Agrochemical formulations are composed of two broad groups of chemicals: active ingredients, which confer pest control action, and 'inert' ingredients, which facilitate the action of the active ingredient. Most research into the effects of agrochemicals focusses on the effects of active ingredients. This reflects the assumption that 'inert' ingredients are non-toxic. A review of relevant research shows that for bees, this assumption is without empirical foundation. After conducting a systematic literature search, we found just 19 studies that tested the effects of 'inert' ingredients on bee health. In these studies, 'inert' ingredients were found to cause mortality in bees through multiple exposure routes, act synergistically with other stressors and cause colony level effects. This lack of research is compounded by a lack of diversity in study organism used. We argue that 'inert' ingredients have distinct, and poorly understood, ecological persistency profiles and toxicities, making research into their individual effects necessary. We highlight the lack of mitigation in place to protect bees from 'inert' ingredients and argue that research efforts should be redistributed to address the knowledge gap identified here. If so-called 'inert' ingredients are, in fact, detrimental to bee health, their potential role in widespread bee declines needs urgent assessment."
coxcited17,Guy,NO,"Takahashi, W. Y.; Galvao, C. W.; Urrea-Valencia, S.; Goncalves, D. R. P.; Hyeda, D.; Caires, E. F.; Etto, R. M.",Impact of seed-applied fungicide and insecticide on Azospirillum brasilense survival and wheat growth-promoting ability,LETTERS IN APPLIED MICROBIOLOGY,74,604,612,10.1111/lam.13645,2022,"The use of Azospirillum brasilense as a crop inoculant has increased in recent years. Thus, the compatibility of the inoculation technology with seed treatments using pesticides needs to be evaluated. In this study, we evaluated the effect of an insecticide and fungicide formulation on A. brasilense strain FP2 population by culturing and culture-independent approaches. In addition, we evaluated the impact of these pesticides on the ability of A. brasilense to promote plant growth by monitoring biometric traits (root and shoot dry mass and length) of wheat grown in Greenhouse conditions. Seed pesticide dressings, mainly fungicide, led to a significant mortality of A. brasilense over time. The ability of A. brasilense to promote wheat growth also decreased due to pesticide treatments combined with sowing delay. Considering that pesticides confer fitness advantages to the wheat in field condition, our results suggest that sowing within the first 4 h after inoculation maintain the beneficial effects of A. brasilense on wheat growth promotion. Furthermore, we conclude that inoculation and treatment of seeds with pesticides may be compatible techniques when carried out immediately before sowing."
coxcited18,Guy,NO,"Bhardwaj, Jitender K.; Kumar, Vijay; Saraf, Priyanka; Panchal, Harish; Rathee, Vishavjeet; Sachdeva, Som N.",Efficacy of N-acetyl- l-cysteine against glyphosate induced oxidative stress and apoptosis in testicular germ cells preventing infertility,JOURNAL OF BIOCHEMICAL AND MOLECULAR TOXICOLOGY,36,,,10.1002/jbt.22979,2022,"The present era's demand for continuous pesticides' use to increase the agriculture outcome, has caused numerous health effects among which mammalian infertility, owing to reproductive toxicity, is serious. Thus, the present study emphasizes upon glyphosate (GLY) induced toxicity and mitigating effects of N-acetyl cysteine (NAC) in testicular cells of caprine by using various cytotoxic and biochemical parameters. GLY was found to induce several apoptotic attributes such as pyknotic nuclei, tubular degeneration, increased vacuolization, and so on, in testicular cells. GLY also decreased the cell viability and increased the incidence of apoptosis in testicular cells in a dose- and time-dependent manner as revealed by MTT assay and Fluorescence (ethidium bromide/acridine orange) assay, respectively. It also increased the level of oxidative stress as evident with an increase in lipid peroxidation and decline in antioxidant power along with the decreased enzymatic activity of different antioxidant enzymes (SOD, CAT, and GST). However, NAC supplementation showed antagonistic results in GLY-treated testicular tissues with maximum amelioration at the highest dose, thereby decreasing GLY-mediated apoptosis rate and oxidative stress. Maximum amelioration was reported at 10 mM NAC concentration. Reduced GLY toxicity due to NAC will prove NAC to be an excellent approach for dealing with male reproductive toxicity at the cellular level, benefiting the mammalian reproductive status."
coxcited19,Guy,NO,"Simonsen, Derek; Cady, Nicole; Zhang, Chunyun; Shrode, Rachel L.; McCormick, Michael L.; Spitz, Douglas R.; Chimenti, Michael S.; Wang, Kai; Mangalam, Ashutosh; Lehmler, Hans-Joachim",The Effects of Benoxacor on the Liver and Gut Microbiome of C57BL/6 Mice,TOXICOLOGICAL SCIENCES,186,102,117,10.1093/toxsci/kfab142,2022,"The toxicity of many inert ingredients of pesticide formulations, such as safeners, is poorly characterized, despite evidence that humans may be exposed to these chemicals. Analysis of ToxCast data for dichloroacetamide safeners with the ToxPi tool identified benoxacor as the safener with the highest potential for toxicity, especially liver toxicity. Benoxacor was subsequently administered to mice via oral gavage for 3 days at concentrations of 0, 0.5, 5, and 50 mg/kg bodyweight (b.w.). Bodyweight-adjusted liver and testes weights were significantly increased in the 50 mg/kg b.w. group. There were no overt pathologies in either the liver or the intestine. 16S rRNA analysis of the cecal microbiome revealed no effects of benoxacor on alpha- or beta-diversity; however, changes were observed in the abundance of certain bacteria. RNAseq analysis identified 163 hepatic genes affected by benoxacor exposure. Benoxacor exposure expressed a gene regulation profile similar to dichloroacetic acid and the fungicide sedaxane. Metabolomic analysis identified 9 serum and 15 liver metabolites that were affected by benoxacor exposure, changes that were not significant after correcting for multiple comparisons. The activity of antioxidant enzymes was not altered by benoxacor exposure. In vitro metabolism studies with liver microsomes and cytosol from male mice demonstrated that benoxacor is enantioselectively metabolized by cytochrome P450 enzymes, carboxylesterases, and glutathione S-transferases. These findings suggest that the minor toxic effects of benoxacor may be due to its rapid metabolism to toxic metabolites, such as dichloroacetic acid. This result challenges the assumption that inert ingredients of pesticide formulations are safe."
coxcited20,Guy,YES,"Zaller, Johann G.; Weber, Maureen; Maderthaner, Michael; Gruber, Edith; Takacs, Eszter; Moertl, Maria; Klatyik, Szandra; Gyori, Janos; Roembke, Joerg; Leisch, Friedrich; Spangl, Bernhard; Szekacs, Andras","Effects of glyphosate-based herbicides and their active ingredients on earthworms, water infiltration and glyphosate leaching are influenced by soil properties",ENVIRONMENTAL SCIENCES EUROPE,33,,,10.1186/s12302-021-00492-0,2021,"Background Glyphosate-based herbicides (GBHs) are among the most often used pesticides. The hundreds of GBHs used worldwide consist of the active ingredient (AI) glyphosate in form of different salts, possibly other AIs, and various mostly undisclosed co-formulants. Pesticide risk assessments are commonly performed using single AIs or GBHs at standard soil conditions without vegetation. In a greenhouse experiment, we established a weed population with common amaranth (Amaranthus retroflexus) to examine the effects of three GBHs (Roundup LB Plus, Roundup PowerFlex, Touchdown Quattro) and their corresponding AIs (salts of glyphosate isopropylammonium, potassium, diammonium) on the activity and physiological biomarkers (glutathione S-transferase, GST; acetylcholine esterase, AChE) of an ecologically relevant earthworm species (Lumbricus terrestris). GBHs and AIs were applied at recommended doses; hand weeding served as control. Experiments were established with two soil types differing in organic matter content (SOM; 3.0% vs. 4.1%) and other properties. Results Earthworm activity (casting and movement activity) decreased after application of glyphosate formulations or active ingredients compared to hand weeding. We found no consistent pattern that formulations had either higher or lower effects on earthworm activity than their active ingredients; rather, differences were substance-specific. Earthworm activity was little affected by soil organic matter levels. Biomarkers remained unaffected by weed control types; GST but not AChE was decreased under high SOM. Water infiltration after a simulated heavy rainfall was interactively affected by weed control types and SOM. Leachate amount was higher after application of formulations than active ingredients and was higher under low SOM. Glyphosate concentrations in soil and leachate were strongly affected by application of formulations or active ingredients and varied with SOM (significant weed control type x SOM interaction). Conclusions We found that both commercial formulations and pure active ingredients can influence earthworms with consequences on important soil functions. Glyphosate products showed increased, reduced or similar effects than pure glyphosate on particular soil functions; soil properties can substantially alter this. Especially at lower SOM, heavy rainfalls could lead to more glyphosate leaching into water bodies. A full disclosure of co-formulants would be necessary to further decipher their specific contributions to these inconsistent effects."
coxcited21,Guy,NO,"Straw, Edward A.; Brown, Mark J. F.",Co-formulant in a commercial fungicide product causes lethal and sub-lethal effects in bumble bees,SCIENTIFIC REPORTS,11,,,10.1038/s41598-021-00919-x,2021,"Pollinators, particularly wild bees, are suffering declines across the globe, and pesticides are thought to be drivers of these declines. Research into, and regulation of pesticides has focused on the active ingredients, and their impact on bee health. In contrast, the additional components in pesticide formulations have been overlooked as potential threats. By testing an acute oral dose of the fungicide product Amistar, and equivalent doses of each individual co-formulant, we were able to measure the toxicity of the formulation and identify the ingredient responsible. We found that a co-formulant, alcohol ethoxylates, caused a range of damage to bumble bee health. Exposure to alcohol ethoxylates caused 30% mortality and a range of sublethal effects. Alcohol ethoxylates treated bees consumed half as much sucrose as negative control bees over the course of the experiment and lost weight. Alcohol ethoxylates treated bees had significant melanisation of their midguts, evidence of gut damage. We suggest that this gut damage explains the reduction in appetite, weight loss and mortality, with bees dying from energy depletion. Our results demonstrate that sublethal impacts of pesticide formulations need to be considered during regulatory consideration, and that co-formulants can be more toxic than active ingredients."
coxcited22,Guy,NO,"Wang, Zijing; Gu, Zhanyong; Wang, Fen; Hermawan, Angga; Hirata, Shingo; Asakura, Yusuke; Hasegawa, Takuya; Zhu, Jianfeng; Inada, Miki; Yin, Shu",An ultra-sensitive room temperature toluene sensor based on molten-salts modified carbon nitride,ADVANCED POWDER TECHNOLOGY,32,4198,4209,10.1016/j.apt.2021.09.027,2021,"In this work, two-dimensional crystalline C3N4 (CCN) was obtained by promoting the self-condensation reaction of dicyandiamide in an air atmosphere via the molten salt method. Studies show that compared with polymer-C3N4 (PCN) ((9.8 m(2)/g)), CCN has a larger specific surface area (77.1 m(2)/g)) and better crystallinity. Additionally, the resistance of CCN in the air is 40 M Omega, 1250 times lower than that of polymer-C3N4 (PCN) (similar to 50000 M Omega). Secondly, when 50 ppm toluene gas analysis flows into the CCN based gas sensor at room temperature, the gas response value is 350. The CCN based gas sensor works for 60 days, or after 25 cycles continuously, the gas response value remains at about 350 (R-g/R-a), which is due to the excellent crystallinity, optimized it conjugate system, and enhanced interlayer van der Waals of CCN. Additionally, the critical effect of crystallinity on the gas sensitivity of carbon nitride is also discussed in detail. (C) 2021 The Society of Powder Technology Japan. Published by Elsevier B.V. and The Society of Powder Technology Japan. All rights reserved."
coxcited23,Guy,NO,"Wernecke, Anna; Eckert, Jakob H.; Forster, Rolf; Kurlemann, Nils; Odemer, Richard",Inert agricultural spray adjuvants may increase the adverse effects of selected insecticides on honey bees (Apis mellifera L.) under laboratory conditions,JOURNAL OF PLANT DISEASES AND PROTECTION,129,93,105,10.1007/s41348-021-00541-z,2022,"Currently, more than 360 spray adjuvants are registered in Germany (September 2021). Unlike plant protection products (PPPs), adjuvants are not subjected to regulatory risk assessment. In practice, numerous combinations of PPPs and adjuvants are therefore possible. Thus, tank mixtures containing insecticides that are classified as non-hazardous to bees up to the highest approved application rate or concentration may raise pollinator safety concerns when mixed with efficacy increasing adjuvants and applied in bee-attractive crops. This study analyzes whether selected PPP-adjuvant combinations result in increased contact mortality and pose an elevated risk to honey bees. To answer this question, we chose six common spray adjuvants of different classes for laboratory screening. These were then tested in a total of 30 tank mixtures, each with a neonicotinoid (acetamiprid), pyrethroid (lambda-cyhalothrin), diamide (chlorantraniliprole), carbamate (pirimicarb), and butenolide (flupyradifurone) formulation. We adapted an acute contact test (OECD Test Guideline 214) to our needs, e.g., by using a professional spray chamber for more realistic exposures. Our results showed that, in total, 50% of all combinations significantly increased the mortality of caged honey bees in comparison with individual application of insecticides. In contrast, none of the adjuvants alone affected bee mortality (Cox proportional hazard model, p > 0.05). With four of the five insecticide formulations, the organosilicone surfactant Break-Thru(R) S 301 significantly increased bee mortality within 72 h (for all insecticides except chlorantraniliprole). Furthermore, acetamiprid yielded the highest and second highest mortality increases from a tank mixture with the crop oil surfactant LI 700(R) (hazard ratio = 28.84, p < 0.05) and the organosilicone Break-Thru(R) S 301 (hazard ratio = 14.66, p < 0.05), respectively. To assess risk in a more field-realistic setting, field trials should be performed to provide a more realistic exposure scenario under colony conditions."
coxcited24,Guy,YES,"Ergun, Hacer; Cayir, Akin",Exposure to glyphosate and tetrachlorvinphos induces cytotoxicity and global DNA methylation in human cells,TOXICOLOGY AND INDUSTRIAL HEALTH,37,610,618,10.1177/07482337211033149,2021,"Two organophosphate pesticides-glyphosate and tetrachlorvinphos-have been announced as carcinogens to humans by various authorities, including the European Chemical Agency and the Environmental Protection Agency. We aimed to investigate molecular mechanisms associated with carcinogenicity and to examine changes in global m(5)C DNA methylation and cytotoxic potential in A549 lung epithelial cells in response to glyphosate and tetrachlorvinphos, and differential gene expression of m(5)C DNA methyltransferase genes in Sprague Dawley rats to Roundup (commercial formulation of glyphosate). Global m(5)C level significantly increased after 1500 mu M glyphosate exposure for 24 h. We determined that exposure to tetrachlorvinphos did not significantly increase the m(5)C level in A549 cells for 24 h. Additionally, we did not observe significant DNA methylation alteration for both pesticides after 12 h exposure. In the animal study, we observed that DNA methyltransferase genes (DNMT3b and DNMT3a) showed significantly higher expression in Roundup-exposed rats than the control group in the liver and kidney. We also observed that a significant cytotoxic effect was determined after the treatment of the cells with higher concentrations of glyphosate and tetrachlorvinphos. Our results revealed that DNA methylation could be modified by exposure to glyphosate and that exposure to Roundup was associated with the differential expression level of m(5)C DNA methylation methyltransferase. Finally, exposure to both pesticides increased cytotoxicity."
