STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,YEAR,JOURNAL,VOLUME,LPAGES,UPAGES,DOI,ABSTRACT,...10,STUDY_ID.1
11,Lisa,NO,Thirumalaisamy R.; Nimithap S.; Harini S.; Rajiniganth R.; Haritha S.; Ameer K.; Vadivel P.; Selvankumar T.,Potential Application of Nanoemulsion in Agriculture: A Current Perspective,2025,International Journal of Advanced Science and Engineering,11,4328,4350,10.29294/IJASE.11.3.2025.4328-4350,"The growing global population is driving the stipulation for food and agronomical resources. The application of traditional agrochemicals in the agriculture sector has wide-ranging consequences on both organisms and the environment. Prospects in formulating nanoemulsions used as nano delivery systems for agrochemicals in fields, crop protection, and farm animal management by improving animal and plant efficiency in agriculture. This review places emphasis on bio nanoemulsion formulation for different agricultural applications such as pesticides, fungicides, acaricides, insect and tick repellents, herbicides, and nematicides, which reduce toxicity and, in turn, improve environmental sustainability. Overall, nanoemulsion paves the way to more efficient, eco-friendly and reliable implementation in agronomics. The targeted active substance is advantageous using a method of nanoemulsion due to their unique size to surface area ratio. This allows better penetration through plant cuticles and insect agrochemicals. The controlled release mechanisms inherent in nanoemulsion systems can minimize the environmental impact of agrochemicals. By allowing for targeted application at lower dosages, nanoemulsions protect active ingredients from disintegration due to factors such as light and heat fluctuations. This stability ensures that the agrochemicals remain effective over longer periods, enhancing their usability in various agricultural settings. © 2025 Mahendrapublications.com, All rights reserved.",NA,11
12,Lisa,NO,Mansour H.A.B.; Radwan O.A.; El-Dars F.M.S.E.,"Chemical Stability and Byproducts Identification of Hexythiazox Emulsion Concentrate under Thermal Storage, Hydrolysis, and Photolysis in Egyptian Clay Soil",2025,Egyptian Journal of Soil Science,65,179,202,10.21608/ejss.2024.327470.1883,"IN THE PRESENT study, the stability of hexythiazox in the formulation of Efdal hekzarun 5% EC after accelerated hot storage for 14 weeks at 35, 40, 45, and 54 °C, forced acidic and alkaline hydrolysis for 7 days in 1.0, 0.1, and 0.01N in HCl and NaOH, and photolysis in clay soil of Egypt for 14 days was investigated. The results showed that the active ingredient decreased by 18.15% after 14 weeks of storage at 54 °C. However, the decline within the same time period ranged between 5-10% at 35, 40, and 45 °C, respectively. Thus, hexythiazox storage complied with FAO specification after more than 14 weeks at 35°C and not after more than 9, 8, and 4 weeks at 40, 45, and 54°C, respectively. The data showed that the degradation rate of hexythiazox was dependent on its initial concentration and increased progressively as temperature increased. Furthermore, the shelf life of hexythiazox after storage at 54°C was found to be approximately 1/5 that of its shelf life after storage at 35°C. The kinetics of hexythiazox degradation under the studied conditions followed the first-order model, being dependent upon its initial concentration. The shelf life (t0.95) and half-life (t1/2) of hexythiazox in forced alkaline solutions were less than those in acidic solutions. The results revealed that hexythiazox is a non-persistent pesticide in soil; it decomposed rapidly in Egyptian clay-loam soil, with an 80.53% reduction in 14 days at ambient conditions and a half-life (t1/2) of 5.75 days. This is due to soil pH (8.59), organic matter (1.92), and the molecular structure of hexythiazox, which contains chromophores such as ethylene and carbonyl groups; it may be sensitive to direct photolysis by sunlight because it absorbs wavelengths longer than 290 nm. According to the GC/MS analysis, hexythiazox was degraded to different byproducts after specified conditions. The benzene and cyclohexane rings remain stable under different applied conditions; however, the thiazolidine ring is cleaved and opened during thermal and forced acidic hydrolysis and remains stable after alkaline hydrolysis and soil photolysis. The contraction reaction is unique to the forced alkaline hydrolysis and photolysis of hexythiazox in clay-loam soil; thus, two products were identified: 4-chloro-2-(cyclohexanecarboxamido) benzoic acid and 3-cyclohexyl-1-methyl-1-(2-phenylethyl) urea; the latter one and 4-methyl-5-phenylthiazolidine-2-one were identified in the forced alkaline hydrolysis of hexythiazox. ©2025 National Information and Documentation Center (NIDOC).",NA,12
13,Lisa,NO,Pitzer J.B.; Navarro J.D.; Phillips E.S.,Decreased emergence rates of adult house flies (Musca domestica; Diptera: Muscidae) due to exposure to commercially available insecticidal baits during larval development,2025,Journal of Economic Entomology,118,391,396,10.1093/jee/toae310,"House flies, Musca domestica L. (Diptera: Muscidae), are commonplace pests in both urban and agricultural settings. The potential for house flies as vectors of many disease-causing organisms to humans and animals, coupled with their incessant nuisance behaviors toward these hosts has resulted in a desire to manage their populations. Although many house fly management tools are available, insecticide use continues to predominate as the preferred choice. One such option, insecticidal baits, is commercially available in a variety of active ingredients that encompass several modes of action. Though they can be effective, resistance to many of the active ingredients used in bait formulations has been documented. The primary pathway for resistance evolution to bait products likely has been selection at the targeted adult stage. However, exposure at the larval stage may occur when these products are scattered on substrates, contaminating sub-surface developmental areas and ultimately, playing a selective role as well. A study was conducted to assess the potential mortality effects of insecticidal bait products on house fly larval development when applied according to the manufacturer’s recommended label rate. Adult house fly emergence was reduced by nearly 40% due to treatment, supporting the implication that bait-driven mortality during larval development may represent a previously unrecognized selection pathway contributing to resistance evolution against these products. © 2025 Oxford University Press. All rights reserved.",NA,13
14,Lisa,NO,Abdoul-Latif F.M.; Ainane A.; Mohamed H.; Ali A.M.; Cacciatore S.; Ainane T.,Advanced Formulation of Ecological Bioinsecticides Based on Citrus limonum in Clayey Matrices: Optimization of Diffusive Dynamics,2025,Sustainability (Switzerland),17,NA,NA,10.3390/su17020785,"This study investigates the innovative use of natural porous clays from the Bejaad Region in Morocco as a support matrix for the encapsulation and controlled release of lemon essential oil (Citrus limonum, EOCL), a natural compound with well-documented insecticidal properties. The research aims to address the inherent challenges of essential oils, particularly their high volatility and rapid degradation, by improving their stability and insecticidal efficiency against the grain pest Sitophilus granarius. By anchoring EOCL onto clay matrices, this study seeks to achieve a sustained and controlled release of the active components, thereby enhancing their practical application as biopesticides. The clays were comprehensively characterized using advanced analytical techniques, including X-ray diffraction (XRD), X-ray fluorescence (XRF), Fourier-transform infrared spectroscopy (FT-IR), scanning electron microscopy with energy-dispersive X-ray analysis (SEM-EDX), and thermogravimetric analysis (TGA). These techniques revealed the mineralogical composition, thermal properties, and morphology of the clays, demonstrating their suitability for effectively adsorbing and retaining EOCL. The insecticidal performance of the clay/EOCL composites was thoroughly tested under controlled conditions, revealing a marked improvement in efficacy, with significantly lower lethal doses required to achieve high mortality rates in Sitophilus granarius. The diffusion of EOCL through the clay matrix was modeled using Fick’s law of diffusion, and the results were further refined through statistical optimization to identify key parameters that influence the release and effectiveness of the active compounds. Complementing the experimental approach, a bioinformatics analysis was conducted to explore the molecular interactions between limonene, the primary active component of EOCL, and target proteins in insects. This theoretical investigation provided insights into the potential mechanisms of action, reinforcing the empirical findings. This study concludes that encapsulating EOCL within porous clay matrices not only enhances the stability and controlled release of the oil but also significantly boosts its insecticidal effectiveness. This approach presents a promising, environmentally sustainable strategy for crop protection, integrating material science, theoretical modeling, and bioinformatics to develop more efficient and durable biopesticides. © 2025 by the authors.",NA,14
15,Lisa,maybe,Moreira A.; Nogueira V.; Bouguerra S.; Antunes S.C.; Rodrigues S.,Ecotoxicity of bioinsecticide spinosad to soil organisms: Commercial formulation versus active ingredient,2025,Comparative Biochemistry and Physiology Part - C: Toxicology and Pharmacology,287,NA,NA,10.1016/j.cbpc.2024.110056,"Spintor® (SPIT®) is a commercial formulation of a bioinsecticide with the active ingredient Spinosad (SPIN). Despite the efforts of regulatory agencies, there still is a lack of information regarding short- and long-term exposures to soil-dwellers, as well as effects at environmentally relevant concentrations. This work aimed to evaluate the effects of SPIT® and SPIN, on the oligochaete Eisenia fetida, and the arthropod Folsomia candida. For this, natural soil was spiked with environmentally relevant concentrations (0.00–1.49 mg of the active ingredient·kg−1 of dry soil) to assess avoidance behaviour in E. fetida and reproduction effects on both species. Further, in E. fetida adults exposed for 2- and 28-day biomarkers of oxidative stress, energetic reserves, neurotoxicity and genotoxicity were evaluated. A significant reduction in juvenile production for F. candida was observed for SPIT® at ≥0.66 mg kg−1 and SPIN at ≥0.13 mg kg−1, and although no effect was observed on E. fetida reproduction, the oligochaeta revealed a tendency to avoid soil spiked with SPIT® at 0.44, 0.66 and 1.49 mg kg−1. The sub-individual responses of E. fetida demonstrate genotoxicity upon exposure to SPIT® and SPIN for 2 days. The 2-day exposures of SPIT® and SPIN seem to induce defence mechanisms, and in general, SPIN exerted higher effects than SPIT® on the oligochaetes. Overall, the pro-oxidant performance and energy metabolism pathways were disrupted in both exposures to SPIT® and SPIN. The results suggest that spinosyns-based products can have an impact on soil arthropods F. candida and oligochaete's health, possibly affecting their essential functions in terrestrial ecosystems. © 2024 The Authors",NA,15
16,Lisa,NO,Bouqellah N.A.; Abdulmajeed A.M.; Rashed Alharbi F.K.; Mattar E.; Al-Sarraj F.; Abdulfattah A.M.; Hassan M.M.; Baazeem A.; Al-Harthi H.F.; Musa A.; Asseri T.A.Y.; Soliman M.H.,Optimizing encapsulation of garlic and cinnamon essential oils in silver nanoparticles for enhanced antifungal activity against Botrytis cinerea pathogenic disease,2025,Physiological and Molecular Plant Pathology,136,NA,NA,10.1016/j.pmpp.2024.102522,"The application of nanotechnology offers an environmentally sustainable approach to managing plant diseases and improving the protection of agricultural products and food. The antimicrobial potential of essential oils (EOs) derived from Allium sativum (garlic) and Cinnamomum verum (cinnamon) can be significantly enhanced through the application of nanotechnology. In this study, we encapsulated the EOs of A. sativum and C. verum in silver nanoparticles (AgNPs), which resulted in increased fungicidal activity against Botrytis cinerea, the pathogen responsible for anthracnose in many horticultural crops. The encapsulated EOs demonstrated a synergistic effect, achieving over 80 % inhibition of B. cinerea mycelium growth and suppressing conidia germination by 75 %. Furthermore, substantial morphological changes in the fungal hyphae were observed upon application of the nano-encapsulated EOs. The observed morphological changes included disrupted cell walls and deformed hyphal structures, which indicated severe damage to the fungal cells. The AgNPs function as carriers, enhancing the stability and dispersion of EOs and facilitating a more uniform and sustained release of the active compounds. The results of this study indicate that nano-encapsulated EOs have the potential to be effective antifungal agents, offering a promising approach for pathogen control in agriculture. The integration of nanotechnology with traditional antimicrobial agents enables the development of advanced formulations that provide enhanced protection against a wide range of plant pathogens. This approach not only enhances the efficacy of existing treatments but also reduces the necessity for synthetic chemicals, thereby aligning with sustainable agricultural practices. © 2024 Elsevier Ltd",NA,16
17,Lisa,NO,Kemala P.; Prianto A.H.; Martino A.D.; Idroes R.; Javaid S.; Hua L.S.; Fatriasari W.,Valorization of lignin as an active agent in sustainable agriculture: A review,2025,Journal of Industrial and Engineering Chemistry,NA,NA,NA,10.1016/j.jiec.2025.03.001,"Lignin, a renewable and abundant biopolymer, holds immense potential for sustainable agricultural uses. Its distinctive attributes, including UV absorbance, biodegradability, high aromaticity, and environmental friendliness, make it a significant element in the formulation of agrochemicals and advanced agricultural products. This review explores recent progress in lignin valorization, emphasizing its role in enhancing soil health, plant growth, and crop protection. Notably, lignin-based slow-release fertilizers have demonstrated a release rate of 60–75% throughout various time intervals. Moreover, during seed encrusting, the application of the coating increased seed weight ranging from 8% to 500%. Furthermore, the integration of cellulose and lignin into polylactic acid (PLA) film coatings has increased the tensile strength and modulus by approximately 40% and 60%, respectively, which is advantageous for preventing seed deterioration. Additionally, lignin-coated fertilizers and seed treatments improved nutrient retention, water efficiency, and crop yields while reducing soil and water contamination. Lignin valorization promotes sustainable practices and diminishes the dependence on synthetic polymers, thus addressing agricultural issues while supporting environmental conservation objectives. This review emphasizes recent progress in lignin research, offering a framework for its efficient incorporation into agricultural systems to attain more sustainable and productive farming practices. © 2025 The Korean Society of Industrial and Engineering Chemistry",NA,17
18,Lisa,NO,Bisht N.; Fular A.; Ghosh S.; Nanyiti S.,Systematic review and meta-analysis of acaricidal properties of plant derived products against Ixodid ticks population,2025,Discover Applied Sciences,7,NA,NA,10.1007/s42452-025-06629-7,"Application of plant extracts and plant-based formulations is one of the sustainable methods for the management of resistant ticks and thus managing the tick-borne diseases. In the present study, we comprehensively analyzed the research papers based on the acaricidal activity of plant extracts. A meta-analysis was conducted with an aim to highlight the potential candidates for further research for the development of ecofriendly and sustainable anti-tick herbal formulations. A total of 52 papers were analyzed up until December 2023, sourced from extensive searches of databases such as PubMed, Scopus, Science Direct and Google Scholar, focusing on the acaricidal activity of various plants against tick species. The plants belonging to Annonaceae and Burseraceae families were found significantly effective against ticks. Amongst the tick species, Rhipicephalus microplus was the highly studied tick species followed by Haemaphysalis bispinosa and Hyalomma dromedarii. The most responsive tick species to plant extracts were Hyalomma dromedarii and Ambylomma cajannense. With respect to the parts of the plants used, leaf (45%) was extensively utilized while the extracts prepared from the resin, stem and fruit peel of the plant showed highest acaricidal activity. The present study highlighted significant variability in the effectiveness of plant extracts depending on the plant species, plant parts used, type of extractant, and the tick species tested. These findings emphasize the need to develop a Standard Operating Protocol (SOP) for evaluating phytocompounds. Future research should prioritize isolating active compounds, elucidating their mechanisms of action, and optimizing formulations to ensure sustainable and effective tick management strategies. © The Author(s) 2025.",NA,18
19,Lisa,NO,Li F.; Xiu Y.; Wang A.; Zhang Y.; Zhang X.; Gao S.; Ye F.; Fu Y.,Environmentally Friendly Sustained-Release Antifungal Cyclodextrin Inclusion Complex Nanofibers for Controlling Fungi,2025,Langmuir,41,6345,6352,10.1021/acs.langmuir.5c00158,"The development of hydrophobic pesticide formulations remains constrained by complicated manufacturing processes, excessive reliance on organic solvents, and indispensable surfactants. The practical application of dimethomorph (DIM) is hindered by its hydrophobic nature, posing risks to nontarget organisms. Inspired by the uptake of nanomaterials by plants, DIM was encapsulated in the cyclodextrin (CD) cavity to optimize its water-solubility and the sustained-release rate. The spatial confinement effect of CD could facilitate the thermostability of DIM. DIM/CD inclusion complex solutions were electrospun to fabricate nanofibers with bead-free and smooth morphology. As predicted, the release of DIM/CD inclusion complex nanofibers reached plateaus with accumulative release values of approximately 75%. The antifungal activity of DIM/CD inclusion complex nanofibers possesses much higher than DIM for controlling Rhizoctonia solani and Haematonectria hematococco, thereby enhancing its antifungal bioactivity and reducing pesticide spraying frequency. The inhibition rates of Rhizoctonia solani by DIM/HPβCD and DIM/HPγCD inclusion complex nanofibers are found to be 55.8% and 53.6% within 144 h, respectively. This work explores the feasibility of inclusion of complex nanofibers as a delivery platform for application in sustained agriculture production. © 2025 American Chemical Society.",NA,19
20,Lisa,NO,Luo Z.; Ma S.; Zhang Y.; Li H.; Yuan Y.,A pesticide powder prepared from four Chinese herbal medicine extracts as the active ingredient: Optimization of preparation process and quality examination,2025,Journal of Natural Pesticide Research,11,NA,NA,10.1016/j.napere.2024.100109,"To optimize the preparation process of a wettable powder using four traditional Chinese medicine extracts, namely Artemisia argyi Lévl. et Van., Sophora alopecuroides L., Hippophae rhamnoides L. and Juniperus sabina L., which are used as raw materials for the production of traditional Chinese medicine extract wettable powder, by adding suitable carriers and additives. Traditional Chinese medicine extract wettable powder was prepared by directly mixing the raw materials, carriers, and additives, followed by grinding and sieving. Types of carriers, dispersants, wetting agents, the ratio of dispersant to wetting agent, and the amount of additives were examined as factors in the optimization of the preparation process for the wettable powder using the orthogonal experimental design method, based on the single-factor experiment. When the carrier is bentonite, the dispersant is calcium lignosulfonate, the wetting agent is tide laundry detergent, the ratio of dispersant to wetting agent is 1: 9, the amount of additives added is 15 %, the comprehensive score of the prepared wettable powder is the highest, being up to 80.64 %, the quality inspection meets the general requirements. The optimized preparation process of the traditional Chinese medicine extract wettable powder is demonstrated to be feasible and provides a reference and technical support for further development and subsequent field trials of extract powders. © 2024 The Authors",NA,20
21,Lisa,NO,Kieny E.; Candelier K.; Milhe L.; Estevez Y.; Sophie C.; Lehnebach R.; Damay J.; Florez D.; Houël E.; Thévenon M.-F.; Bossu J.,The Potential of Wacapou (Vouacapoua americana) Extracts to Develop New Biobased Protective Solutions for Low-Durability Wood Species,2025,Journal of Renewable Materials,13,79,100,10.32604/jrm.2024.056731,"The valorization of Amazonian wood residues into active chemical compounds could be an eco-friendly, cost-effective and valuable way to develop wood preservative formulations to enhance the decay and termite resistance of low-durable wood species. Wacapou (Vouacapoua americana., Fabaceae) is a well-known Guianese wood species commonly used in local wood construction due to its outstanding natural durability, which results from the presence of a large panel of extractives compounds. In addition, its industrial processing generates large amounts of residues. Wacapou residues were extracted by maceration using four different solvents (water/ethanol, ethyl acetate, hexane and dichloromethane/methanol), separately and successively. The yield of each extractive fraction was determined, and their chemical compositions were analyzed by Liquid Chromatography-Mass Spectrometry (LC-MS). Ethyl acetate led to the highest extraction yield, and the active compounds were identified in the obtained extractive fraction. In this sense, the fungicidal and termite-repellent properties of these extractives were then tested using a screening laboratory (with temperate and tropical microorganisms), according to the solution concentration (1%, 2.5%, 5%, 8% and 10%). Finally, Virola michelii Heckel wood samples (low durable species) were impregnated with the 8% concentration solution. The impregnated wood samples were then exposed to a soil bed test. The results highlighted that the nature of the solvent used during wood maceration affects the content of the obtained extractive fractions. Ultra-Performance Liquid Chromatography–High-Resolution Mass Spectrometry (UHPLC-HRMS) analyses showed the influence of extraction parameters on the nature of the extracted molecules. Wacapou extracts (from ethyl acetate maceration) showed good anti-fungal and anti-termite activities. Additionally, the concentration in extractives had an impact on the anti-termite activity level for Reti-culitermes flavipes and Cryptotermes sp. Formulations based on Wacapou extractives showed a good potential for valorization in eco-friendly preservatives, aiming to confer better durability to local low-durability wood species. © 2025 The Authors.",NA,21
22,Lisa,NO,Gardiki V.; Pavlou P.; Siamidi A.; Papageorgiou S.; Papadopoulos A.; Iakovou K.; Varvaresou A.,Plant Stem Cells in Cosmetic Industry,2025,Plants,14,NA,NA,10.3390/plants14030433,"It is interesting to note that some of the most lucrative commercial products available today are derived from plant cell cultures. Apple, grape, ginger, rice, and other plant stem cells have been successfully and extensively utilized in cosmetic preparations all over the world. The advantages of plant cell suspensions over field-grown complete plants, which exhibit developmental stages of growth, plant age, and organ-specific differences, include sustainability, lack of pesticide residues, and independence from climate fluctuations. The procedure of extracting and purifying physiologically active compounds from plant cell cultures is significantly streamlined because of the possibility that these chemicals may be released into the intercellular gaps or wasted media through the cell walls and membrane. Upon downstream processing from the cells, the released chemicals exhibit minimal losses and a high degree of purity. Overall, the practical interest is in creating high-quality, sustainable, and innovative skincare solutions that meet both consumer needs and environmental concerns while driving the cosmetic industry toward more advanced biotechnological approaches. Our review intends to show the advantages of plant stem cells in cosmetic preparations. © 2025 by the authors.",NA,22
23,Lisa,NO,Pereira-Rojas J.; Pérez V.; Parra J.G.; Barrios N.; Muñoz A.; Castillo J.; Pal L.; Pereira J.,Interfacial behavior of neem oil (Azadirachta indica): Experimental and computational insights,2025,Colloids and Surfaces A: Physicochemical and Engineering Aspects,707,NA,NA,10.1016/j.colsurfa.2024.135944,"Neem oil (NO) is a natural, bioactive extract derived primarily from neem seeds. Renowned for its antimicrobial, antifungal, antioxidant, pesticide, and insecticidal properties, NO is a highly effective and eco-friendly alternative to synthetic chemicals in agricultural, food, and medical applications. The interfacial properties of NO were assessed by measuring its effect as an additive on the formulation of microemulsions (MEs) and nanoemulsions (NEs). Formulation scans were employed to evaluate the effect of NO on surfactant-oil-water (SOW) systems under optimum formulation conditions. The results indicate that adding NO to the oil phase shifts the hydrophilic-lipophilic balance (HLB) value, at optimum formulation, from 9.5 to 11.5, suggesting that the additive contributes to the emulsification of the oil phase. Maltese cross patterns were observed on polarized light micrographs taken from the ME containing NO, indicating the presence of lamellar liquid crystals (LCs). NEs generated by a low-energy emulsification method displayed droplet size significantly lower droplet sizes (11–22 ± 1) nm than those obtained by high-energy methods. Molecular dynamics (MD) simulations revealed the hydrophilic nature of azadirachtin, the key bioactive component of NO, at the water/n-decane interface, providing molecular evidence of its interfacial behavior. These findings pave the way for future research to enhance NO's interfacial properties, potentially leading to more eco-friendly products and applications. © 2024 Elsevier B.V.",NA,23
