"STUDY_ID","REVIEWERS","INCLUDE","STUDY_ID.2","REVIEWERS.1","INCLUDE.1","AUTHORS","TITLE","YEAR","JOURNAL","VOLUME","LPAGES","UPAGES","DOI","ABSTRACT","...13","STUDY_ID.1"
"11","Lisa","YES","61","Lisa","maybe","Li X.; Yun Y.; Wang Y.; Zhu W.; Bu Q.; Fan Y.; Wang H.","High-performance delivery capsules co-assembled from lignin and chitosan with avermectin for sustainable pest management","2025","International Journal of Biological Macromolecules","289",NA,NA,"10.1016/j.ijbiomac.2024.138894","Inexpensive biomass materials hold great potential for the development of green delivery systems aimed at improving the extremely low utilization efficiency of pesticides. However, current systems face challenges in achieving both high encapsulation rates and drug loading capacities. This study introduces a novel method using chitosan (CS) and sodium lignosulfonate (SL) to co-assemble with avermectin (AVM), a widely used hydrophobic pesticide, forming AVM-CS-SL micro-nano capsules. Engineered under optimized conditions of pH 5 and 40 °C, the capsules exhibit an AVM encapsulation efficiency of 84.27 % and a loading capacity of 90 %. The AVM-CS-SL capsules demonstrate multifunctional attributes that enhance pesticide application. The capsules, with an average diameter of 356 nm, facilitate stable embedding in leaf grooves and enable effective adhesion to leaf surfaces, thereby improving their resistance to wash-off by rain compared to conventional formulations. Their core-shell structure protects AVM from photodegradation, ensuring long-term stability and efficacy. The capsules also exhibit enhanced bioactivity, with higher mortality rates in Plutella xylostella larvae and low genotoxicity to Vicia faba plants. These findings highlight the strategy of developing multifunctional delivery systems by the co-assembled carrier materials with active ingredients, offering an effective solution for the sustainable development of society and environment. © 2024 Elsevier B.V.",NA,"61"
"12","Lisa","YES","63","Lisa","maybe","Yang C.; Lu Z.; Zhou C.; Yao X.; Tang Y.; Li X.; Wang J.; Zhang L.","Self-assembling biocompatible core-shell nanocapsules with versatile surface functionalities for precise pesticide delivery","2025","Chemical Engineering Journal","510",NA,NA,"10.1016/j.cej.2025.161710","Traditional pesticide formulations often rely heavily on surfactants, which pose significant environmental hazards. Additionally, their production involves synthetic chemicals and generates large amounts of by-products, further exacerbating the ecological burden. Consequently, there is an urgent need to develop an environmentally friendly nanodelivery system that can enhance the efficacy of pesticides while minimizing both environmental and health risks. Here, a metal mineralization strategy was employed to reinforce the self-assembly of biocompatible nanocapsules with versatile surface functionalities for smart delivery of lambda-cyhalothrin (LCT). During the homogenization process, carboxymethyl cellulose (CMC), chitosan (COS), and copper ions co-precipitated at the oil–water interface and self-assembled into core–shell nanocapsules, acquiring the desired surface functionality through electrostatic forces, hydrogen bonding, and metal coordination. The resulting LCT@CMC@COS-Cu nanocapsules demonstrated high encapsulation efficiency for LCT and superior pesticide delivery performance targeting lepidopteran pests, enabled by the alkaline- and cellulase-responsive polysaccharide-based capsule shells. Foliar washing experiments demonstrated that LCT@CMC@COS-Cu adhere efficiently to the surface of soybean leaves and achieved bidirectional transport through the plant's vascular system. Notably, LCT@CMC@COS-Cu significantly extended the half-life of LCT under UV irradiation by 9.9-fold compared to technical LCT. In pot experiments, the mortality rate of Spodoptera litura larvae treated with LCT@CMC@COS-Cu (56.67 %) was significantly higher than that of the LCT suspension concentrate (16.67 %) after 12 days, implying prolonged efficacy. Safety evaluations of the nano-formulation were conducted using plant, zebrafish, Harmonia axyridis, and in vivo mice models, further confirming its excellent safety profile. This study presents an eco-friendly and versatile insecticide nano-formulation. © 2025",NA,"63"
"13","Lisa","YES","67","Lisa","maybe","Li D.; Li J.; Li H.; Bai Z.; Ma C.; Bai H.; Luo D.; Li Z.; Bai L.","Design of highly leaf-adhesive and anti-UV herbicide nanoformulation for enhanced herbicidal activity","2025","Journal of Advanced Research",NA,NA,NA,"10.1016/j.jare.2024.12.034","Introduction: Conventional pesticide formulations have been widely used to boost agricultural productivity, but their weak foliar adhesion and instability under UV light during spraying lead to low utilization rates and potential environmental and health hazards. To counter these challenges, the development of nanoformulations represents a pivotal strategy. These advanced formulations are designed to enhance the efficacy of active ingredients (AIs) and reduce ecological impacts, thereby addressing the need for sustainable agricultural development. Objectives: The study aims to fabricate a highly leaf-adhesive and anti-UV herbicide nanoformulation, designed to enhance the herbicidal activity and utilization rates of AIs. Methods: Herein, the herbicide nanoformulations (Called CB@MSNs-TA-Fe) are synthesized by incorporating cyhalofop-butyl into tannic acid-Fe (III) ions-coated functionalized mesoporous silica. The foliar retention performance of the samples was assessed integrating SEM observation and HPLC analysis. Results: The CB@MSNs-TA-Fe with rough outer surface displays typical core–shell structure featuring an average diameter of about 118 nm. After amino modification, the CB@MSNs-TA-Fe shows enhanced loading rate for CB (14.4 ± 0.2 %) and superior thermal stability. The release rate of CB within CB@MSNs-TA-Fe under acidic conditions is higher compared to that under alkaline and neutral conditions. Upon UV irradiation, the half-life of CB within CB@MSNs-TA-Fe nanoparticles is 12.4 times higher than that of CB technical (CB TC). Enhanced foliar adhesion of CB@MSNs-TA-Fe on hydrophobic leaf surfaces is observed, which can effectively mitigate the risk of wash-off by rainfall. The CB@MSNs-TA-Fe displays enhanced herbicidal efficacies against barnyard grass under UV irradiation or simulated rainwater scouring, compared with CB TC and CB oil dispersion. Furthermore, the TA-Fe-coated MSNs-NH2 nano-carrier (MSNs-TA-Fe) reveals excellent biosafety on rice, zebrafish, and earthworms. Conclusion: The developed TA-Fe-functionalized herbicide nanoformulations, with high foliar adhesion and anti-UV properties, effectively improve the utilization efficiency of AIs, thus offering innovative solutions for the development of efficient pesticide formulations. © 2024",NA,"67"
"14","Lisa","YES","75","Lisa","maybe","Andrade V.S.; Ale A.; Rossi A.S.; Cazenave J.; Antezana P.E.; Magni F.V.; Repetti M.R.; Desimone M.F.; Gutierrez M.F.","Nanopesticides ecotoxicity towards traditional ones: A case of study with Daphnia magna and λ-cyhalothrin","2025","Chemosphere","377",NA,NA,"10.1016/j.chemosphere.2025.144371","Nanotechnology has contributed to agriculture industry with novel products to improve the targeted delivery of active ingredients (a.i.), enable gradual release, avoid premature degradation, and increase efficacy. The properties of nanopesticides make their drift and environmental behavior more unpredictable than traditional formulations. Our aim was to compare the ecotoxicity of two insecticides with λ-cyhalothrin as a.i.: a nano-based one and a traditional emulsified, considering the incidence of temperature according to climate change prospections (20 and 24 °C). We evaluated their effects on Daphnia magna survival, body stores, and butyrylcholinesterase (BChE) activity. Although after 24 h the traditional formulation had greater lethality than the nanopesticide, after 48 h this pattern was reversed. At 24 °C the lethality of both pesticides increased. BChE activity was inhibited at 24 °C by both pesticides. In general, the increase in temperature negatively affected protein and glycogen content. The traditional formulation reduced glycogen content at 24 °C. A decrease in lipid content and the whole energy budget was observed in organisms exposed to the traditional formulation at both temperatures. Although the nano-based pesticide developed a delayed toxicity, it was more lethal than the traditional one in the long term. The temperature rise worsened the pesticides effects in terms of decreased survival, BChE activity inhibition, and energy reserves depletion. The development and regulation of new eco-safer nanopesticides needs to be complemented by their ecotoxicological assessment. It is imperative to analyze their impact in the context of climate change in order to develop mitigation and adaptation strategies. © 2025 Elsevier Ltd",NA,"75"
"15","Lisa","YES","76","Lisa","maybe","Huang F.; Zhang T.; Zhu L.; Wang H.; Zhao Y.; Wang Z.; Huang Q.","Nano-Formulated Pyraclostrobin With Iron Bismuthide Enhances Efficient Utilization of Active Ingredient and Improves Biosafety","2025","Chemistry and Biodiversity",NA,NA,NA,"10.1002/cbdv.202402934","The widespread application of pyraclostrobin (PYR), an important strobilurin fungicide with low utilization efficiency, urgently requires optimization for sustainable agriculture. In this study, nanoformulated PYR with nano-iron bismuthide (FeBi) was successfully prepared via flash nanoprecipitation, yielding spherical PYR/FeBi nanoparticles (NPs, Φ120 nm) with stable drug loading capacity (67.9%) and controlled release. These NPs exhibited enhanced anti-Botrytis activity in vitro and superior in vivo performance. On tomato leaves, PYR/FeBi NPs at 80 µg/mL achieved greater than 90% curative and protective efficacy against Botrytis cinerea infection and significantly mitigated lesion expansion, surpassing commercial PYR suspension concentrate (SC) at equivalent concentrations. On tomato seedlings, PYR/FeBi NPs significantly reduced gray mold disease by 89%, compared to 67% with PYR SC at the same concentration. The mechanism underlying this enhanced activity involved stronger disruption of mitochondrial metabolism, including acetylation process, oxalate production, and damage to mycelia and conidia. Further, PYR/FeBi NPs displayed reduced cytotoxicity on human Hek293 and Chinese hamster V79 cells compared to PYR SC. The results highlighted the biocompatibility and potential of PYR/FeBi NPs for efficient utilization of active ingredients in sustainable agriculture. © 2025 Wiley-VHCA AG, Zurich, Switzerland.",NA,"76"
"16","Lisa","NO","82","Lisa","maybe","Inoue L.V.B.; da Costa Domingues C.E.; Lancia B.C.; Nocelli R.C.F.; Malaspina O.","Effects of the insecticide flupyradifurone and the fungicides pyraclostrobin and fluxapyroxad on behavior and morphophysiology in Melipona scutellaris","2025","Science of the Total Environment","968",NA,NA,"10.1016/j.scitotenv.2025.178784","Native stingless bees are important for natural ecosystems and human nutrition. However, they may be exposed to pesticides used in agriculture. Pesticides are sold as commercial formulations, either with a single active ingredient (e.g., flupyradifurone insecticide) or multiple ones (e.g., pyraclostrobin and fluxapyroxad fungicide). Considering the impact of pesticides on non-target organisms, this study aimed to evaluate the effects of these isolated and combined formulated products on the survival, behavior, and morphophysiology of the midgut and Malpighian tubules of Melipona scutellaris foragers. Sampled bees were divided into the following experimental groups: insecticide (6 ng/μL of flupyradifurone), fungicide (0.1 ng/μL of pyraclostrobin and 0.05 ng/μL of fluxapyroxad), and a combination of both solutions (flupyradifurone: 3 ng/μL, pyraclostrobin: 0.05 ng/μL, and fluxapyroxad: 0.025 ng/μL). Individuals were chronically exposed to pesticides orally to record the survival probability. According to the result, a new bioassay was performed to evaluate their behavior and organ lesion indexes. Exposed bees exhibited high mortality compared to the control experimental group. The insecticide group showed significant alterations in mobility over the course of the experiment, and all experimental groups demonstrated impaired behavior. Histological images also revealed the presence of three levels of injury in the midgut (cell elimination, apocrine secretion, spherocrystals, vacuolization and pycnotic nuclei) and Malpighian tubules (spherocrystals, vacuolization and pycnotic nuclei) following a brief exposure period. The data demonstrate that, even in the short term, both formulated products impair the health and survival of the species, disrupting the internal dynamics of the colony and consequently lead to its weakening. © 2025",NA,"82"
"17","Lisa","NO","87","Lisa","maybe","Pitombeira de Figueirêdo L.; Cirqueira F.; de Sousa B.L.C.; Mamboungou J.; Rocha T.L.","Developmental toxicity of formulated insecticide mixture containing imidacloprid and beta-cyfluthrin in fish: Insights using zebrafish","2025","Chemosphere","377",NA,NA,"10.1016/j.chemosphere.2025.144314","Insecticides are critical in controlling pests and disease vectors. However, there is still a lack of ecotoxicological studies using commercial formulations of insecticides containing active ingredients. The study aimed to evaluate the developmental toxicity of a commercial insecticide mixture (imidacloprid [IMI] + beta-cyfluthrin [β-CYF]). Mortality, hatching rate, spontaneous contraction, heartbeat, morphological changes, reactive oxygen species (ROS), skeletal development, and locomotor behavior of zebrafish were analyzed. Embryos were exposed to imidacloprid (IMI) and β-cyfluthrin (β-CYF) in the following ratios: 0.001 mg IMI·L−1 + 0.000125 mg β-CYF·L−1 (C1); 0.01 mg IMI·L−1 + 0.00125 mg β-CYF·L−1 (C2); 0.1 mg IMI·L−1 + 0.0125 mg β-CYF·L−1 (C3); 1.0 mg IMI·L−1 + 0.125 mg β-CYF·L−1 (C4); 10.0 mg IMI·L−1 + 1.25 mg β-CYF·L−1 (C5) for 144 h. The results showed a mortality of 50 % of organisms in the C5 concentration. Embryos exposed to C1 and C3 showed tachycardia and hatched early compared to the negative control, indicating cardiotoxic and embryotoxic effects. The two highest concentrations tested (C4 and C5) induced evident morphological changes (yolk sac and pericardial edema, and spine alterations), and skeletal toxicity (absence of cartilage and bone formation), along with decreased larval swimming behavior. Also, the formulated insecticide (C1) increased ROS levels in zebrafish larvae. Results showed that the formulated insecticide containing IMI and β-CYF induces several toxic effects on developing zebrafish, indicating its environmental risk to aquatic organisms. © 2025 Elsevier Ltd",NA,"87"
"18","Lisa","YES","95","Lisa","maybe","Chen C.; Teng G.; Shen W.; Lu Y.; Jin Y.; Yuan X.; Chen K.; Yuan Y.; Wu Z.; Zhang J.","Green Carbon Dots/CaCO3/Abamectin Colloidal Pesticide Formulation for Safer and More Effective Pest Management","2025","ACS Nano","19","1007","1025","10.1021/acsnano.4c12707","An ideal green leaf-deposited pesticide formulation should offer advantages such as good water dispersibility, strong foliar affinity, sustained or controlled release of active ingredients, photostability and rain-fastness, minimal nontarget toxicity, use of nontoxic organic solvents, and degradable adjuvants. In line with this objective, we present green preparation of a colloidal pesticide formulation using optimized lysine-derived carbon dots (LysCDs)-modified CaCO3 (LysCDs/CaCO3) particles as the carrier and abamectin (Abm) as the active ingredient. The loading capacity of abamectin in this colloidal pesticide (LysCDs/CaCO3/Abm) is 1.7 to 2.1 times higher than that of its counterpart (CaCO3/Abm) prepared without LysCDs, which is attributed to the increased specific surface area and pore volume of LysCDs/CaCO3 particles. Due to the acid-induced degradation of CaCO3, the release of abamectin for LysCDs/CaCO3/Abm is accelerated under weakly acidic conditions, which is accompanied by the release of Ca2+ ions and the fluorescence changes of LysCDs. The incorporation of LysCDs enhances the photostability and foliar adhesiveness of this colloidal pesticide, resulting in the highest degree of foliar retention when exposed to ultraviolet (UV) light or rainfall, compared to free-form abamectin and CaCO3/Abm. This results in the best performance of pest control on Plutella xylostella for LysCDs/CaCO3/Abm in both indoor and outdoor tests. Nontarget biocompatibility evaluations show that LysCDs/CaCO3/Abm exhibits lower acute toxicity to zebrafish and earthworms than free-form abamectin. In addition, this colloidal pesticide is favored by the minimal residue of the adjuvant material after abamectin release, which is converted into harmless Ca2+ ions, CO2, and LysCDs. Therefore, this work designs a safer and more effective colloidal pesticide formulation to deliver abamectin with minimal adjuvant residue, realizing its trajectory as basically “circular and green”. © 2024 American Chemical Society.",NA,"95"
"19","Lisa","YES","98","Lisa","maybe","Niu J.; Wang C.; Liao M.; Liu Y.; Ding Y.; Yao H.; Zhang H.; Cao H.","Supramolecular self-assembly of emamectin benzoate with β-cyclodextrin and polylactic acid: Enhancing pesticide efficacy and environmental safety","2025","Chemical Engineering Journal","509",NA,NA,"10.1016/j.cej.2025.160834","In traditional pesticide applications, issues such as degradation, volatilization, and drift often diminish the efficacy of active ingredients, shorten their effectiveness, and pose risks to non-target organisms, thereby raising ecological concerns. This study explores a novel approach using emamectin benzoate (EB) as a model pesticide, leveraging non-covalent molecular interactions to co-assemble nanocomplexes with cyclodextrin (β-CD) and polylactic acid (PLA) conjugates (β-CD-PLA-EB). Notably, these complexes were formulated without additional adjuvants. Optimal assembly occurred at an EB to β-CD to PLA ratio of 1:3, yielding stable beaded structures measuring 383.02 nm. These structures derive stability from electrostatic, hydrophobic, and π-π stacking interactions, ensuring excellent solubility and durability in aqueous environments. Importantly, the β-CD-PLA-EB formulation not only enhances the UV stability of EB but also extends its half-life significantly-nearly five times that of free EB. This formulation responds dynamically in alkaline conditions, intelligently releasing active ingredients within the alkaline intestinal microenvironment of lepidopteran pests. Rain-wash resistance tests demonstrated 50.03 % greater retention of β-CD-PLA-EB on corn leaves compared to EB WG suspension. Indoor and field trials further revealed enhanced residual activity and prolonged efficacy of β-CD-PLA-EB over EB WG, while also mitigating drug solution drift during application. Safety assessments indicated over a 26-fold reduction in acute toxicity to zebrafish compared to EB WG. These findings underscore β-CD-PLA-EB's potential as an advanced, environmentally sustainable solution for pesticide management, promising reduced environmental impact and enhanced efficacy. © 2025",NA,"98"
"20","Lisa","YES","129","Lisa","maybe","Polli E.G.; Gannon T.W.; Lecompte M.; Rogers R.R.; Beran D.D.","Response of soybean, cotton, and tobacco to volatility of 2,4-D and dicamba formulations in humidome","2024","Weed Technology","38",NA,NA,"10.1017/wet.2023.86","Dicamba and 2,4-D are postemergence herbicides widely used to control broadleaf weed species in crop and non-crop areas in the United States. Currently, multiple formulations of 2,4-D and dicamba are available on the market. Even though the active ingredient is the same, the chemical formulation may vary, which can influence the volatility potential of these herbicides. Therefore, the objective of this study was to evaluate the response of soybean, cotton, and tobacco plants exposed to vapors of 2,4-D and dicamba formulations alone or mixed in humidomes for 24 h. Humidome studies were conducted in an open pavilion at the Lake Wheeler Turfgrass Field Lab of the North Carolina State University in Raleigh, NC. Dicamba and mixture treatments injured and caused a reduction in the height of soybean. Injury varied from 55% to 70%, and average plant height was 8.8 cm shorter compared with untreated control plants. Treatments with 2,4-D caused the least injury to soybean (≤21%), and differences among formulations were identified (dimethylamine > choline > dimethylamine-monomethylamine). However, soybean height was not affected by 2,4-D treatments. No differences between treatments were observed when herbicides were applied to cotton. The greatest injury to tobacco (23.3%) was caused by dicamba dimethylamine. Overall, the effect of 2,4-D and dicamba vapor was species-specific and formulation-dependent. Additionally, environmental conditions in the humidomes may have played a major role on the outcome of this study.  © The Author(s), 2023. Published by Cambridge University Press on behalf of Weed Science Society of America.",NA,"129"
"21","Lisa","YES","143","Lisa","maybe","Klátyik S.; Simon G.; Oláh M.; Takács E.; Mesnage R.; Antoniou M.N.; Zaller J.G.; Székács A.","Aquatic ecotoxicity of glyphosate, its formulations, and co-formulants: evidence from 2010 to 2023","2024","Environmental Sciences Europe","36",NA,NA,"10.1186/s12302-024-00849-1","Glyphosate (GLY), the most widely used herbicide active ingredient (AI) in the world, is frequently detected in aquatic environments where it can affect non-target organisms. Globally, more than 2000 commercial GLY-based herbicides (GBHs) are used to control weeds. Non-target organisms are exposed to complex pesticide formulations under real environmental conditions, but the co-formulants contained in GBHs are classified as so-called inert and inactive ingredients in terms of their biological effects. The main objective of this comprehensive review is to compile the results of aquatic ecotoxicological studies on the side-effects of GLY, GBHs, and their formulating agents. Based on the results demonstrated for a variety of plant and animal aquatic organisms, oxidative stress appears to be a major trigger for these adverse effects, affecting the integrity of DNA and other biochemical functions. Furthermore, there is evidence of impairment of various physiological and behavioral functions. Adverse effects of GLY and GBHs have been observed even at very low concentrations. There are also differences in the sensitivity of the aquatic organisms tested, even with similar lifestyles, habitats or identical taxa. The studies typically investigate the short-term effects of a single exposure to GLY/GBH on a single species, whilst in reality multiple applications of GBHs together with other pesticides are common during a cropping cycle. Moreover, the interactions between GLY/GBHs and other aquatic contaminants are rarely studied. Higher toxicity of GBHs compared to GLY alone has often been observed, demonstrating that co-formulants can be highly toxic on their own and markedly increase the toxicity of the GBH formulation. The possible impurities in GBHs, such as heavy metals, can cause additional problems for the environment and food safety. The widespread and massive use of GBHs leads to increased exposure and environmental hazards. In addition, the need for a revision of the risk assessment system is emphasized. According to the results of aquatic ecotoxicological studies, the current use and pollution of the aquatic environment by GLY/GBHs is highly problematic and cannot be considered environmentally sustainable. It is, therefore, necessary to at least tighten the permitted forms of use. © The Author(s) 2024.",NA,"143"
"22","Lisa","NO","156","Lisa","maybe","Ye J.; Wan Z.; Zhang C.; Zhang L.; Yang X.; Chovelon J.-M.; Zhou L.; Xiu G.","Novel insights into the photochemical transformation of neonicotinoid insecticides: Potential involvement of adjuvants","2024","Journal of Environmental Chemical Engineering","12",NA,NA,"10.1016/j.jece.2024.113994","Commercial pesticide formulations often contain both the active ingredient and different adjuvants, the potential impacts of adjuvants on pesticides’ transformation have been barely considered. In this study, effects of typical adjuvants (i.e. hexadecyl trimethyl ammonium bromide (CTAB), hexadecyl trimethyl ammonium chloride (CTAC) and p-Octyl polyethylene glycol phenyl ether (TX-100)) on the photodegradation of four selected neonicotinoid insecticides (NIs), including thiamethoxam (TMX), dinotefuran (DIN), imidacloprid (IMP) and acetamiprid (ACP) were systematically investigated. Specifically, CTAB and CTAC exhibited minimal or no impact on the photolysis of four NIs, while TX-100 significantly inhibited their decay. Such inhibitory effect could mainly be attributed weakening the formation of key transient intermediates, such as the corresponding radical cation (NI•+), radical anion (NI•-) as well as hydrated electron (eaq-). Photoproducts identification revealed a novel transformation pathway of NIs in the presence of TX-100, characterized by de-chain reactions, resulting in the formation of photostable dimeric photoproducts. These dimers exhibited varying toxicity: for TMX, DIN and IMP, their corresponding dimers showed increased toxicity compared to their parent compounds, whereas for ACP, they displayed decreased toxicity. These provide important information for the evaluation the environmental fates and toxicology of formulaic NIs. © 2024 Elsevier Ltd",NA,"156"
