TITLE,INCLUDE_GUY,STUDY_ID,REVIEWERS,INCLUDE_LISA,AUTHORS,JOURNAL,ABSTRACT,YEAR,BLIND_ID,COMPARING
Dissipation of a commercial mixture of polyoxyethylene amine surfactants in aquatic outdoor microcosms: Effect of water depth and sediment organic carbon,NO,16,Lisa,NO,Rodriguez-Gil J.L.; Lissemore L.; Solomon K.; Hanson M.,Science of the Total Environment,"This study optimized existing analytical approaches and characterized the effect of sediment total organic carbon (0.05-2.05% TOC), and water depth (15, 30, and 90 cm) on the fate of MON 0818, a commercial mixture of polyoxyethylene amine surfactants (POEAs), in outdoor microcosms. Mixtures of POEAs are commonly used as adjuvants in commercial herbicide formulations containing glyphosate. Until recently, analytical methods sensitive enough to monitor environmental concentrations of POEAs in aquatic systems were not available. After optimizing recently developed analytical methods, we found that the combined use of accelerated solvent extraction (ASE) and liquid chromatography-tandem mass spectrometry provided a reliable approach for determining the concentration of sediment-adsorbed POEAs. The surfactant showed strong affinity for sediment materials, with low maximum recoveries by ASE of 52%. Under microcosm conditions, water depth or sediment characteristics did not significantly affect the water-column half-life of POEA, which ranged from 3.2 to 5.3 h. Binding of POEAs to suspended solids was observed, which dissipated via one- or two-phase exponential decay; when two-phase decay occurred, fast phase half-life values ranged from 0.71 to 1.3 h and slow-phase values ranged from 18 to 44 h. Concentrations of POEA increased in sediment shortly after application and decreased over the study period with a half-life of 5.8 to 71 d. The concentrations of POEAs in the sediment of the shallow (15 cm) ponds dissipated following a two-phase exponential decay model with an initial fast-phase half-life of 1.1 to 8.9 d and a slower second-phase half-life of 21 d. Our results suggest that aquatic organisms are unlikely to be exposed to POEAs in aqueous phase for periods of more than a few hours following an over-water application, and that sediment is a significant sink for POEAs in aquatic systems. © 2016 Elsevier B.V.",2016,836,TRUE
Evaluation of biostimulation and Tween 80 addition for the bioremediation of long-term DDT-contaminated soil,NO,17,Lisa,NO,Betancur-Corredor B.; Pino N.J.; Cardona S.; Peñuela G.A.,Journal of Environmental Sciences (China),"The bioremediation of a long-term contaminated soil through biostimulation and surfactant addition was evaluated. The concentrations of 1,1,1-trichloro-2,2-bis(4-chlorophenyl) ethane (DDT) and its metabolites 1,1-dichloro-2,2-bis(4-chlorophenyl) ethane (DDD) and 1,1-dichloro-2,2-bis(4-chlorophenyl) ethylene (DDE) were monitored during an 8-week remediation process. Physicochemical characterization of the treated soil was performed before and after the bioremediation process. The isolation and identification of predominant microorganisms during the remediation process were also carried out. The efficiency of detoxification was evaluated after each bioremediation protocol. Humidity and pH and the heterotrophic microorganism count were monitored weekly. The DDT concentration was reduced by 79% after 8weeks via biostimulation with surfactant addition (B+S) and 94.3% via biostimulation alone (B). Likewise, the concentrations of the metabolites DDE and DDD were reduced to levels below the quantification limits. The microorganisms isolated during bioremediation were identified as Bacillus thuringiensis, Flavobacterium sp., Cuprivadius sp., Variovorax soli, Phenylobacterium sp. and Lysobacter sp., among others. Analysis with scanning electron microscopy (SEM) allowed visualization of the colonization patterns of soil particles. The toxicity of the soil before and after bioremediation was evaluated using Vibrio fischeri as a bioluminescent sensor. A decrease in the toxic potential of the soil was verified by the increase of the concentration/effect relationship EC50 to 26.9% and 27.2% for B+S and B, respectively, compared to 0.4% obtained for the soil before treatment and 2.5% by natural attenuation after 8weeks of treatment. © 2014.",2015,860,TRUE
"Biodegradation of 4-nitrotoluene with biosurfactant production by Rhodococcus pyridinivorans NT2: Metabolic pathway, cell surface properties and toxicological characterization",NO,18,Lisa,NO,Kundu D.; Hazra C.; Dandi N.; Chaudhari A.,Biodegradation,"A novel 4-nitrotoluene-degrading bacterial strain was isolated from pesticides contaminated effluent-sediment and identified as Rhodococcus pyridinivorans NT2 based on morphological and biochemical properties and 16S rDNA sequencing. The strain NT2 degraded 4-NT (400 mg l-1) with rapid growth at the end of 120 h, reduced surface tension of the media from 71 to 29 mN m-1 and produced glycolipidic biosurfactants (45 mg l-1). The biosurfactant was purified and characterized as trehalose lipids. The biosurfactant was stable in high salinity (10 % w/v NaCl), elevated temperatures (120 °C for 15 min) and a wide pH range (2.0-10.0). The noticeable changes during biodegradation were decreased hydrophobicity; an increase in degree of fatty acid saturation, saturated/unsaturated ratio and cyclopropane fatty acid. Biodegradation of 4-NT was accompanied by the accumulation of ammonium (NH4 +) and negligible amount of nitrite ion (NO2 -). Product stoichiometry showed a carbon (C) and nitrogen (N) mass balance of 37 and 35 %, respectively. Biodegradation of 4-NT proceeded by oxidation at the methyl group to form 4-nitrobenzoate, followed by reduction and hydrolytic deamination yielding protocatechuate, which was metabolized through β-ketoadipate pathway. In vitro and in vivo acute toxicity assays in adult rat (Rattus norvegicus) showed sequential detoxification and the order of toxicity was 4-NT >4-nitrobenzyl alcohol >4-nitrobenzaldehyde >4-nitrobenzoate >> protocatechuate. Taken together, the strain NT2 could be used as a potential bioaugmentation candidate for the bioremediation of contaminated sites. © 2013 Springer Science+Business Media Dordrecht.",2013,899,TRUE
Evaluation of green silicone surfactant-based vortex assisted dispersive liquid-liquid microextraction for sample preparation of organophosphorus pesticide residues in honey and fruit sample,NO,19,Lisa,NO,Elencovan V.; Yahaya N.; Samad N.A.; Zain N.N.M.,Journal of Separation Science,"A vortex-assisted surfactant enhanced emulsification liquid-liquid microextraction based on non-ionic silicone surfactant was successfully developed for the determination of organophosphorus pesticides in food samples coupled to gas chromatography-mass spectrometry. A new type of non-ionic silicone surfactant composed of polysiloxane chains was employed as a green emulsifier to facilitate the emulsification of extraction solvent into the sample matrix, thereby intensifying the mass transfer of target analytes into the organic phase. The variables that affect the extraction were systematically optimized: 80 μl of hexane and 0.5% (v/v) of silicone surfactant were used as extraction solvent and surfactant respectively, the solution was mixed well under vortex agitation for 1 min with the addition of 4% (w/v) sodium sulfate. Under optimum conditions, the linearity of the method was obtained in the range of 0.1–200 μg/kg with a good coefficient of determination varying from 0.9986 to 0.9996. The limit of detection and the limit of quantitation were between 0.008–0.1 and 0.02–0.3 μg/kg, respectively. Application of the proposed method to real samples gave satisfactory recovery values (80%–118%) for the target analytes. The suggested approach has also proven to be convenient, expeditious, and environmentally benign. © 2022 Wiley-VCH GmbH.",2022,914,TRUE
Spray retention models for arable crops,NO,20,Lisa,NO,Forster W.A.; Kimberley M.O.; Steele K.D.; Haslett M.R.; Zabkiewicz J.A.,ASTM Special Technical Publication,"A model has been developed explaining 92 % of the variance in spray retention by individual plants. The effects of formulation and plant morphology were represented as a logistic function, because this can accommodate retention close to 100 or 0 % whereas an additive model cannot. All inputs for the current model, except for the plant morphology factor, Mp, could be readily measured. Mp could be estimated by a linear regression relating Mp to the leaf surface roughness, as determined by the contact angle of a droplet of 50 % acetone on the leaf surface. The use of a logistic function, and inclusion in the model of total plant area, plan area, and contact angle to account for plant morphology, has provided an improved, practical, easily used universal agricultural spray retention model needing few inputs. Copyright © 2006 by ASTM International.",2008,932,TRUE
Adsorption of hydrophobic organic compounds onto a hydrophobic carbonaceous geosorbent in the presence of surfactants,NO,21,Lisa,NO,Wang P.; Keller A.A.,Environmental Toxicology and Chemistry,"The adsorption of hydrophobic organic compounds (HOCs; atrazine and diuron) onto lampblack was studied in the presence of nonionic, cationic, and anionic surfactants (Triton® X-100), benzalkonium chloride [BC], and linear alkylbenzene sulfonate [LAS]) to determine the effect of the surfactant on HOC adsorption onto a hydrophobic carbonaceous geosorbent. Linear alkylbenzene sulfonate showed an adsorption capacity higher than that of BC but similar to that of Triton X-100, implying the charge property of a surfactant is not a useful indicator for predicting the surfactant's adsorption onto a hydrophobic medium. The results also indicated that the octanol-water partition coefficient (KOW) of a surfactant is not a good predictor of that surfactant's sorption onto a hydrophobic medium. Under subsaturation adsorption conditions (i.e., before sorption saturation is reached), surfactant adsorption reduced HOC adsorption to a significant extent, with the reduction in HOC adsorption increasing monotonically with the amount of surfactant adsorbed. Among the three surfactants, Triton X-100 was the most effective in reducing HOC adsorption, whereas BC and LAS showed similar effectiveness in this regard. Under the same amount of the surfactant sorbed, the reduction in atrazine adsorption was consistently greater than that for diuron because of atrazine's lower hydrophobicity. No significant difference was observed in the amount of the HOC adsorbed under different adsorption sequences. Our results showed that the presence of surfactant can significantly decrease HOC adsorption onto hydrophobic environmental media and, thus, is important in predicting HOC fate and transport in the environment. © 2008 SETAC.",2008,945,TRUE
A novel method for the rapid determination of polyethoxylated tallow amine surfactants in water and sediment using large volume injection with high performance liquid chromatography and tandem mass spectrometry,NO,22,Lisa,NO,Ross A.R.S.; Liao X.,Analytica Chimica Acta,"Polyethoxylated tallow amine (POEA) surfactants have been used in many glyphosate-based herbicide formulations for agricultural, industrial and residential weed control. The potential for release of these compounds into the environment is of increasing concern due to their toxicity towards aquatic organisms. Current methods for analysis of POEA surfactants require significant time and effort to achieve limits of quantification that are often higher than the concentrations at which biological effects have been observed (as low as 2 ng mL-1). We have developed a rapid and robust method for quantifying the POEA surfactant mixture MON 0818 at biologically relevant concentrations in fresh water, sea water and lake sediment using reversed phase high-performance liquid chromatography and electrospray ionization-tandem mass spectrometry. Water samples preserved by 1:1 v/v dilution with methanol are analyzed directly following centrifugation. Sediment samples undergo accelerated solvent extraction in aqueous methanol prior to analysis. Large volume (100 μL) sample injection and multiple reaction monitoring of a subset of the most abundant POEA homologs provide limits of quantification of 0.5 and 2.9 ng mL-1 for MON 0818 in fresh water and sea water, respectively, and 2.5 ng g-1 for total MON 0818 in lake sediment. Average recoveries of 93 and 75% were achieved for samples of water and sediment, respectively spiked with known amounts of MON 0818. Precision and accuracy for the analysis of water and sediment samples were within 10 and 16%, respectively based upon replicate analyses of calibration standards and representative samples. Results demonstrate the utility of the method for quantifying undegraded MON 0818 in water and sediment, although a more comprehensive method may be needed to identify and determine other POEA mixtures and degradation profiles that might occur in the environment. © 2015 Published by Elsevier B.V.",2015,982,TRUE
Ecological risk assessment of pollutant chemicals: Extinction risk based on population-level effects,NO,23,Lisa,YES,Tanaka Y.,Chemosphere,"The extinction probability is one of the most useful endpoints that are utilized in conservation biology. A parallel approach is advocated for the ecological risk assessment of chemical pollutants. The presented framework estimates extinction probability induced by pollutant chemicals in order to evaluate ecological hazards of pollution, and is applicable to any biological community (aquatic or terrestrial). The analytical framework, which is based on stochastic population dynamics theory, is briefly explained. The extinction risk estimation is feasible if ecotoxicological data concerning pollutant effects on population growth rate of organisms (the intrinsic rate of natural increase), and if environmental exposure concentration is provided. Tentative risk estimation was made for some agrochemicals and surfactants on zooplankton populations (Daphnia) as target organisms. © 2003 Elsevier Ltd. All rights reserved.",2003,988,FALSE
"Spray retention is affected by spray parameters, species, and adjuvants",NO,24,Lisa,NO,Bruns D.E.; Nalewaja J.D.,ASTM Special Technical Publication,"Spray retained by soybean, [Glycine max (L.) Merr. var. Ozzie], common lambsquarters [Chenopodium album (L.)], and redroot pigweed [Amaranthus retroflexus (L.)] was determined using a dye spectrophotometric method for water sprays (without pesticides) varying volume, droplet size, and adjuvants. Spray retained based on leaf area generally was greater for small than large droplets and more for surfactants than for oil adjuvants. Surfactants, Tergitol 15-S-9 and Tergitol 15-S-30, enhanced spray retained more for common lambsquarters than redroot pigweed or soybean. The oil adjuvants, methylated canola oil (MCO), canola oil (CO), and petroleum oil (PO) generally reduced spray retained by redroot pigweed, but generally increased spray retained by common lambsquarters compared to water spray alone. Spray retained by soybean was also increased by oil adjuvants, except for PO applied in droplets from an 8004 nozzle. Spray retained decreased as spray volume increased from 160 to 320 L/ha for surfactants and 80 to 160 L/ha for CO and MCO. Species retained more sprays as oil adjuvant concentration increased from 0.25 to 4% v/v. However, retention decreased when Tergitol 15-S-9 and 15-S-30 increased from 1 to 4%. The results of the present research with a water carrier demonstrate that optimization of spray retention requires a consideration of adjuvants, species, and spray parameters.",1999,997,TRUE
Improved formulations through synergistic combinations based on alkyl glucosides,NO,25,Lisa,NO,Bergström K.; Johansson I.M.,ASTM Special Technical Publication,"Sugar surfactants have attracted a lot of interest in the last decades, both due to technical properties as well as to the extremely favorable ecological and toxicological properties. It is well known that alcohol glucosides have excellent aqueous solubility, a low temperature dependence compared to nonionic ethoxylates, and are stable in the presence of high levels of electrolytes. Furthermore, they are compatible with an ionic, cationic, and other nonionic surfactants, making them extremely suitable for formulating concentrated products in the agrochemical area. In this paper, the synergistic effect of short-chained alkyl glucosides mixed with alcohol ethoxylates or amine derivatives have been investigated. These synergies have been manifested by lowering both surface tension and cmc as well as increasing wetting properties towards hydrophobic surfaces. The model system used contained agrochemical electrolytes such as glyphosate, MCPA-DMA salt and fertilizers. The relevance of the finding is supported by the increased bio-efficacy of a mixed adjuvant seen in a greenhouse test. Furthermore, this study shows that short-chained glucosides can be used as efficient solubilizers for adjuvants or wetting agents in high electrolyte system (i.e., fertilizers, active ingredients) to avoid phase separation. The effect has been assessed by studying the influence on cloud point as well as the amount of glucoside needed to solubilizer a nonionic wetting agent into a high electrolyte solution. Copyright © 2005 by ASTM International.",2005,1015,TRUE
Pulsed-jet microspray applications for high spatial resolution of deposition on biological targets,NO,26,Lisa,NO,Downey D.; Giles D.K.; Slaughter D.C.,Atomization and Sprays,"In agricultural spraying, where discrete targets and nontargets are present in a localized region, high spatial resolution of liquid deposition is essential for selective treatment. Microspraying with small jets can provide high resolution in spray dose and position. Pulsed microspray jets were created with various orifice sizes and duration of liquid emission and deposited with various orifice-to-target distances. Formulations included surfactants that increase area covered onto plant surfaces for increased herbicide efficacy, and polymers to inhibit splash during deposition. Kromekote™ cards were used as the deposition target. Image analysis measured deposition area and centimeter-scale splashing. Le., ""microdrift"" from the pulsed jets. Liquid properties were measured; Reynolds (Re), Weber (We), and Ohnesorge (Oh) numbers were calculated. Formulations containing polyethylene oxide polymer were more effective at reducing microdrift than polyacrylamide polymer, and silicone surfactant increased spreading compared to an oil-based surfactant. Copyright © 2004 by Begell House, Inc.",2004,1098,TRUE
Biosurfactant producing microbes and their potential applications: A review,NO,27,Lisa,NO,Shekhar S.; Sundaramanickam A.; Balasubramanian T.,Critical Reviews in Environmental Science and Technology,"Biosurfactants are surface-active biomolecules produced by microbes (bacteria, fungi, and yeast) and have several advantages over the chemical surfactants, such as lower toxicity, higher biodegradability, better environmental compatibility, higher foaming, high selectivity, and specific activity under extreme conditions such as temperature, pH, and salinity. Almost all the surfactants now available in the market are chemically synthesized. Recently, attention toward the biosurfactants was doubled, which is mainly due to their wide range of functional properties and the diverse synthetic capabilities of the microbes. Microbial biosurfactants are found to have a wide range of applications in environmental protection, which include enhancing oil recovery, controlling oil spills, biodegradation, and detoxification of oil-contaminated industrial effluents and soils. Biosurfactants produced by microorganisms have potential applications in pharmaceutical/medicine, food, cosmetic, pesticide, oil, and biodegradation industries. In this review article, we concentrated on three important aspects such as various types of biosurfactants, the group of microbes involved in the production of biosurfactants, and application of microbial biosurfactants. Copyright © Taylor & Francis Group, LLC.",2015,1252,TRUE
