DATA_ID,STUDY_ID,AI_NAME,AI_50,AI_50_TYPE,AI_ERROR_LOWER,AI_ERROR_HIGHER,AI_ERROR_TYPE,AI_N_CONTAINER,AI_N_INDIVIDUALS_PER_CONTAINER,AI_N_STRUCTURE,FORM_NAME,FORM_50,FORM_50_TYPE,FORM_ERROR_LOWER,FORM_ERROR_HIGHER,FORM_ERROR_TYPE,FORM_N_CONTAINER,FORM_N_INDIVIDUALS_PER_CONTAINER,FORM_N_STRUCTURE,CI_METHOD,CONTROL_GROUP,TEST_GROUP,MULTIPLE_MEASUREMENT,MULTIPLE_TYPE,SPECIES_NAME_BINOMIAL,SPECIES_NAME_COMMON,STRAIN_CLONE_SOURCE,SPECIES_CLASS,SPECIES_PHYLUM,SPECIES_KINGDOM,ECOSYSTEM,LIFE_STAGE,EXPOSURE_DURATION_HOURS,PESTICIDE_CLASS,NANO_FORMULATION,BIO_FORMULATION,SEX,EXPOSURE_ROUTE,ACUTE_CHRONIC_TOXICITY,TEMPERATURE_°C,PH,FEEDING_STATE,AGE_TEST_ORGANISM_HOURS,REGULATORY_STANDARDISED_GUIDELINES_FOLLOWED,GUIDELINES,WATER_HARDNESS_mg_L_Ca_CO3,SE_SIMULATION_REQUIRED,FORMULATION_TYPE,FORMULATION_EXPRESSED_IN_AI_CONC,FORMULATION_VALUE_ADJUSTED,YEAR_PUBLISHED,NOTES,SOURCE,AI_N_INDIVIDUAL,FORM_N_INDIVIDUAL,AI_SE_INDIVIDUAL,FORM_SE_INDIVIDUAL,AI_BIGGEST_CI_ARM,FORM_BIGGEST_CI_ARM,REASON_EXCLUSION,LRR,LRR_VAR_INDIVIDUAL,TIME_SIMPLE
251,wos5,glyphosate-ipa,10.2,EC50,-0.2,1,CI_95,2,1,2 replicates,Ron-do,9.08,EC50,0.68,0.62,CI_95,2,1,2 replicates,probit,wos5_ai_a,wos5_form_a,wos5_1,1,Scenedesmus acutus,NA,"Culture Collection of Algae, University of Göttingen, Germany",Chlorophyceae,Chlorophyta,Plantae,Aquatic,NA,96,herbicide,NO,NO,NA,environmental,acute,22,7.5,NA,NA,YES,NA,80.1,NO,soluble concentrate,YES,NA,1997,negative lower CI for AI. Use upper.,Guy,2,2,0.07870170682461844,0.05351716064074054,1,0.68,NA,-0.11631352767702341,9.427316640267273e-5,1
252,wos5,glyphosate-ipa,7.2,EC50,2.8,1.7,CI_95,2,1,2 replicates,Ron-do,9.09,EC50,1.03,1.11,CI_95,2,1,2 replicates,probit,wos5_ai_b,wos5_form_b,wos5_2,1,Scenedesmus quadricauda,NA,Luján river,Chlorophyceae,Chlorophyta,Plantae,Aquatic,NA,96,herbicide,NO,NO,NA,environmental,acute,22,7.5,NA,NA,YES,NA,80.1,NO,soluble concentrate,YES,NA,1997,NA,Guy,2,2,0.2203647791089316,0.08735889457532647,2.8,1.11,NA,0.2330938821673778,0.001029101207474755,1
362,wos67,methomyl,0.021,EC50,0.002,0.001,CI_95,4,5,"4 containers, 5 individuals",Lannate,0.024,EC50,0.002,0.002,CI_95,4,5,"4 containers, 5 individuals",probit,wos67_ai_a,wos67_form_a,wos67_1,1,Daphnia magna,water flea,Clone A,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,NO,NO,NA,environmental,acute,20,NA,NA,24,YES,NA,NA,NO,water-soluble powder,YES,NA,2009,NA,Guy,20,20,9.55555190962864e-4,9.55555190962864e-4,0.002,0.002,NA,0.13353139262452257,0.003655707436801889,1
363,wos67,propanil,2.1,EC50,0.3,0.4,CI_95,4,5,"4 containers, 5 individuals",Stam,3.6,EC50,0.4,0.5,CI_95,4,5,"4 containers, 5 individuals",probit,wos67_ai_b,wos67_form_b,wos67_2,1,Daphnia magna,water flea,Clone A,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,24,YES,NA,NA,NO,aqueous suspension concentrate,YES,NA,2009,NA,Guy,20,20,0.1911110381925728,0.23888879774071597,0.4,0.5,NA,0.5389965007326869,0.01268534075169505,1
364,wos67,glyphosate,2000,EC50,NA,NA,imputed,4,5,"4 containers, 5 individuals",Spasor,307,EC50,8,8,CI_95,4,5,"4 containers, 5 individuals",probit,wos67_ai_c,wos67_form_c,wos67_3,1,Daphnia magna,water flea,Clone A,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,24,YES,NA,NA,YES,unsure,YES,NA,2009,NA,Guy,20,20,273.8506675180328,3.8222207638514556,NA,8,NA,-1.8740547119548852,0.018903555264549676,1
365,wos67,methomyl,108,EC50,21,18,CI_95,3,1,3 replicates,Lannate,184,EC50,20,22,CI_95,3,1,3 replicates,probit,wos67_ai_d,wos67_form_d,wos67_4,1,Raphidocelis subcapitata,NA,NA,Chlorophyceae,Chlorophyta,Plantae,Aquatic,NA,96,insecticide,NO,NO,NA,environmental,acute,20,NA,NA,NA,YES,NA,NA,NO,water-soluble powder,YES,NA,2009,NA,Guy,3,3,4.880709952444336,5.113124712084543,21,22,NA,0.532804530484766,0.0028145080944880917,1
366,wos67,propanil,0.031,EC50,0.008,0.006,CI_95,3,1,3 replicates,Stam,0.012,EC50,0.003,0.006,CI_95,3,1,3 replicates,probit,wos67_ai_e,wos67_form_e,wos67_5,1,Raphidocelis subcapitata,NA,NA,Chlorophyceae,Chlorophyta,Plantae,Aquatic,NA,96,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,NA,YES,NA,NA,NO,aqueous suspension concentrate,YES,NA,2009,NA,Guy,3,3,0.0018593180771216522,0.001394488557841239,0.008,0.006,NA,-0.9490805546971459,0.01710151590707971,1
367,wos67,glyphosate,129,EC50,21,29,CI_95,3,1,3 replicates,Spasor,71,EC50,8,8,CI_95,3,1,3 replicates,probit,wos67_ai_f,wos67_form_f,wos67_6,1,Raphidocelis subcapitata,NA,NA,Chlorophyceae,Chlorophyta,Plantae,Aquatic,NA,96,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,NA,YES,NA,NA,NO,unsure,YES,NA,2009,NA,Guy,3,3,6.7400280295659885,1.859318077121652,29,8,NA,-0.5971325273203567,0.0034156719600675284,1
419,wos70,guthion,10.63,LC50,0.42,0.44,CI_95,3,20,"3 replicates, 20 individuals",Guthion 2S,1.6,LC50,0.28,0.35,CI_95,3,20,"3 replicates, 20 individuals",Trimmed Spearman–Karber,wos70_ai_a,wos70_form_a,wos70_1,1,Xenopus laevis,african clawed frog,"Environmental Research Lab, Corvallis",Amphibia,Chordata,Animalia,Aquatic,embryo,96,insecticide,NO,NO,NA,environmental,acute,24,7.4,NA,NA,YES,NA,46,NO,emulsifiable concentrate,YES,NA,1994,Extracted guthion test 4 because it had the same test volume as the formulation test and reached an endpoint due to an appropriately broad concentration range  (unlike test 1 and 2). Test 3 did not have a calculable CI.,Guy,60,60,0.21989056287594824,0.17491294774223154,0.44,0.35,NA,-1.8936765631081212,0.012378896211497051,1
330,wos71,carbofuran,13.36,EC50,2.63,2.63,SE,4,10,"4 replicates, 10 individuals",Furadan 350 SC,89.32,EC50,6.52,6.52,SE,4,10,"4 replicates, 10 individuals",Trimmed Spearman–Karber,wos71_ai_a,wos71_form_a,wos71_1,1,Philodina roseola,common rotifer,University of Sao Carlos,Eurotatoria,Rotifera,Animalia,Aquatic,juvenile,48,insecticide,NO,NO,NA,environmental,acute,25,NA,starved,72,YES,NA,44,NO,aqueous suspension concentrate,YES,NA,2015,NA,Guy,40,40,2.63,6.52,NA,NA,NA,1.8999602588634574,0.04408080946902097,1
163,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Barclay Gallup Biograde 360,450,EC50,34.9009901,36.38613861,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_a,wos764_form_aa,wos764_1,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.5,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13.,Guy,3,3,68.84135976619712,8.456675659278389,NA,36.38613861,NA,-0.10536051565782628,0.019309693545274113,1
172,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Glialka Star,72,EC50,0,17.79591837,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_a,wos764_form_al,wos764_10,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.5,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13.,Guy,3,3,26.841733176049825,4.136034090540285,NA,17.79591837,NA,-1.9379419794061366,0.006181833154891715,1
175,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Medallon Premium,72,EC50,18,0,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_a,wos764_form_ao,wos764_13,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.5,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13.,Guy,3,3,10.60694123506604,4.183465673523717,NA,18,NA,-1.9379419794061366,0.003826067590620012,1
176,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Barclay Gallup Biograde 360,3.4,EC50,3.233777778,67.16888889,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_b,wos764_form_ba,wos764_14,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,10,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates.,Guy,3,3,51.2983342421004,15.611041166669088,NA,67.16888889,NA,-4.990832666800076,21.09223942477826,1
177,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Boom Efekt,374,EC50,185.1262525,367.254509,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_b,wos764_form_bb,wos764_15,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,10,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates.,Guy,3,3,32.100428127949996,85.35536843601706,NA,367.254509,NA,-0.2903523010076598,0.05620744671004222,1
178,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Fozat 480,237,EC50,185.9133333,864.4857143,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_b,wos764_form_bc,wos764_16,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,10,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates.,Guy,3,3,6.33412789469465,200.91923950142674,NA,864.4857143,NA,-0.7465479572870606,0.7188583572292995,1
179,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Gladiator 480 SL,282,EC50,134.6419098,256.5676393,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_b,wos764_form_bd,wos764_17,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,10,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates.,Guy,3,3,0.596115362133701,59.6301062193647,NA,256.5676393,NA,-0.5727010274840783,0.044714332833705496,1
180,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Glialka Express 6H,2.97,EC50,1.218461538,2.208461538,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_b,wos764_form_be,wos764_18,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,10,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,ready to use,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates.,Guy,3,3,42.11024072264805,0.5132790575289108,NA,2.208461538,NA,-5.126046145607583,0.03696026754901784,1
181,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Kapazin,223,EC50,157.661,541.89,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_b,wos764_form_bf,wos764_19,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,10,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates.,Guy,3,3,54.516160524141874,125.9432341014315,NA,541.89,NA,-0.807436326962073,0.3308507894154475,1
164,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Boom Efekt,450,EC50,54,54,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_a,wos764_form_ab,wos764_2,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.5,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13.,Guy,3,3,19.221254273291333,12.550397020571152,NA,54,NA,-0.10536051565782628,0.002255665798534137,1
182,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Roundup Classic,291,EC50,92.55725191,136.9847328,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_b,wos764_form_bi,wos764_20,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,10,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates.,Guy,3,3,14.125676722874813,31.83727374808991,NA,136.9847328,NA,-0.5412848312506993,0.012767907865493063,1
183,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Total,32.6,EC50,21.11590909,60.01363636,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_b,wos764_form_bj,wos764_21,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,10,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates.,Guy,3,3,5.91946695547489,13.948054869744158,NA,60.01363636,NA,-2.7302958100495296,0.18319958548448698,1
184,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Dominator Extra 608 SL,271,EC50,173.3139535,480.5523256,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_b,wos764_form_bk,wos764_22,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,10,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates.,Guy,3,3,150.50947765174743,111.68745324886626,NA,480.5523256,NA,-0.6124892775424908,0.26046422737523406,1
185,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Glialka Star,509,EC50,178.9261637,276.9678973,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_b,wos764_form_bl,wos764_23,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,10,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates.,Guy,3,3,53.47445880814967,64.3714272790329,NA,276.9678973,NA,0.017839918128331016,0.02743183605639673,1
186,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Roundup Mega,356,EC50,118.9382151,177.5926773,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_b,wos764_form_bm,wos764_24,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,10,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates.,Guy,3,3,176.57002360064845,41.275159408540254,NA,177.5926773,NA,-0.3396773675701613,0.1381503148553402,1
187,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Glyfos Dakar,71.3,EC50,53.92164009,221.8583144,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_b,wos764_form_bn,wos764_25,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,10,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,granule,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates.,Guy,3,3,46.60727803923423,51.563146815457365,NA,221.8583144,NA,-1.9477117710019414,0.5316866400886795,1
188,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Medallon Premium,32.2,EC50,17.12417303,36.62442748,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_b,wos764_form_bo,wos764_26,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,10,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates.,Guy,3,3,8.355961528053987,8.512057509724375,NA,36.62442748,NA,-2.7426416458718292,0.07016000579136748,1
189,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Barclay Gallup Biograde 360,19.6,EC50,10.69090909,23.46060606,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_c,wos764_form_ca,wos764_27,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,15,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates.,Guy,3,3,46.70904929831443,5.452591118448472,NA,23.46060606,NA,-3.23907853218572,0.08611852253072588,1
190,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Boom Efekt,222,EC50,140.5252525,379.7171717,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_c,wos764_form_cb,wos764_28,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,15,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates.,Guy,3,3,35.26631548282616,88.25187519191452,NA,379.7171717,NA,-0.8119307165499123,0.16300572360973037,1
191,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Fozat 480,62,EC50,27.41445783,49.30120482,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_c,wos764_form_cc,wos764_29,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,15,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates.,Guy,3,3,41.04582837708383,11.458327668212892,NA,49.30120482,NA,-2.0874737133771,0.04089441808786705,1
165,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Fozat 480,108,EC50,0,18,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_a,wos764_form_ac,wos764_3,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.5,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13.,Guy,3,3,8.287000997080941,4.183465673523717,NA,18,NA,-1.5324768712979722,0.001775159222619564,1
192,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Gladiator 480 SL,77.6,EC50,35.63572816,67.05242718,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_c,wos764_form_cd,wos764_30,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,15,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates.,Guy,3,3,115.00497452267963,15.583973746332148,NA,67.05242718,NA,-1.8630406712330188,0.09323501788074925,1
193,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Glialka Express 6H,0.9,EC50,0.7125,3.6,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_c,wos764_form_ce,wos764_31,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,15,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,ready to use,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates.,Guy,3,3,45.78600166694762,0.8366931347047435,NA,3.6,NA,-6.319968614080018,0.8726513597724225,1
194,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Kapazin,96.7,EC50,40.76276923,72.15307692,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_c,wos764_form_cf,wos764_32,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,15,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates.,Guy,3,3,66.92873207375355,16.769440029663134,NA,72.15307692,NA,-1.6429946959629431,0.04799133444931007,1
195,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Roundup Classic,87.7,EC50,31.02663866,47.16638655,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_c,wos764_form_ci,wos764_33,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,15,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates.,Guy,3,3,48.5214271577317,10.96216439311532,NA,47.16638655,NA,-1.7406861990440543,0.025041358898243188,1
196,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Total,145,EC50,44.3877551,64.3622449,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_c,wos764_form_cj,wos764_34,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,15,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates.,Guy,3,3,16.44634225413835,14.958735678337606,NA,64.3622449,NA,-1.2378743560016174,0.011724676522668539,1
197,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Dominator Extra 608 SL,141,EC50,73.33575419,151.2402235,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_c,wos764_form_ck,wos764_35,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,15,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates.,Guy,3,3,43.127960789215436,35.15046019268362,NA,151.2402235,NA,-1.2658482080440236,0.06958760434120266,1
198,wos764,glyphosate,500,EC50,NA,NA,imputed,3,1,3 replicates per concentration,Glialka Star,155,EC50,59.55263158,95.44736842,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_c,wos764_form_cl,wos764_36,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,15,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates.,Guy,3,3,18.91284352054903,22.183377189624537,NA,95.44736842,NA,-1.171182981502945,0.02191370553612086,1
